verdict,domain
תפ_31284-08-15,drugs
תפ_59572-07-15,drugs
תפ_31175-03-15,drugs
תפ_40987-02-14,drugs
תפ_56746-05-13,drugs
תפ_8681-02-23,drugs
תפ_29373-08-16,drugs
תפ_39640-11-12,drugs
תפ_1659-04-17,drugs
תפ_57767-11-16,drugs
תפ_48338-11-17,drugs
תפ_27164-03-13,drugs
תפ_2090-08-12,drugs
תפ_47136-05-14,drugs
תפ_51139-10-18,drugs
תפ_31596-11-20,drugs
תפ_47319-07-15,drugs
תפ_42114-08-23,drugs
תפ_48460-03-21,drugs
תפ_50759-02-13,drugs
תפ_17018-03-13,drugs
תפ_34712-07-15,drugs
תפ_6991-11-11,drugs
תפ_40810-08-15,drugs
תפ_7420-05-19,drugs
תפ_24215-03-16,drugs
תפ_38972-04-23,drugs
תפ_51933-05-12,drugs
תפ_26436-05-12,drugs
תפ_35169-02-18,drugs
תפ_56922-02-20,drugs
תפ_27444-07-12,drugs
תפ_31240-09-16,drugs
תפ_60598-08-16,drugs
תפ_31971-05-13,drugs
תפ_50454-11-13,drugs
תפ_46057-01-19,drugs
תפ_36083-06-14,drugs
תפ_26839-07-20,drugs
תפ_31798-04-12,drugs
תפ_8613-03-22,drugs
תפ_9620-11-14,drugs
תפ_17038-06-10,drugs
תפ_607-10-13,drugs
תפ_5632-02-15,drugs
תפ_33019-12-15,drugs
תפ_19905-08-13,drugs
תפ_59313-02-19,drugs
תפ_61780-06-19,drugs
תפ_21401-09-14,drugs
תפ_52729-08-20,drugs
תפ_46041-11-13,drugs
תפ_16727-10-14,drugs
תפ_6553-05-14,drugs
תפ_25762-12-14,drugs
תפ_12091-03-12,drugs
תפ_1102-05-14,drugs
תפ_24156-11-12,drugs
תפ_20893-09-13,drugs
תפ_48976-07-12,drugs
תפ_1789-08-12,drugs
תפ_44914-01-17,drugs
תפ_33180-08-16,drugs
תפ_19975-03-16,drugs
תפ_56632-06-16,drugs
תפ_6163-03-19,drugs
תפ_38941-02-14,drugs
תפ_61380-03-16,drugs
תפ_48706-05-19,drugs
תפ_34094-12-13,drugs
תפ_42533-11-13,drugs
תפ_24251-07-13,drugs
גמר_1463-10-23,drugs
תפ_25964-04-14,drugs
תפ_27274-05-17,drugs
תפ_21952-10-14,drugs
תפ_28746-05-20,drugs
תפ_13836-09-22,drugs
תפ_61031-12-14,drugs
תפ_18987-03-14,drugs
תפ_1404-03-24,drugs
תפ_8442-02-18,drugs
תפ_14779-10-14,drugs
תפ_59554-08-20,drugs
תפ_37436-04-16,drugs
תפ_37335-04-14,drugs
תפ_3717-04-14,drugs
תפ_22678-12-13,drugs
תפ_46038-06-16,drugs
תפ_37111-12-15,drugs
תפ_59836-01-16,drugs
תפ_60869-07-13,drugs
תפ_29602-08-21,drugs
תפ_45593-12-23,drugs
תפ_45997-09-16,drugs
תפ_52992-06-12,drugs
תפ_29918-07-21,drugs
תפ_25832-11-13,drugs
תפ_50359-12-17,drugs
תפ_47357-06-16,drugs
תפ_29533-03-16,drugs
תפ_9733-02-21,drugs
תפ_46325-02-16,drugs
תפ_58979-09-20,drugs
תפ_54500-08-16,drugs
תפ_18458-03-13,drugs
תפ_62962-05-16,drugs
תפ_12906-08-16,drugs
תפ_5581-02-17,drugs
תפ_62153-10-10,drugs
תפ_45070-04-17,drugs
תפ_22567-02-15,drugs
תפ_56629-11-12,drugs
תפ_4032-09-17,drugs
תפ_36376-04-12,drugs
תפ_2008-03-14,drugs
תפ_8103-01-19,drugs
תפ_36891-03-22,drugs
תפ_2415-12-13,drugs
תפ_12082-05-19,drugs
תפ_6318-03-16,drugs
תפ_26447-06-16,drugs
תפ_65414-06-16,drugs
תפ_10265-03-21,drugs
תפ_24358-07-20,drugs
תפ_24428-02-12,drugs
תפ_65295-10-13,drugs
תפ_48347-10-11,drugs
תפ_24068-04-15,drugs
תפ_36892-08-19,drugs
תפ_62174-12-12,drugs
תפ_68166-11-21,drugs
תפ_7660-03-20,drugs
תפ_32277-08-16,drugs
תפ_27471-07-16,drugs
תפ_34111-12-09,drugs
תפ_106-12,drugs
תפ_25859-10-19,drugs
תפ_43482-11-21,drugs
תפ_66150-11-15,drugs
תפ_2043-04-21,drugs
תפ_7426-04-16,drugs
תפ_40807-03-13,drugs
תפ_25881-03-11,drugs
תפ_30762-05-12,drugs
תפ_34314-10-14,drugs
תפ_45267-07-15,drugs
תפ_39573-10-18,drugs
תפ_8204-10-13,drugs
תפ_22109-07-14,drugs
תפ_9582-10-20,drugs
תפ_70434-06-20,drugs
תפ_1725-07-16,drugs
תפ_54661-12-13,drugs
תפ_26896-07-16,drugs
תפ_21629-02-23,drugs
תפ_35843-07-13,drugs
תפ_20201-11-14,drugs
תפ_57614-05-23,drugs
תפ_37606-11-22,drugs
תפ_75278-01-19,drugs
תפ_21678-03-18,drugs
תפ_18276-05-15,drugs
תפ_8506-04-15,drugs
תפ_24139-05-20,drugs
תפ_44642-02-16,drugs
תפ_19382-08-14,drugs
תפ_37760-05-18,drugs
תפ_32354-09-15,drugs
תפ_21468-07-18,drugs
תפ_24073-04-15,drugs
תפ_58092-03-14,drugs
תפ_34873-01-15,drugs
תפ_20393-02-20,drugs
תפ_53457-11-15,drugs
תפ_54035-05-16,drugs
תפ_59112-08-20,drugs
תפ_73351-01-23,drugs
תפ_21175-01-19,drugs
תפ_47430-02-12,drugs
תפ_41699-01-11,drugs
תפ_69225-11-16,drugs
תפ_49034-02-19,drugs
תפ_20933-09-16,drugs
תפ_56726-02-23,drugs
תפ_37803-08-20,drugs
תפ_54838-11-22,drugs
תפ_62710-06-17,drugs
תפ_19734-11-13,drugs
תפ_26079-07-13,drugs
תפ_24984-07-16,drugs
תפ_57216-11-12,drugs
תפ_1232-02-23,drugs
תפ_23800-12-14,drugs
תפ_16678-03-17,drugs
תפ_14061-08-15,drugs
תפ_2259-02-16,drugs
תפ_45175-07-16,drugs
תפ_69561-01-23,drugs
תפ_20508-04-14,drugs
תפ_48718-03-16,drugs
תפ_65399-11-21,drugs
תפ_42020-12-14,drugs
תפ_41751-11-22,drugs
תפ_41865-05-20,drugs
תפ_51040-07-15,drugs
תפ_5466-10-14,drugs
תפ_10642-02-14,drugs
תפ_51848-02-14,drugs
תפ_26164-09-16,drugs
תפ_48316-03-20,drugs
תפ_18145-11-20,drugs
תפ_16783-12-21,drugs
תפ_1875-12-14,drugs
תפ_18076-01-23,drugs
תפ_40089-10-13,drugs
תפ_36953-04-14,drugs
תפ_11754-08-13,drugs
תפ_11284-12-12,drugs
תפ_43133-11-14,drugs
תפ_64742-05-21,drugs
תפ_18828-06-20,drugs
תפ_18879-03-15,drugs
תפ_53450-04-13,drugs
תפ_18353-12-19,drugs
תפ_36067-08-15,drugs
תפ_40199-07-20,drugs
תפ_14193-12-20,drugs
תפ_15535-02-20,drugs
תפ_2315-05-13,drugs
תפ_10430-08-14,drugs
תפ_45226-07-14,drugs
תפ_26940-10-12,drugs
תפ_52816-09-14,drugs
תפ_46460-12-15,drugs
תפ_58021-11-17,drugs
תפ_58269-02-19,drugs
תפ_8268-04-15,drugs
תפ_17369-06-15,drugs
תפ_27214-10-12,drugs
תפ_49112-07-11,drugs
תפ_12202-10-14,drugs
תפ_1219-07-10,drugs
תפ_15277-01-16,drugs
תפ_21126-09-11,drugs
תפ_57133-07-15,drugs
תפ_19883-06-19,drugs
תפ_22263-08-12,drugs
תפ_20585-05-12,drugs
תפ_68352-01-18,drugs
תפ_2013-15,drugs
תפ_50305-12-14,drugs
תפ_33419-06-13,drugs
תפ_10159-02-16,drugs
תפ_50664-07-15,drugs
תפ_1176-03-11,drugs
תפ_44352-01-14,drugs
תפ_66609-06-17,drugs
תפ_2549-11-13,drugs
תפ_55830-11-18,drugs
תפ_52031-06-15,drugs
תפ_45698-02-11,drugs
תפ_42458-05-14,drugs
תפ_28435-02-22,drugs
תפ_69202-11-18,drugs
תפ_18134-05-11,drugs
תפ_16842-01-14,drugs
תפ_68604-02-20,drugs
תפ_24989-11-21,drugs
תפ_61231-03-15,drugs
תפ_37055-07-12,drugs
תפ_13780-01-13,drugs
תפ_49187-12-11,drugs
תפ_24440-10-12,drugs
תפ_21547-12-21,drugs
תפ_5043-12-21,drugs
תפ_17787-02-13,drugs
תפ_39333-05-22,drugs
תפ_47136-05-16,drugs
תפ_20615-02-13,drugs
תפ_27553-06-22,drugs
תפ_41515-08-18,drugs
תפ_19812-12-14,drugs
תפ_19618-04-24,drugs
תפ_31993-12-13,drugs
תפ_61690-09-16,drugs
תפ_13508-06-16,drugs
תפ_29577-11-16,drugs
תפ_28997-10-16,drugs
תפ_828-02-13,drugs
תפ_15563-07-14,drugs
תפ_1834-08-11,drugs
תפ_16552-06-13,drugs
תפ_11704-06-13,drugs
תפ_68908-02-19,drugs
תפ_6992-06-18,drugs
תפ_10234-03-16,drugs
תפ_34737-07-15,drugs
תפ_32002-12-16,drugs
תפ_43228-09-16,drugs
תפ_26981-01-10,drugs
תפ_18600-01-15,drugs
תפ_31827-10-19,drugs
תפ_40186-04-19,drugs
תפ_54790-01-14,drugs
תפ_3220-11-12,drugs
תפ_48751-01-23,drugs
תפ_38654-02-13,drugs
תפ_31867-04-22,drugs
תפ_37626-10-14,drugs
תפ_19601-09-12,drugs
תפ_45279-06-19,drugs
תפ_22905-06-13,drugs
תפ_16471-02-12,drugs
תפ_43808-10-15,drugs
תפ_66949-11-16,drugs
תפ_26644-06-14,drugs
תפ_18985-06-12,drugs
תפ_10223-06-16,drugs
תפ_36367-09-19,drugs
תפ_31701-07-21,drugs
תפ_17462-06-14,drugs
תפ_836-03-14,drugs
תפ_41186-05-15,drugs
תפ_60525-06-18,drugs
תפ_12729-05-14,drugs
תפ_18308-12-15,drugs
תפ_10152-09-17,drugs
תפ_25740-05-16,drugs
תפ_50263-01-13,drugs
תפ_6712-06-14,drugs
תפ_49458-10-13,drugs
תפ_50841-04-22,drugs
תפ_38935-05-14,drugs
תפ_1878-09-15,drugs
תפ_20246-05-21,drugs
תפ_20269-06-13,drugs
תפ_58768-08-16,drugs
תפ_47532-04-14,drugs
תפ_28250-11-11,drugs
תפ_58325-11-15,drugs
תפ_10823-06-17,drugs
תפ_50219-07-15,drugs
תפ_45599-07-14,drugs
תפ_52587-01-13,drugs
תפ_6800-09-13,drugs
תפ_42775-10-12,drugs
תפ_16798-04-13,drugs
תפ_15390-11-15,drugs
תפ_53777-03-22,drugs
תפ_7917-07-14,drugs
תפ_44087-12-11,drugs
תפ_22464-07-12,drugs
תפ_55857-12-19,drugs
תפ_27126-04-20,drugs
תפ_14935-03-20,drugs
תפ_63738-02-24,drugs
תפ_50987-05-13,drugs
תפ_22286-05-15,drugs
תפ_18460-10-13,drugs
תפ_28045-11-18,drugs
תפ_14485-10-13,drugs
תפ_36895-02-15,drugs
תפ_46655-01-18,drugs
תפ_26743-04-12,drugs
תפ_45136-02-13,drugs
תפ_67676-10-13,drugs
תפ_12589-04-23,drugs
תפ_43463-07-16,drugs
תפ_61046-11-14,drugs
תפ_50222-07-12,drugs
תפ_27890-10-18,drugs
תפ_39923-03-16,drugs
תפ_32779-04-11,drugs
תפ_5594-04-10,drugs
תפ_31690-01-13,drugs
תפ_40276-11-17,drugs
תפ_48877-08-17,drugs
תפ_3457-02-15,drugs
תפ_3844-12-12,drugs
תפ_50319-08-18,drugs
תפ_44386-11-13,drugs
תפ_63561-01-15,drugs
תפ_12451-03-23,drugs
תפ_55809-11-18,drugs
תפ_13085-11-16,drugs
תפ_31806-06-20,drugs
תפ_10221-03-21,drugs
תפ_55187-03-18,drugs
תפ_68523-01-18,drugs
תפ_7611-08-16,drugs
תפ_17162-05-21,drugs
תפ_15696-02-12,drugs
תפ_37628-09-15,drugs
תפ_20214-11-14,drugs
תפ_6738-09-10,drugs
תפ_2084-08-12,drugs
תפ_14861-11-13,drugs
תפ_16046-05-13,drugs
תפ_37734-12-11,drugs
תפ_38591-06-14,drugs
תפ_17508-04-16,drugs
תפ_54653-07-12,drugs
תפ_1509-03-16,drugs
תפ_4579-09-12,drugs
תפ_36449-08-15,drugs
תפ_8929-11-15,drugs
תפ_53854-07-15,drugs
תפ_56235-06-13,drugs
תפ_3461-10-14,drugs
תפ_57384-09-16,drugs
תפ_26520-04-14,drugs
תפ_12585-10-10,drugs
תפ_16449-02-20,drugs
תפ_24126-03-14,drugs
תפ_60248-06-14,drugs
תפ_17680-09-16,drugs
תפ_34916-08-15,drugs
תפ_3798-02-13,drugs
תפ_67733-10-13,drugs
תפ_35647-04-15,drugs
תפ_27888-12-13,drugs
תפ_6548-02-13,drugs
תפ_31800-06-15,drugs
תפ_41316-05-16,drugs
תפ_55475-05-15,drugs
תפ_33223-10-13,drugs
תפ_46015-05-12,drugs
תפ_18974-10-14,drugs
תפ_33185-12-19,drugs
תפ_30312-03-12,drugs
תפ_20531-07-13,drugs
תפ_47209-08-17,drugs
תפ_36129-07-16,drugs
תפ_23364-01-17,drugs
תפ_29806-08-13,drugs
תפ_57332-10-18,drugs
תפ_35612-03-11,drugs
תפ_11303-09-11,drugs
תפ_64753-07-20,drugs
תפ_14880-03-13,drugs
תפ_21020-04-15,drugs
תפ_9183-11-22,drugs
תפ_31173-09-14,drugs
תפ_46823-08-19,drugs
תפ_66302-06-16,drugs
תפ_38615-02-16,drugs
תפ_12296-12-15,drugs
תפ_43747-09-14,drugs
תפ_18185-03-15,drugs
תפ_62524-12-15,drugs
תפ_17837-08-13,drugs
תפ_51872-02-14,drugs
תפ_30582-09-13,drugs
תפ_29450-08-13,drugs
תפ_55925-11-17,drugs
תפ_5218-01-15,drugs
תפ_36684-08-11,drugs
תפ_54179-09-14,drugs
תפ_45818-07-16,drugs
תפ_11069-06-12,drugs
תפ_17515-02-12,drugs
תפ_891-03-14,drugs
תפ_31312-05-13,drugs
תפ_26535-02-14,drugs
תפ_902-12-14,drugs
תפ_6065-03-13,drugs
תפ_27851-11-15,drugs
תפ_28552-07-12,drugs
תפ_33759-07-12,drugs
תפ_8516-03-12,drugs
תפ_20319-10-13,drugs
תפ_11615-09-15,drugs
תפ_48247-07-15,drugs
תפ_1581-07-15,drugs
תפ_53150-11-10,drugs
תפ_54697-02-14,drugs
תפ_30005-03-12,drugs
תפ_7419-03-15,drugs
תפ_36395-12-15,drugs
תפ_21790-01-14,drugs
תפ_599-01-17,drugs
תפ_39807-03-12,drugs
תפ_50850-03-23,drugs
תפ_573-01-14,drugs
תפ_39747-09-14,drugs
תפ_40918-02-13,drugs
תפ_42797-11-13,drugs
תפ_27771-04-18,drugs
תפ_08-207,drugs
תפ_54880-07-17,drugs
תפ_7602-04-12,drugs
תפ_20647-04-15,drugs
תפ_21974-11-14,drugs
תפ_1793-08-12,drugs
תפ_36400-11-13,drugs
תפ_27671-01-15,drugs
תפ_12042-08-13,drugs
תפ_9665-12-11,drugs
תפ_58840-10-10,drugs
תפ_1684-03-13,drugs
תפ_63716-01-15,drugs
תפ_22913-11-16,drugs
תפ_33206-03-13,drugs
תפ_39075-12-15,drugs
תפ_46194-04-16,drugs
תפ_14226-08-12,drugs
תפ_57562-06-13,drugs
תפ_50235-11-12,drugs
תפ_46526-01-15,drugs
תפ_51421-05-14,drugs
תפ_12856-07-10,drugs
תפ_40152-10-11,drugs
תפ_5621-12-12,drugs
תפ_46819-10-12,drugs
תפ_1161-06-13,drugs
תפ_44205-02-14,drugs
תפ_47020-12-13,drugs
תפ_8249-07-14,drugs
תפ_27187-10-14,drugs
תפ_9641-05-14,drugs
תפ_7354-07-14,drugs
תפ_376-10-16,drugs
תפ_5948-11-12,drugs
תפ_25254-11-20,drugs
תפ_34058-01-12,drugs
תפ_25277-02-13,drugs
תפ_12451-03-10,drugs
תפ_12480-05-14,drugs
תפ_17342-06-15,drugs
תפ_45974-01-12,drugs
תפ_45388-11-20,drugs
תפ_16055-03-15,drugs
תפ_58829-11-12,drugs
תפ_26025-09-12,drugs
תפ_19324-05-14,drugs
תפ_54942-12-15,drugs
תפ_3616-03-16,drugs
תפ_40857-04-13,drugs
תפ_51582-11-11,drugs
תפ_25513-08-17,drugs
תפ_48009-05-13,drugs
תפ_58242-05-16,drugs
תפ_15052-09-14,drugs
תפ_35815-02-15,drugs
תפ_49027-07-15,drugs
תפ_29790-07-15,drugs
תפ_25792-04-11,drugs
תפ_11879-01-21,drugs
תפ_44985-11-12,drugs
תפ_24524-02-17,drugs
תפ_13242-09-20,drugs
תפ_41324-07-15,drugs
תפ_3781-11-11,drugs
תפ_41382-11-13,drugs
תפ_22165-08-13,drugs
תפ_31971-03-12,drugs
תפ_46577-03-15,drugs
תפ_11789-01-12,drugs
תפ_35661-03-11,drugs
תפ_37769-12-13,drugs
תפ_6894-03-23,drugs
תפ_6440-10-15,drugs
תפ_32433-12-14,drugs
תפ_5603-11-11,drugs
תפ_29873-11-16,drugs
תפ_22619-05-12,drugs
תפ_8202-02-12,drugs
תפ_19770-08-15,drugs
תפ_1912-03-15,drugs
תפ_138-05-15,drugs
תפ_62359-01-20,drugs
תפ_48037-05-12,drugs
תפ_36471-02-12,drugs
תפ_17440-06-14,drugs
תפ_65592-01-23,drugs
תפ_22325-12-13,drugs
תפ_37411-02-15,drugs
תפ_60934-03-22,drugs
תפ_17778-01-14,drugs
תפ_38088-02-13,drugs
תפ_45838-06-15,drugs
תפ_2147-04-15,drugs
תפ_44226-07-14,drugs
תפ_15802-08-14,drugs
תפ_29863-03-22,drugs
תפ_52031-06-16,drugs
תפ_1897-11-10,drugs
תפ_9343-07-14,drugs
תפ_25878-10-12,drugs
תפ_31908-11-12,drugs
תפח_42681-11-18,drugs
תפ_51451-02-17,drugs
תפ_17316-10-16,drugs
תפ_11168-06-12,drugs
תפ_32709-07-20,drugs
תפ_43136-01-11,drugs
תפ_24900-06-13,drugs
תפ_47532-11-14,drugs
תפ_11072-03-10,drugs
תפ_48197-07-15,drugs
תפ_59876-06-16,drugs
תפ_42137-02-12,drugs
תפ_59503-01-16,drugs
תפ_53492-11-13,drugs
תפ_4495-06-14,drugs
תפ_47089-07-14,drugs
תפ_27924-07-12,drugs
תפ_1231-02,drugs
תפ_55487-03-15,drugs
תפ_57179-02-23,drugs
תפ_31912-04-10,drugs
תפ_17726-08-14,drugs
תפ_1430-05-11,drugs
תפ_33451-04-12,drugs
תפ_9736-03-16,drugs
תפ_47183-01-13,drugs
תפ_15884-08-22,drugs
תפח_20623-11-12,weapon
תפ_4795-12-17,weapon
תפ_1108-09,weapon
תפ_49212-08-19,weapon
תפ_39345-03-20,weapon
תפ_23513-03-14,weapon
תפ_182-11-12,weapon
תפ_1094-05-15,weapon
תפ_3531-12-13,weapon
תפ_16779-09-22,weapon
תפח_53698-03-17,weapon
תפ_12035-06-20,weapon
תפח_1145-05,weapon
תפ_30015-07-16,weapon
תפ_50148-01-14,weapon
תפ_46737-07-22,weapon
תפ_18484-07-23,weapon
תפ_41762-12-20,weapon
תפ_54719-09-20,weapon
תפ_76750-01-23,weapon
תפ_15376-06-13,weapon
תפ_11167-01-23,weapon
תפ_35473-12-21,weapon
תפ_46379-02-21,weapon
תפ_26210-11-21,weapon
תפ_1106-03-18,weapon
תפ_58774-07-22,weapon
תפ_69941-03-23,weapon
תפ_31872-04-12,weapon
תפ_41952-02-22,weapon
תפ_32227-11-20,weapon
תפ_41754-05-22,weapon
תפ_7089-08-23,weapon
תפ_23992-11-21,weapon
תפח_33226-10-18,weapon
תפ_31218-10-14,weapon
תפ_56860-05-22,weapon
תפ_1219-06-23,weapon
תפ_203-84,weapon
תפח_35192-06-12,weapon
תפ_70166-03-23,weapon
תפ_63505-01-17,weapon
תפ_16190-05-23,weapon
תפח_41965-05-16,weapon
תפ_20811-11-15,weapon
תפ_51607-08-21,weapon
תפ_28100-07-20,weapon
תפ_15567-10-16,weapon
תפח_26879-11-12,weapon
תפ_32883-03-22,weapon
תפ_59812-02-16,weapon
תפ_21813-09-16,weapon
תפ_53669-03-22,weapon
תפח_52360-06-20,weapon
תפ_39500-07-20,weapon
תפ_32320-08-22,weapon
תפ_59422-07-14,weapon
תפ_64581-08-23,weapon
תפ_35431-03-21,weapon
תפ_17474-08-14,weapon
תפ_16520-01-18,weapon
תפ_1956-04-21,weapon
תפ_61848-10-15,weapon
תפ_35488-11-23,weapon
תפ_30617-02-22,weapon
תפ_16760-09-22,weapon
תפ_51716-06-17,weapon
תפ_70373-03-23,weapon
תפ_50474-09-22,weapon
תפ_26702-01-23,weapon
תפח_51122-01-13,weapon
תפח_15741-02-13,weapon
תפ_13632-08-17,weapon
תפ_22417-12-21,weapon
תפ_7774-03-23,weapon
תפ_52789-09-22,weapon
תפ_25631-03-22,weapon
תפ_63305-08-22,weapon
תפ_40999-01-21,weapon
תפ_50487-06-22,weapon
תפ_53377-09-22,weapon
תפ_52077-12-20,weapon
תפ_45713-07-17,weapon
תפ_7860-01-13,weapon
תפ_1631-01-22,weapon
תפ_25639-03-21,weapon
תפ_52126-11-23,weapon
תפ_17856-11-21,weapon
תפ_43271-05-21,weapon
תפ_38883-05-22,weapon
תפח_30145-08-13,weapon
תפ_6153-02-21,weapon
תפ_34242-02-16,weapon
תפ_45456-12-21,weapon
תפ_52322-10-23,weapon
תפ_17776-11-21,weapon
תפ_41271-08-14,weapon
תפ_10875-12-21,weapon
תפ_5013-12,weapon
תפח_55639-05-17,weapon
תפ_1178-06-21,weapon
תפ_17916-05-19,weapon
תפ_10650-11-21,weapon
תפ_40111-05-14,weapon
תפ_7196-03-21,weapon
תפ_14479-06-20,weapon
תפ_12406-11-15,weapon
תפ_12615-11-21,weapon
תפ_2108-08-21,weapon
תפ_25624-03-22,weapon
תפ_11843-03-20,weapon
תפ_52848-09-22,weapon
תפ_395-05-17,weapon
תפ_18689-01-17,weapon
תפ_50330-07-18,weapon
תפ_61106-05-20,weapon
תפ_38687-04-20,weapon
תפ_18397-02-16,weapon
תפ_35364-01-18,weapon
תפ_40390-08-15,weapon
תפ_46930-03-22,weapon
תפ_21594-06-16,weapon
תפ_36196-12-11,weapon
תפ_46916-07-22,weapon
תפ_28148-07-20,weapon
תפ_37047-07-20,weapon
תפ_22588-03-22,weapon
תפח_56363-07-20,weapon
תפ_58413-06-17,weapon
תפ_37175-07-20,weapon
תפח_15217-03-19,weapon
תפ_28796-07-22,weapon
תפ_37386-11-13,weapon
תפ_62279-07-22,weapon
תפ_30966-07-22,weapon
תפ_63355-02-23,weapon
תפ_2058-09-17,weapon
תפ_63328-04-21,weapon
תפ_42613-02-23,weapon
תפ_4411-07-19,weapon
תפ_30191-05-15,weapon
תפ_34557-12-11,weapon
תפ_61679-01-12,weapon
תפ_56256-11-15,weapon
תפ_9115-10-16,weapon
תפ_17919-01-15,weapon
תפ_1139-06-23,weapon
תפ_20451-09-20,weapon
תפ_38368-09-21,weapon
תפ_51663-11-23,weapon
תפ_37083-11-14,weapon
תפ_51199-04-23,weapon
תפ_7813-06-22,weapon
תפ_10938-11-23,weapon
תפ_19821-02-17,weapon
תפ_6832-11-23,weapon
תפ_70450-03-23,weapon
תפ_27277-01-15,weapon
תפ_32247-08-11,weapon
תפ_34669-01-23,weapon
תפ_4102-11-20,weapon
תפ_50716-11-19,weapon
תפ_46125-09-17,weapon
תפ_42197-05-22,weapon
תפ_169-09,weapon
תפח_34198-06-18,weapon
תפ_39941-11-19,weapon
תפ_17573-10-22,weapon
תפח_12074-08-16,weapon
תפ_19610-08-21,weapon
תפ_19019-10-16,weapon
תפח_2690-09-19,weapon
תפ_31228-01-22,weapon
תפ_1579-04-23,weapon
תפ_55188-10-17,weapon
תפ_51523-10-17,weapon
תפ_57707-05-20,weapon
תפח_19728-01-10,weapon
תפ_8188-06-23,weapon
תפ_10896-06-20,weapon
תפ_24044-06-22,weapon
תפ_43085-06-21,weapon
תפ_54337-05-21,weapon
תפ_12028-05-22,weapon
תפח_39587-07-21,weapon
תפ_45965-07-16,weapon
תפ_16161-04-21,weapon
תפח_53498-02-20,weapon
תפ_56328-06-22,weapon
תפ_7617-07-23,weapon
תפ_17961-08-10,weapon
תפ_60765-03-22,weapon
תפ_22405-05-23,weapon
תפח_26101-05-16,weapon
תפ_43742-07-22,weapon
תפ_50556-08-17,weapon
תפ_10205-08-21,weapon
תפ_37387-04-18,weapon
תפ_24361-06-21,weapon
תפ_57965-03-15,weapon
תפ_12741-11-08,weapon
תפ_54611-02-22,weapon
תפ_34594-07-13,weapon
תפ_31355-10-13,weapon
תפ_7735-04-19,weapon
תפ_10948-02-16,weapon
תפ_45561-07-21,weapon
תפ_59067-10-21,weapon
תפ_3468-11-23,weapon
תפ_40932-03-18,weapon
תפ_6990-03-13,weapon
תפ_13177-04-21,weapon
תפ_4734-12-22,weapon
תפ_3670-10-13,weapon
תפ_17030-02-22,weapon
תפ_20068-10-22,weapon
תפ_26549-09-21,weapon
תפח_33100-10-18,weapon
תפ_18039-10-21,weapon
תפח_34989-04-17,weapon
תפ_18557-10-21,weapon
תפ_56421-08-23,weapon
תפ_42324-09-20,weapon
תפ_22526-02-21,weapon
תפ_1363-04-22,weapon
תפ_54202-01-23,weapon
תפ_33928-09-12,weapon
תפ_7053-03-21,weapon
תפ_33128-06-22,weapon
תפ_27050-03-20,weapon
תפ_22874-12-10,weapon
תפ_39808-05-23,weapon
תפ_46638-05-22,weapon
תפ_47284-06-18,weapon
תפ_2144-04-21,weapon
תפ_18210-05-23,weapon
תפ_41967-08-17,weapon
תפ_68389-07-20,weapon
תפ_49734-12-22,weapon
תפ_15802-04-22,weapon
תפ_40922-11-15,weapon
תפח_657-09,weapon
תפ_30340-08-20,weapon
תפ_70062-03-23,weapon
תפ_4133-01-20,weapon
תפ_30433-06-22,weapon
תפ_31135-10-23,weapon
תפ_54432-02-17,weapon
תפ_31216-01-22,weapon
תפ_44169-08-22,weapon
תפ_7544-11-16,weapon
תפ_35722-08-11,weapon
תפ_5085-07-17,weapon
תפ_3772-01-16,weapon
תפח_17865-11-21,weapon
תפ_23749-12-19,weapon
תפ_35121-09-22,weapon
תפ_18957-11-20,weapon
תפ_14802-02-23,weapon
תפ_65070-08-21,weapon
תפ_52479-01-18,weapon
תפ_27780-05-15,weapon
תפ_24143-01-11,weapon
תפ_13301-07-18,weapon
תפ_17137-11-21,weapon
תפ_23361-02-22,weapon
תפ_39183-11-13,weapon
תפ_11734-06-22,weapon
תפ_44381-05-20,weapon
תפ_21064-04-23,weapon
תפ_2312-01-21,weapon
תפ_26801-10-19,weapon
תפ_64941-05-17,weapon
תפ_17536-08-21,weapon
תפ_68789-07-19,weapon
תפ_10171-06-22,weapon
תפ_35326-09-23,weapon
תפ_10251-07-22,weapon
תפ_66893-12-21,weapon
תפ_6852-03-21,weapon
תפ_17707-04-14,weapon
תפ_53043-09-20,weapon
תפ_41600-02-21,weapon
תפ_29620-01-23,weapon
תפ_33605-10-21,weapon
תפ_26164-01-21,weapon
תפ_3384-12-23,weapon
תפח_63357-03-18,weapon
תפ_20733-12-22,weapon
תפ_52254-06-12,weapon
תפח_5551-06-16,weapon
תפ_28662-02-15,weapon
תפ_4531-05-21,weapon
תפ_57914-10-13,weapon
תפ_41969-04-10,weapon
תפ_7467-12-20,weapon
תפ_67356-12-21,weapon
תפ_52626-07-15,weapon
תפ_28787-04-22,weapon
תפ_54132-03-21,weapon
תפ_45025-05-22,weapon
תפ_59488-11-21,weapon
תפ_14684-07-24,weapon
תפ_70111-03-23,weapon
תפח_46412-12-15,weapon
תפ_39071-12-15,weapon
תפ_31270-05-24,weapon
תפ_58027-12-21,weapon
תפ_32889-12-17,weapon
תפ_45561-04-17,weapon
תפ_6968-01-24,weapon
תפ_33318-10-23,weapon
תפ_27929-03-19,weapon
תפ_38015-01-12,weapon
תפ_3013-04-18,weapon
תפ_77446-12-20,weapon
תפ_1118-10-18,weapon
