data_source,case,הודאה,מספר עבירה,סוג עבירה,עבירות נוספות,סוג הנשק [אקדח],סוג הנשק [תת מקלע],סוג הנשק [תת מקלע מאולתר],סוג הנשק [בקבוק תבערה],סוג הנשק [מטען חבלה],סוג הנשק [רימון רסס],סוג הנשק [רימון הלם/גז],סוג הנשק [טיל לאו ],סוג הנשק [טיל מטאדור],סוג הנשק [רובה צייד],סוג הנשק [רובה צלפים],סוג הנשק [מטען חבלה מאולתר],סוג הנשק [רובה סער ],סוג הנשק [רובה סער מאולתר],סוג הנשק - אם לא נמצא בטבלה,עבר פלילי,חרטה,אופן קבלת הנשק,כסף ששולם,סטטוס הנשק,מכירה לסוכן,כמות תחמושת,אופן החזקת הנשק,תכנון,מטרה-סיבת העבירה,שימוש,נזק,בריחה,עונש,מספר עבירה_mapped,סוג עבירה_mapped,אופן קבלת הנשק_mapped,כסף ששולם_mapped,כמות תחמושת_mapped,אופן החזקת הנשק_mapped,מטרה-סיבת העבירה_mapped,שימוש_mapped,נזק_mapped,עונש_mapped
GT,SH-17-11-53539-235,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,כן,לא,,,נשק מופרד מתחמושת,לא,"מחסנית ובה 0 כדורים, 28 כדורים",בבית,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,10 חודשים,['144א'],['החזקת נשק'],,,28,['בבית'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",10 חודשים
GT,SH-18-06-11098-353,כן,144 א,החזקה נשק,,,,,,,,,,,,,,1,,,כן,לא,,,נשק מופרד מתחמושת,לא,מספר מחסניות,מוסלק - מוסתר,לא,,לא,לא נגרם נזק,לא,28 חודשים,['144א'],['החזקת נשק'],,,,['מוסלק-מוסתר'],,לא,['לא נגרם נזק'],28 חודשים
GT,SH-18-07-52337-770,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,לא,כן,מאחר,,תקין,לא,ללא,"בבית, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,18 חודשים,['144א'],['החזקת נשק'],מאחר,,,"['בבית', 'מוסלק-מוסתר']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",18 חודשים
GT,SH-19-03-23707-142,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,1,,,לא,לא,,,נשק עם מחסנית בהכנס,לא,מחסנית + 4 מחסניות ריקות ובהן 0 כדורים + 500 כדורים,"בבית, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,15 חודשים,['144א'],['החזקת נשק'],,,520,"['בבית', 'מוסלק-מוסתר']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",15 חודשים
GT,SH-19-07-60805-168,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,כן,לא,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 10 כדורים,"ברכב, מוסלק - מוסתר",לא,,לא,לא נגרם נזק,לא,18 חודשים,['144א'],['החזקת נשק'],,,10,"['ברכב', 'מוסלק-מוסתר']",,לא,['לא נגרם נזק'],18 חודשים
GT,SH-20-02-52091-995,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,20 כדורים,בבית,לא,,לא,לא נגרם נזק,לא,18 חודשים,['144א'],['החזקת נשק'],,,20,['בבית'],,לא,['לא נגרם נזק'],18 חודשים
GT,SH-20-03-14044-704,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,כן,כן,,,נשק מופרד מתחמושת,לא,מחסנית ובה 11 כדורים,"מוסלק - מוסתר, סמוך לבית",לא,,לא,לא נגרם נזק,לא,20 חודשים,['144א'],['החזקת נשק'],,,11,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],20 חודשים
GT,SH-23-03-19819-247,כן,144 א,החזקה נשק,,,,,,,,,,,,,,1,,,לא,כן,,,נשק מופרד מתחמושת,לא,3 מחסניות,"בבית, מוסלק - מוסתר",כן,,לא,פוטנציאל נזק גדול,לא,29 חודשים,['144א'],['החזקת נשק'],,,60,"['בבית', 'מוסלק-מוסתר']",,לא,['פוטנציאל נזק רב'],29 חודשים
GT,all_missing_cases,,,,,,,,,,,,,,,,,,,,,,,,תקין,,ללא,,לא,,לא,,,,,,,,,,,,,
GT,cases_not_found_in_directory,,,,,,,,,,,,,,,,,,,,,,,,תקין,,ללא,,לא,,לא,,,,,,,,,,,,,
GT,m01008097-376,כן,"144 א, 144 ב",,"עבירת מעשה פזיזות ורשלנות כהגדרתם בס""ק 338 (5) לחוק העונשין",,,,,,1,,,,,,,,,,לא,כן,,,תקין,לא,"כדורים, 2 מחסניות","בבית, על גופו",לא,,זריקת רימון,לא נגרם נזק,לא,,"['144א', '144ב']",,,,40,"['בבית', 'על גופו']",,['זריקת רימון'],['לא נגרם נזק'],
GT,m04008192-374,לא,144 ב,החזקה נשק,,,,,,,,1,,,,,,,,,,,,,תקין,,ללא,,לא,,לא,לא נגרם נזק,כן,6 חודשים,['144ב'],['החזקת נשק'],,,,,,לא,['לא נגרם נזק'],6 חודשים
GT,m06005127-464,כן,144 א,החזקה נשק,"החזקת נכס חשוד כגנוב, עבירה לפי סעיף 413 לחוק העונשין.",1,,,,,,,,,,,,,,,כן,כן,,,תקין,לא,ללא,ברכב,לא,,לא,לא נגרם נזק,לא,24 חודשים,['144א'],['החזקת נשק'],,,,['ברכב'],,לא,['לא נגרם נזק'],24 חודשים
GT,m07001074-98,כן,144 א,החזקה נשק,,,1,,,,,,,,,,,,,,כן,כן,מצא,,"נשק מפורק, תקול",לא,מחסנית ריקה ובה 0 כדורים + מחסנית ריקה ובה 0 כדורים,"בבית, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק קטן",לא,6 חודשים עבודות שירות,['144א'],['החזקת נשק'],מצא,,,"['בבית', 'מוסלק-מוסתר']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק מועט']",
GT,m08000207-175,כן,144 ב,נשיאת נשק,"והחזקת סם לצריכה עצמית בלבד, עבירה לפי סעיף 7(א) + (ג) סיפא לפקודת הסמים המסוכנים, התשל""ג-1973 ",1,,,,,,,,,,,,,,,לא,כן,מצא,,נשק עם מחסנית בהכנס,לא,"מחסנית ובה 15 כדורים, מחסנית וסה 10 כדורים",ברכב,לא,,לא,לא נגרם נזק,לא,6 חודשים בעבודות שירות,['144ב'],['נשיאת נשק'],מצא,,25,['ברכב'],,לא,['לא נגרם נזק'],6 חודשים בעבודות שירות
GT,sh-10-05-7434-952,כן,144 א,החזקה נשק,,2,,,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,מחסנית,"בבית, מוסלק - מוסתר",לא,,לא,לא נגרם נזק,לא,4 חודשים עבודות שירות,['144א'],['החזקת נשק'],,,20,"['בבית', 'מוסלק-מוסתר']",,לא,['לא נגרם נזק'],
