canonical_id,domain,csv_path,docx_path,csv_source,docx_source,csv_size,docx_size,verdict,sentencing_range_low,sentencing_range_high,sentencing_classification,sentencing_confidence,citations_count,domain_unified,year,sentencing_sentence
תפ_6192-12-13,weapon,csv/תפ_6192-12-13.csv,docx/תפ_6192-12-13.docx,new_try_weapon_copy2,data_master_docx,68900.0,67649.0,תפ_6192-12-13,36.0,54.0,POSITIVE,גבוהה,3.0,weapon,2013.0,
תפ_61962-06-20,drugs,csv/תפ_61962-06-20.csv,docx/תפ_61962-06-20.docx,data_drugs_3k,data_master_docx,27661.0,51997.0,תפ_61962-06-20,8.0,18.0,POSITIVE,גבוהה,6.0,drugs,2020.0,
תפ_61988-06-25,weapon,csv/תפ_61988-06-25.csv,docx/תפ_61988-06-25.docx,tal_data,tal_data,,,תפ_61988-06-25,15.0,36.0,POSITIVE,גבוהה,21.0,weapon,2025.0,
תפ_620-01-17,drugs,csv/תפ_620-01-17.csv,docx/תפ_620-01-17.docx,new_try_drugs_copy,data_master_docx,36955.0,70703.0,תפ_620-01-17,54.0,90.0,POSITIVE,גבוהה,13.0,drugs,2017.0,
תפ_62059-03-14,drugs,csv/תפ_62059-03-14.csv,docx/תפ_62059-03-14.docx,data_drugs_3k,data_master_docx,24958.0,60045.0,תפ_62059-03-14,12.0,48.0,POSITIVE,גבוהה,4.0,drugs,2014.0,
תפ_62062-06-20,weapon,csv/תפ_62062-06-20.csv,docx/תפ_62062-06-20.docx,new_try_weapon,data_master_docx,19100.0,52447.0,תפ_62062-06-20,24.0,48.0,POSITIVE,גבוהה,20.0,weapon,2020.0,
תפ_62070-05-20,drugs,csv/תפ_62070-05-20.csv,docx/תפ_62070-05-20.docx,new_try_unified_drugs,new_try_unified_drugs,57991.0,58443.0,תפ_62070-05-20,14.0,36.0,POSITIVE,גבוהה,51.0,drugs,2020.0,
תפ_62073-03-19,drugs,csv/תפ_62073-03-19.csv,docx/תפ_62073-03-19.docx,data_drugs_3k,new_try_unified_drugs,15544.0,46956.0,תפ_62073-03-19,8.0,20.0,POSITIVE,גבוהה,4.0,drugs,2019.0,
תפ_62092-06-16,drugs,csv/תפ_62092-06-16.csv,docx/תפ_62092-06-16.docx,data_drugs_3k,new_try_unified_drugs,17339.0,52374.0,תפ_62092-06-16,7.0,18.0,POSITIVE,גבוהה,7.0,drugs,2016.0,
תפ_62134-03-19,drugs,csv/תפ_62134-03-19.csv,docx/תפ_62134-03-19.docx,data_drugs_3k,data_master_docx,16907.0,49399.0,תפ_62134-03-19,3.0,12.0,POSITIVE,גבוהה,4.0,drugs,2019.0,
תפ_62155-10-21,drugs,csv/תפ_62155-10-21.csv,docx/תפ_62155-10-21.docx,data_drugs_3k,new_try_unified_drugs,37349.0,57115.0,תפ_62155-10-21,8.0,18.0,POSITIVE,גבוהה,14.0,drugs,2021.0,
תפ_62174-12-12,drugs,csv/תפ_62174-12-12.csv,docx/תפ_62174-12-12.docx,data_unified_drugs,data_master_docx,17799.0,46439.0,תפ_62174-12-12,0.0,8.0,POSITIVE,גבוהה,1.0,drugs,2012.0,
תפ_62175-03-23,weapon,csv/תפ_62175-03-23.csv,docx/תפ_62175-03-23.docx,innovation_task_5k,data_master_docx,19702.0,29133.0,תפ_62175-03-23,25.0,45.0,POSITIVE,גבוהה,4.0,weapon,2023.0,
תפ_62177-11-19,weapon,csv/תפ_62177-11-19.csv,docx/תפ_62177-11-19.docx,data_unified_weapon,data_master_docx,40891.0,67262.0,תפ_62177-11-19,0.0,8.0,POSITIVE,גבוהה,8.0,weapon,2019.0,
תפ_62213-02-25,drugs,csv/תפ_62213-02-25.csv,docx/תפ_62213-02-25.docx,tal_data,tal_data,,,תפ_62213-02-25,1.0,12.0,POSITIVE,גבוהה,9.0,drugs,2025.0,
תפ_62222-12-16,drugs,csv/תפ_62222-12-16.csv,docx/תפ_62222-12-16.docx,data_drugs_3k,data_master_docx,48273.0,58496.0,תפ_62222-12-16,0.0,7.0,POSITIVE,גבוהה,17.0,drugs,2016.0,
תפ_62238-06-20,weapon,csv/תפ_62238-06-20.csv,docx/תפ_62238-06-20.docx,new_try_unified_weapon,new_try_unified_weapon,35656.0,59461.0,תפ_62238-06-20,26.0,56.0,POSITIVE,גבוהה,14.0,weapon,2020.0,
תפ_62242-01-23,drugs,csv/תפ_62242-01-23.csv,docx/תפ_62242-01-23.docx,data_drugs_3k,data_master_docx,20985.0,51132.0,תפ_62242-01-23,9.0,20.0,POSITIVE,גבוהה,4.0,drugs,2023.0,
תפ_62278-03-24,drugs,csv/תפ_62278-03-24.csv,docx/תפ_62278-03-24.docx,data_drugs_3k,data_master_docx,22110.0,51077.0,תפ_62278-03-24,12.0,24.0,POSITIVE,גבוהה,9.0,drugs,2024.0,
תפ_62279-07-22,weapon,csv/תפ_62279-07-22.csv,docx/תפ_62279-07-22.docx,data_5k,data_master_docx,68141.0,53523.0,תפ_62279-07-22,22.0,46.0,POSITIVE,גבוהה,44.0,weapon,2022.0,
תפ_62301-07-22,weapon,csv/תפ_62301-07-22.csv,docx/תפ_62301-07-22.docx,data_master_csv,data_master_docx,26552.0,34779.0,תפ_62301-07-22,48.0,72.0,POSITIVE,גבוהה,11.0,weapon,2022.0,
תפ_62318-07-17,drugs,csv/תפ_62318-07-17.csv,docx/תפ_62318-07-17.docx,new_try_unified_drugs,data_master_docx,55016.0,66250.0,תפ_62318-07-17,12.0,34.0,POSITIVE,גבוהה,17.0,drugs,2017.0,
תפ_62333-01-23,drugs,csv/תפ_62333-01-23.csv,docx/תפ_62333-01-23.docx,data_drugs_3k,data_master_docx,38739.0,57821.0,תפ_62333-01-23,3.0,9.0,POSITIVE,גבוהה,10.0,drugs,2023.0,
תפ_62359-01-20,drugs,csv/תפ_62359-01-20.csv,docx/תפ_62359-01-20.docx,new_try_drugs,data_master_docx,3700.0,61524.0,תפ_62359-01-20,0.0,6.0,POSITIVE,גבוהה,0.0,drugs,2020.0,
תפ_62452-10-20,weapon,csv/תפ_62452-10-20.csv,docx/תפ_62452-10-20.docx,new_try_weapon,data_master_docx,30748.0,53785.0,תפ_62452-10-20,30.0,60.0,POSITIVE,גבוהה,16.0,weapon,2020.0,
תפ_62516-02-25,weapon,csv/תפ_62516-02-25.csv,docx/תפ_62516-02-25.docx,tal_data,tal_data,,,תפ_62516-02-25,20.0,40.0,POSITIVE,גבוהה,11.0,weapon,2025.0,
תפ_62524-12-15,drugs,csv/תפ_62524-12-15.csv,docx/תפ_62524-12-15.docx,data_drugs_3k,data_master_docx,11539.0,47279.0,תפ_62524-12-15,0.0,8.0,POSITIVE,גבוהה,0.0,drugs,2015.0,
תפ_62573-05-18,drugs,csv/תפ_62573-05-18.csv,docx/תפ_62573-05-18.docx,data_drugs_3k,new_try_unified_drugs,46844.0,60656.0,תפ_62573-05-18,1.0,12.0,POSITIVE,גבוהה,17.0,drugs,2018.0,
תפ_62574-03-24,drugs,csv/תפ_62574-03-24.csv,docx/תפ_62574-03-24.docx,tal_data,tal_data,,,תפ_62574-03-24,40.0,80.0,POSITIVE,גבוהה,16.0,drugs,2024.0,
תפ_62580-12-18,drugs,csv/תפ_62580-12-18.csv,docx/תפ_62580-12-18.docx,new_try_unified_drugs,data_master_docx,15927.0,49453.0,תפ_62580-12-18,3.0,9.0,POSITIVE,גבוהה,2.0,drugs,2018.0,
תפ_62597-10-17,weapon,csv/תפ_62597-10-17.csv,docx/תפ_62597-10-17.docx,data_unified_weapon,data_master_docx,11866.0,44851.0,תפ_62597-10-17,6.0,30.0,POSITIVE,גבוהה,13.0,weapon,2017.0,
תפ_62673-03-24,drugs,csv/תפ_62673-03-24.csv,docx/תפ_62673-03-24.docx,data_drugs_3k,data_master_docx,26826.0,51714.0,תפ_62673-03-24,24.0,40.0,POSITIVE,גבוהה,6.0,drugs,2024.0,
תפ_62687-10-18,drugs,csv/תפ_62687-10-18.csv,docx/תפ_62687-10-18.docx,data_drugs_3k,data_master_docx,22223.0,52901.0,תפ_62687-10-18,10.0,24.0,POSITIVE,גבוהה,6.0,drugs,2018.0,
תפ_62688-01-20,drugs,csv/תפ_62688-01-20.csv,docx/תפ_62688-01-20.docx,data_drugs_3k,new_try_unified_drugs,57914.0,68846.0,תפ_62688-01-20,30.0,60.0,POSITIVE,גבוהה,28.0,drugs,2020.0,
תפ_6270-11-19,drugs,csv/תפ_6270-11-19.csv,docx/תפ_6270-11-19.docx,data_drugs_3k,data_master_docx,32409.0,36425.0,תפ_6270-11-19,16.0,32.0,POSITIVE,גבוהה,7.0,drugs,2019.0,
תפ_62710-06-17,drugs,csv/תפ_62710-06-17.csv,docx/תפ_62710-06-17.docx,data_drugs_3k,new_try_unified_drugs,11510.0,47212.0,תפ_62710-06-17,0.0,12.0,POSITIVE,גבוהה,1.0,drugs,2017.0,
תפ_62790-10-13,weapon,csv/תפ_62790-10-13.csv,docx/תפ_62790-10-13.docx,new_try_weapon_copy,data_master_docx,23446.0,53673.0,תפ_62790-10-13,20.0,40.0,POSITIVE,גבוהה,1.0,weapon,2013.0,
תפ_62794-11-21,drugs,csv/תפ_62794-11-21.csv,docx/תפ_62794-11-21.docx,data_drugs_3k,new_try_unified_drugs,16118.0,28949.0,תפ_62794-11-21,12.0,36.0,POSITIVE,גבוהה,7.0,drugs,2021.0,
תפ_62814-04-21,drugs,csv/תפ_62814-04-21.csv,docx/תפ_62814-04-21.docx,data_drugs_3k,new_try_unified_drugs,21400.0,51012.0,תפ_62814-04-21,9.0,24.0,POSITIVE,גבוהה,6.0,drugs,2021.0,
תפ_62866-06-20,drugs,csv/תפ_62866-06-20.csv,docx/תפ_62866-06-20.docx,data_drugs_3k,data_master_docx,44474.0,60746.0,תפ_62866-06-20,14.0,30.0,POSITIVE,גבוהה,37.0,drugs,2020.0,
תפ_62893-04-21,drugs,csv/תפ_62893-04-21.csv,docx/תפ_62893-04-21.docx,data_drugs,new_try_unified_drugs,49486.0,41299.0,תפ_62893-04-21,10.0,24.0,POSITIVE,גבוהה,2.0,drugs,2021.0,
תפ_62896-05-20,drugs,csv/תפ_62896-05-20.csv,docx/תפ_62896-05-20.docx,data_drugs_3k,new_try_unified_drugs,24702.0,50204.0,תפ_62896-05-20,9.0,24.0,POSITIVE,גבוהה,6.0,drugs,2020.0,
תפ_62924-03-22,drugs,csv/תפ_62924-03-22.csv,docx/תפ_62924-03-22.docx,data_drugs_3k,new_try_unified_drugs,25375.0,52540.0,תפ_62924-03-22,2.0,14.0,POSITIVE,גבוהה,2.0,drugs,2022.0,
תפ_62958-09-17,weapon,csv/תפ_62958-09-17.csv,docx/תפ_62958-09-17.docx,new_try_weapon_copy2,new_try_unified_weapon,11899.0,51699.0,תפ_62958-09-17,6.0,12.0,POSITIVE,גבוהה,1.0,weapon,2017.0,
תפ_62958-10-15,weapon,csv/תפ_62958-10-15.csv,docx/תפ_62958-10-15.docx,data_unified_weapon,data_master_docx,15633.0,47596.0,תפ_62958-10-15,12.0,12.0,POSITIVE,גבוהה,2.0,weapon,2015.0,
תפ_62977-07-24,drugs,csv/תפ_62977-07-24.csv,docx/תפ_62977-07-24.docx,tal_data,tal_data,,,תפ_62977-07-24,30.0,50.0,POSITIVE,גבוהה,19.0,drugs,2024.0,
תפ_62983-12-20,drugs,csv/תפ_62983-12-20.csv,docx/תפ_62983-12-20.docx,data_drugs_3k,new_try_unified_drugs,49412.0,63798.0,תפ_62983-12-20,0.0,9.0,POSITIVE,גבוהה,10.0,drugs,2020.0,
תפ_630-02-18,weapon,csv/תפ_630-02-18.csv,docx/תפ_630-02-18.docx,code_lcp_csv_2018,data_master_docx,30527.0,57080.0,תפ_630-02-18,12.0,36.0,POSITIVE,גבוהה,12.0,weapon,2018.0,
תפ_63000-01-18,weapon,csv/תפ_63000-01-18.csv,docx/תפ_63000-01-18.docx,new_try_unified_weapon,data_master_docx,8662.0,26699.0,תפ_63000-01-18,8.0,20.0,POSITIVE,גבוהה,10.0,weapon,2018.0,
תפ_63018-05-18,weapon,csv/תפ_63018-05-18.csv,docx/תפ_63018-05-18.docx,data_unified_weapon,data_master_docx,32879.0,57089.0,תפ_63018-05-18,18.0,36.0,POSITIVE,גבוהה,6.0,weapon,2018.0,
תפ_63018-07-21,drugs,csv/תפ_63018-07-21.csv,docx/תפ_63018-07-21.docx,data_drugs_3k,new_try_unified_drugs,26422.0,53983.0,תפ_63018-07-21,15.0,30.0,POSITIVE,גבוהה,8.0,drugs,2021.0,
תפ_63025-03-15,drugs,csv/תפ_63025-03-15.csv,docx/תפ_63025-03-15.docx,new_try_drugs,new_try_unified_drugs,86806.0,75344.0,תפ_63025-03-15,10.0,30.0,POSITIVE,גבוהה,24.0,drugs,2015.0,
תפ_63029-12-20,drugs,csv/תפ_63029-12-20.csv,docx/תפ_63029-12-20.docx,data_drugs_3k,new_try_unified_drugs,24991.0,51960.0,תפ_63029-12-20,6.0,18.0,POSITIVE,גבוהה,9.0,drugs,2020.0,
תפ_63073-07-22,drugs,csv/תפ_63073-07-22.csv,docx/תפ_63073-07-22.docx,data_drugs_3k,data_master_docx,57765.0,63208.0,תפ_63073-07-22,0.0,8.0,POSITIVE,גבוהה,24.0,drugs,2022.0,
תפ_6308-11-18,drugs,csv/תפ_6308-11-18.csv,docx/תפ_6308-11-18.docx,data_drugs_3k,data_master_docx,32944.0,53313.0,תפ_6308-11-18,0.0,8.0,POSITIVE,גבוהה,10.0,drugs,2018.0,
תפ_63084-07-21,weapon,csv/תפ_63084-07-21.csv,docx/תפ_63084-07-21.docx,data_5k,new_try_unified_weapon,24999.0,37882.0,תפ_63084-07-21,25.0,40.0,POSITIVE,גבוהה,14.0,weapon,2021.0,
תפ_63092-12-13,drugs,csv/תפ_63092-12-13.csv,docx/תפ_63092-12-13.docx,data_drugs_3k,new_try_unified_drugs,10109.0,43410.0,תפ_63092-12-13,0.0,7.0,POSITIVE,גבוהה,2.0,drugs,2013.0,
תפ_63100-02-24,weapon,csv/תפ_63100-02-24.csv,docx/תפ_63100-02-24.docx,data_unified_weapon,data_master_docx,23045.0,53494.0,תפ_63100-02-24,24.0,40.0,POSITIVE,גבוהה,14.0,weapon,2024.0,
תפ_63147-12-16,weapon,csv/תפ_63147-12-16.csv,docx/תפ_63147-12-16.docx,5k_root,new_try_unified_weapon,40423.0,51622.0,תפ_63147-12-16,9.0,36.0,POSITIVE,גבוהה,24.0,weapon,2016.0,
תפ_63155-05-23,weapon,csv/תפ_63155-05-23.csv,docx/תפ_63155-05-23.docx,5k_archive,new_try_unified_weapon,32366.0,57691.0,תפ_63155-05-23,34.0,50.0,POSITIVE,גבוהה,32.0,weapon,2023.0,
תפ_6316-09-20,drugs,csv/תפ_6316-09-20.csv,docx/תפ_6316-09-20.docx,data_drugs_3k,data_master_docx,29619.0,56407.0,תפ_6316-09-20,10.0,20.0,POSITIVE,גבוהה,23.0,drugs,2020.0,
תפ_63172-11-20,drugs,csv/תפ_63172-11-20.csv,docx/תפ_63172-11-20.docx,new_try_drugs,new_try_unified_drugs,77901.0,90952.0,תפ_63172-11-20,9.0,30.0,POSITIVE,גבוהה,15.0,drugs,2020.0,
תפ_63206-07-17,weapon,csv/תפ_63206-07-17.csv,docx/תפ_63206-07-17.docx,data_unified_weapon,new_try_unified_weapon,11908.0,46796.0,תפ_63206-07-17,5.0,20.0,POSITIVE,גבוהה,3.0,weapon,2017.0,
תפ_63213-06-20,drugs,csv/תפ_63213-06-20.csv,docx/תפ_63213-06-20.docx,data_drugs_3k,new_try_unified_drugs,23106.0,51077.0,תפ_63213-06-20,24.0,60.0,POSITIVE,גבוהה,11.0,drugs,2020.0,
תפ_6322-04-16,drugs,csv/תפ_6322-04-16.csv,docx/תפ_6322-04-16.docx,data_drugs_3k,new_try_unified_drugs,29011.0,58938.0,תפ_6322-04-16,18.0,42.0,POSITIVE,גבוהה,10.0,drugs,2016.0,
תפ_63255-11-16,drugs,csv/תפ_63255-11-16.csv,docx/תפ_63255-11-16.docx,data_drugs_3k,new_try_unified_drugs,35295.0,55918.0,תפ_63255-11-16,36.0,72.0,POSITIVE,גבוהה,12.0,drugs,2016.0,
תפ_63287-04-21,drugs,csv/תפ_63287-04-21.csv,docx/תפ_63287-04-21.docx,data_drugs_3k,new_try_unified_drugs,34888.0,53872.0,תפ_63287-04-21,23.0,51.0,POSITIVE,גבוהה,9.0,drugs,2021.0,
תפ_633-05-17,weapon,csv/תפ_633-05-17.csv,docx/תפ_633-05-17.docx,code_lcp_csv_2018,new_try_unified_weapon,30427.0,50466.0,תפ_633-05-17,36.0,72.0,POSITIVE,גבוהה,14.0,weapon,2017.0,
תפ_63303-06-22,weapon,csv/תפ_63303-06-22.csv,docx/תפ_63303-06-22.docx,new_try_weapon_copy,new_try_unified_weapon,13770.0,48275.0,תפ_63303-06-22,15.0,30.0,POSITIVE,גבוהה,22.0,weapon,2022.0,
תפ_63305-08-22,weapon,csv/תפ_63305-08-22.csv,docx/תפ_63305-08-22.docx,data_master_csv,new_try_unified_weapon,70875.0,66161.0,תפ_63305-08-22,34.0,46.0,POSITIVE,גבוהה,48.0,weapon,2022.0,
תפ_63328-04-21,weapon,csv/תפ_63328-04-21.csv,docx/תפ_63328-04-21.docx,new_try_unified_weapon,new_try_unified_weapon,40813.0,60049.0,תפ_63328-04-21,15.0,30.0,POSITIVE,גבוהה,44.0,weapon,2021.0,
תפ_63355-02-23,weapon,csv/תפ_63355-02-23.csv,docx/תפ_63355-02-23.docx,new_try_weapon,data_master_docx,43013.0,62301.0,תפ_63355-02-23,30.0,50.0,POSITIVE,גבוהה,44.0,weapon,2023.0,
תפ_6336-02-15,drugs,csv/תפ_6336-02-15.csv,docx/תפ_6336-02-15.docx,data_drugs_3k,new_try_unified_drugs,34598.0,55722.0,תפ_6336-02-15,24.0,54.0,POSITIVE,גבוהה,8.0,drugs,2015.0,
תפ_63360-04-21,weapon,csv/תפ_63360-04-21.csv,docx/תפ_63360-04-21.docx,data_unified_weapon,new_try_unified_weapon,18592.0,49946.0,תפ_63360-04-21,18.0,45.0,POSITIVE,גבוהה,10.0,weapon,2021.0,
תפ_63404-02-24,drugs,csv/תפ_63404-02-24.csv,docx/תפ_63404-02-24.docx,data_drugs_3k,data_master_docx,40576.0,56850.0,תפ_63404-02-24,18.0,32.0,POSITIVE,גבוהה,13.0,drugs,2024.0,
תפ_63413-01-22,drugs,csv/תפ_63413-01-22.csv,docx/תפ_63413-01-22.docx,data_drugs_3k,new_try_unified_drugs,18072.0,49726.0,תפ_63413-01-22,48.0,84.0,POSITIVE,גבוהה,11.0,drugs,2022.0,
תפ_63434-06-19,drugs,csv/תפ_63434-06-19.csv,docx/תפ_63434-06-19.docx,data_drugs_3k,data_master_docx,16827.0,49268.0,תפ_63434-06-19,1.0,12.0,POSITIVE,גבוהה,2.0,drugs,2019.0,
תפ_63452-06-19,drugs,csv/תפ_63452-06-19.csv,docx/תפ_63452-06-19.docx,data_drugs_3k,new_try_unified_drugs,16415.0,51602.0,תפ_63452-06-19,0.0,12.0,POSITIVE,גבוהה,4.0,drugs,2019.0,
תפ_63470-09-17,weapon,csv/תפ_63470-09-17.csv,docx/תפ_63470-09-17.docx,data_master_csv,data_master_docx,21084.0,33129.0,תפ_63470-09-17,3.0,12.0,POSITIVE,גבוהה,20.0,weapon,2017.0,
תפ_63473-06-19,drugs,csv/תפ_63473-06-19.csv,docx/תפ_63473-06-19.docx,data_drugs_3k,data_master_docx,38433.0,55853.0,תפ_63473-06-19,10.0,20.0,POSITIVE,גבוהה,2.0,drugs,2019.0,
תפ_63489-07-24,weapon,csv/תפ_63489-07-24.csv,docx/תפ_63489-07-24.docx,new_try_weapon_copy2,data_master_docx,23567.0,53439.0,תפ_63489-07-24,50.0,30.0,POSITIVE,גבוהה,24.0,weapon,2024.0,
תפ_63505-01-17,weapon,csv/תפ_63505-01-17.csv,docx/תפ_63505-01-17.docx,new_try_unified_weapon,data_master_docx,24763.0,52219.0,תפ_63505-01-17,6.0,14.0,POSITIVE,גבוהה,52.0,weapon,2017.0,
תפ_63561-01-15,drugs,csv/תפ_63561-01-15.csv,docx/תפ_63561-01-15.docx,data_drugs_3k,new_try_unified_drugs,10918.0,45655.0,תפ_63561-01-15,0.0,8.0,POSITIVE,גבוהה,1.0,drugs,2015.0,
תפ_63565-12-22,drugs,csv/תפ_63565-12-22.csv,docx/תפ_63565-12-22.docx,tal_data,tal_data,,,תפ_63565-12-22,10.0,36.0,POSITIVE,גבוהה,10.0,drugs,2022.0,
תפ_63584-03-18,drugs,csv/תפ_63584-03-18.csv,docx/תפ_63584-03-18.docx,data_drugs_3k,new_try_unified_drugs,46070.0,61187.0,תפ_63584-03-18,0.0,10.0,POSITIVE,גבוהה,21.0,drugs,2018.0,
תפ_63596-02-18,drugs,csv/תפ_63596-02-18.csv,docx/תפ_63596-02-18.docx,data_drugs_3k,data_master_docx,44003.0,58697.0,תפ_63596-02-18,10.0,36.0,POSITIVE,גבוהה,46.0,drugs,2018.0,
תפ_63637-06-17,drugs,csv/תפ_63637-06-17.csv,docx/תפ_63637-06-17.docx,new_try_drugs,new_try_unified_drugs,51162.0,63831.0,תפ_63637-06-17,12.0,28.0,POSITIVE,גבוהה,25.0,drugs,2017.0,
תפ_63642-12-18,weapon,csv/תפ_63642-12-18.csv,docx/תפ_63642-12-18.docx,data_unified_weapon,new_try_unified_weapon,45430.0,58002.0,תפ_63642-12-18,12.0,36.0,POSITIVE,גבוהה,32.0,weapon,2018.0,
תפ_63652-05-24,drugs,csv/תפ_63652-05-24.csv,docx/תפ_63652-05-24.docx,data_drugs_3k,data_master_docx,15552.0,50205.0,תפ_63652-05-24,0.0,12.0,POSITIVE,גבוהה,19.0,drugs,2024.0,
תפ_63672-03-19,drugs,csv/תפ_63672-03-19.csv,docx/תפ_63672-03-19.docx,new_try_unified_drugs,data_master_docx,72504.0,76311.0,תפ_63672-03-19,10.0,24.0,POSITIVE,גבוהה,45.0,drugs,2019.0,
תפ_63681-01-15,drugs,csv/תפ_63681-01-15.csv,docx/תפ_63681-01-15.docx,data_unified_drugs,data_master_docx,24798.0,56324.0,תפ_63681-01-15,0.0,15.0,POSITIVE,גבוהה,7.0,drugs,2015.0,
תפ_63696-02-18,drugs,csv/תפ_63696-02-18.csv,docx/תפ_63696-02-18.docx,new_try_drugs_copy,new_try_unified_drugs,57667.0,68614.0,תפ_63696-02-18,8.0,20.0,POSITIVE,גבוהה,18.0,drugs,2018.0,
תפ_63737-05-24,drugs,csv/תפ_63737-05-24.csv,docx/תפ_63737-05-24.docx,new_try_drugs,new_try_unified_drugs,19953.0,51708.0,תפ_63737-05-24,9.0,26.0,POSITIVE,גבוהה,5.0,drugs,2024.0,
תפ_63755-07-24,weapon,csv/תפ_63755-07-24.csv,docx/תפ_63755-07-24.docx,tal_data,tal_data,,,תפ_63755-07-24,51.0,75.0,POSITIVE,גבוהה,9.0,weapon,2024.0,
תפ_6384-03-24,drugs,csv/תפ_6384-03-24.csv,docx/תפ_6384-03-24.docx,new_try_unified_drugs,data_master_docx,17495.0,28569.0,תפ_6384-03-24,3.0,10.0,POSITIVE,גבוהה,3.0,drugs,2024.0,
תפ_63875-03-23,drugs,csv/תפ_63875-03-23.csv,docx/תפ_63875-03-23.docx,tal_data,tal_data,,,תפ_63875-03-23,9.0,24.0,POSITIVE,גבוהה,21.0,drugs,2023.0,
תפ_63877-05-24,weapon,csv/תפ_63877-05-24.csv,docx/תפ_63877-05-24.docx,tal_data,tal_data,,,תפ_63877-05-24,32.0,48.0,POSITIVE,גבוהה,13.0,weapon,2024.0,
תפ_63934-02-24,drugs,csv/תפ_63934-02-24.csv,docx/תפ_63934-02-24.docx,tal_data,tal_data,,,תפ_63934-02-24,15.0,36.0,POSITIVE,גבוהה,17.0,drugs,2024.0,
תפ_63953-01-24,drugs,csv/תפ_63953-01-24.csv,docx/תפ_63953-01-24.docx,data_drugs_3k,new_try_unified_drugs,25278.0,54565.0,תפ_63953-01-24,12.0,24.0,POSITIVE,גבוהה,26.0,drugs,2024.0,
תפ_63955-03-17,drugs,csv/תפ_63955-03-17.csv,docx/תפ_63955-03-17.docx,data_drugs_3k,data_master_docx,29976.0,61246.0,תפ_63955-03-17,33.0,66.0,POSITIVE,גבוהה,11.0,drugs,2017.0,
תפ_63963-12-12,drugs,csv/תפ_63963-12-12.csv,docx/תפ_63963-12-12.docx,data_unified_drugs,new_try_unified_drugs,8467.0,42805.0,תפ_63963-12-12,12.0,36.0,POSITIVE,גבוהה,2.0,drugs,2012.0,
תפ_6399-03-17,drugs,csv/תפ_6399-03-17.csv,docx/תפ_6399-03-17.docx,data_drugs_3k,new_try_unified_drugs,13327.0,47521.0,תפ_6399-03-17,1.0,12.0,POSITIVE,גבוהה,6.0,drugs,2017.0,
תפ_63997-02-19,drugs,csv/תפ_63997-02-19.csv,docx/תפ_63997-02-19.docx,data_drugs_3k,new_try_unified_drugs,38951.0,61205.0,תפ_63997-02-19,24.0,40.0,POSITIVE,גבוהה,32.0,drugs,2019.0,
תפ_64041-02-19,drugs,csv/תפ_64041-02-19.csv,docx/תפ_64041-02-19.docx,data_drugs_3k,new_try_unified_drugs,30942.0,53615.0,תפ_64041-02-19,0.0,10.0,POSITIVE,גבוהה,13.0,drugs,2019.0,
תפ_64119-05-21,weapon,csv/תפ_64119-05-21.csv,docx/תפ_64119-05-21.docx,new_try_weapon_copy,data_master_docx,22521.0,52893.0,תפ_64119-05-21,20.0,40.0,POSITIVE,גבוהה,30.0,weapon,2021.0,
תפ_64140-11-18,weapon,csv/תפ_64140-11-18.csv,docx/תפ_64140-11-18.docx,data_5k,data_master_docx,22836.0,33500.0,תפ_64140-11-18,10.0,24.0,POSITIVE,גבוהה,4.0,weapon,2018.0,
תפ_64144-09-17,drugs,csv/תפ_64144-09-17.csv,docx/תפ_64144-09-17.docx,new_try_unified_drugs,data_master_docx,47185.0,52482.0,תפ_64144-09-17,6.0,24.0,POSITIVE,גבוהה,22.0,drugs,2017.0,
תפ_6415-10-23,weapon,csv/תפ_6415-10-23.csv,docx/תפ_6415-10-23.docx,new_try_weapon_copy2,new_try_unified_weapon,29631.0,57119.0,תפ_6415-10-23,48.0,72.0,POSITIVE,גבוהה,30.0,weapon,2023.0,
תפ_64206-07-21,drugs,csv/תפ_64206-07-21.csv,docx/תפ_64206-07-21.docx,data_drugs_3k,new_try_unified_drugs,20557.0,51045.0,תפ_64206-07-21,1.0,6.0,POSITIVE,גבוהה,3.0,drugs,2021.0,
תפ_6421-12-11,weapon,csv/תפ_6421-12-11.csv,docx/תפ_6421-12-11.docx,new_try_unified_weapon,new_try_unified_weapon,38413.0,55876.0,תפ_6421-12-11,42.0,120.0,POSITIVE,גבוהה,6.0,weapon,2011.0,
תפ_64232-11-22,drugs,csv/תפ_64232-11-22.csv,docx/תפ_64232-11-22.docx,new_try_drugs_copy,data_master_docx,71395.0,70128.0,תפ_64232-11-22,35.0,65.0,POSITIVE,גבוהה,38.0,drugs,2022.0,
תפ_64303-01-22,weapon,csv/תפ_64303-01-22.csv,docx/תפ_64303-01-22.docx,data_master_csv,new_try_unified_weapon,22535.0,58577.0,תפ_64303-01-22,24.0,50.0,POSITIVE,גבוהה,32.0,weapon,2022.0,
תפ_6431-05-13,drugs,csv/תפ_6431-05-13.csv,docx/תפ_6431-05-13.docx,new_try_drugs,new_try_unified_drugs,73322.0,71654.0,תפ_6431-05-13,0.0,8.0,POSITIVE,גבוהה,51.0,drugs,2013.0,
תפ_64314-11-16,drugs,csv/תפ_64314-11-16.csv,docx/תפ_64314-11-16.docx,data_drugs_3k,data_master_docx,23813.0,51837.0,תפ_64314-11-16,5.0,20.0,POSITIVE,גבוהה,6.0,drugs,2016.0,
