canonical_id,extracted_citation,normalized
תפ_44677-11-15,תפ (רמ') 44677-11-15,תפ_44677-11-15
תפ_4475-11-18,תפ (חי') 4475-11-18,תפ_4475-11-18
תפ_44750-02-12,תפ (עכו) 44750-02-12,תפ_44750-02-12
תפ_44620-01-22,תפ (חי') 44620-01-22,תפ_44620-01-22
תפ_44725-12-14,תפ (י-ם) 44725-12-14,תפ_44725-12-14
תפ_44824-03-10,תפ (י-ם) 44824-03-10,תפ_44824-03-10
תפ_44862-06-20,"תפ (ב""ש) 44862-06-20",תפ_44862-06-20
תפ_44840-06-16,תפ (י-ם) 44840-06-16,תפ_44840-06-16
תפ_449-10-09,תפ (חי') 449-10-09,תפ_449-10-09
תפ_44812-06-13,תפ (מרכז) 44812-06-13,תפ_44812-06-13
תפ_4493-06,"תפ (ב""ש) 4493/06",תפ_4493-06
תפ_44962-08-23,תפ (חי') 44962-08-23,תפ_44962-08-23
תפ_44918-12-14,תפ (י-ם) 44918-12-14,תפ_44918-12-14
תפ_4493-06_2,"תפ (ב""ש) 4493/06",תפ_4493-06
תפ_44169-08-22,תפ (י-ם) 44169-08-22,תפ_44169-08-22
תפ_44826-05-13,"תפ (ב""ש) 44826-05-13",תפ_44826-05-13
תפ_45083-08-21,תפ (י-ם) 45083-08-21,תפ_45083-08-21
תפ_45025-05-22,תפ (חי') 45025-05-22,תפ_45025-05-22
תפ_45098-03-19,תפ (רמ') 45098-03-19,תפ_45098-03-19
תפ_45095-05-15,תפ (חי') 45095-05-15,תפ_45095-05-15
תפ_45098-05-24,תפ (חי') 45098-05-24,תפ_45098-05-24
תפ_45138-08-24,"תפ (ת""א) 45138-08-24",תפ_45138-08-24
תפ_45208-03-13,"תפ (ב""ש) 45208-03-13",תפ_45208-03-13
תפ_45092-04-14,תפ (רמ') 45092-04-14,תפ_45092-04-14
תפ_45215-03-13,תפ (עכו) 45215-03-13,תפ_45215-03-13
תפ_45226-12-22,תפ (חי') 45226-12-22,תפ_45226-12-22
תפ_45228-07-16,תפ (חי') 45228-07-16,תפ_45228-07-16
תפ_4530-05,תפ (נצ') 4530/05,תפ_4530-05
תפ_4518-08-09,תפ (חי') 4518-08-09,תפ_4518-08-09
תפ_45008-08-24,תפ (חי') 45008-08-24,תפ_45008-08-24
תפ_4539-12-13,"תפ (ב""ש) 4539-12-13",תפ_4539-12-13
תפ_4531-05-21,תפ (י-ם) 4531-05-21,תפ_4531-05-21
תפ_45339-12-20,תפ (חי') 45339-12-20,תפ_45339-12-20
תפ_45256-10-10,תפ (י-ם) 45256-10-10,תפ_45256-10-10
תפ_4543-09,תפ (י-ם) 4543-09,תפ_4543-09
תפ_45191-09-14,"תפ (ת""א) 45191-09-14",תפ_45191-09-14
תפ_45424-06-15,תפ (רמ') 45424-06-15,תפ_45424-06-15
תפ_45456-12-21,תפ (מרכז) 45456-12-21,תפ_45456-12-21
תפ_45432-11-15,תפ (חי') 45432-11-15,תפ_45432-11-15
תפ_45417-03-14,תפ (חי') 45417-03-14,תפ_45417-03-14
תפ_455-06-10,תפ (נצ') 455-06-10,תפ_455-06-10
תפ_45550-02-13,תפ (נצ') 45550-02-13,תפ_45550-02-13
תפ_45441-11-15,תפ (חי') 45441-11-15,תפ_45441-11-15
תפ_455-04,תפ (י-ם) 455/04,תפ_455-04
תפ_45561-07-21,תפ (חי') 45561-07-21,תפ_45561-07-21
תפ_45597-05-15,תפ (חי') 45597-05-15,תפ_45597-05-15
תפ_45597-11-14,תפ (חי') 45597-11-14,תפ_45597-11-14
תפ_45599-05-11,"תפ (ת""א) 45599-05-11",תפ_45599-05-11
תפ_45465-11-15,תפ (חי') 45465-11-15,תפ_45465-11-15
תפ_4562-02,תפ (נצ') 4562/02,תפ_4562-02
תפ_45630-07-18,תפ (חי') 45630-07-18,תפ_45630-07-18
תפ_4574-09-10,תפ (חי') 4574-09-10,תפ_4574-09-10
תפ_45095-04-16,תפ (מרכז) 45095-04-16,תפ_45095-04-16
תפ_45638-07-12,"תפ (ב""ש) 45638-07-12",תפ_45638-07-12
תפ_45561-04-17,תפ (מרכז) 45561-04-17,תפ_45561-04-17
תפ_45769-04-24,"תפ (ב""ש) 45769-04-24",תפ_45769-04-24
תפ_45761-05-17,תפ (מרכז) 45761-05-17,תפ_45761-05-17
תפ_45798-02-16,תפ (רמ') 45798-02-16,תפ_45798-02-16
תפ_45971-11-13,תפ (מרכז) 45971-11-13,תפ_45971-11-13
תפ_45449-05-12,תפ (רמ') 45449-05-12,תפ_45449-05-12
תפ_45845-11-12,תפ (רמ') 45845-11-12,תפ_45845-11-12
תפ_46079-07-12,תפ (נצ') 46079-07-12,תפ_46079-07-12
תפ_4596-01-10,תפ (חי') 4596-01-10,תפ_4596-01-10
תפ_45761-05-24,תפ (קריות) 45761-05-24,תפ_45761-05-24
תפ_45994-08-21,"תפ (ב""ש) 45994-08-21",תפ_45994-08-21
תפ_46074-01-24,תפ (חי') 46074-01-24,תפ_46074-01-24
תפ_461-02,תפ (חי') 461/02,תפ_461-02
תפ_46108-06-20,תפ (חי') 46108-06-20,תפ_46108-06-20
תפ_4612-07-22,"תפ (ת""א) 4612-07-22",תפ_4612-07-22
תפ_46168-01-12,"תפ (כ""ס) 46168-01-12",תפ_46168-01-12
תפ_46125-09-17,"תפ (ב""ש) 46125-09-17",תפ_46125-09-17
תפ_46250-11-21,תפ (חי') 46250-11-21,תפ_46250-11-21
תפ_46283-01-12,"תפ (ב""ש) 46283-01-12",תפ_46283-01-12
תפ_45965-07-16,"תפ (ב""ש) 45965-07-16",תפ_45965-07-16
תפ_46375-03-13,תפ (רמ') 46375-03-13,תפ_46375-03-13
תפ_45747-05-17,תפ (חי') 45747-05-17,תפ_45747-05-17
תפ_46495-03-10,"תפ (כ""ס) 46495-03-10",תפ_46495-03-10
תפ_46267-08-23,תפ (י-ם) 46267-08-23,תפ_46267-08-23
תפ_46452-01-12,תפ (מרכז) 46452-01-12,תפ_46452-01-12
תפ_45713-07-17,תפ (חי') 45713-07-17,תפ_45713-07-17
תפ_46379-02-21,תפ (מרכז) 46379-02-21,תפ_46379-02-21
תפ_465-09,תפ (י-ם) 465-09,תפ_465-09
תפ_46526-07-10,"תפ (כ""ס) 46526-07-10",תפ_46526-07-10
תפ_46550-12-16,"תפ (כ""ס) 46550-12-16",תפ_46550-12-16
תפ_4658-05-21,"תפ (ב""ש) 4658-05-21",תפ_4658-05-21
תפ_46183-11-15,תפ (חי') 46183-11-15,תפ_46183-11-15
תפ_46568-04-21,תפ (רמ') 46568-04-21,תפ_46568-04-21
תפ_46248-11-15,תפ (חי') 46248-11-15,תפ_46248-11-15
תפ_466-04,תפ (י-ם) 466/04,תפ_466-04
תפ_4664-01-20,תפ (חי') 4664-01-20,תפ_4664-01-20
תפ_46737-07-22,תפ (חי') 46737-07-22,תפ_46737-07-22
תפ_46546-02-21,"תפ (ת""א) 46546-02-21",תפ_46546-02-21
תפ_46777-06-11,תפ (חי') 46777-06-11,תפ_46777-06-11
תפ_4676-09,תפ (י-ם) 4676-09,תפ_4676-09
תפ_46638-05-22,תפ (י-ם) 46638-05-22,תפ_46638-05-22
תפ_46812-02-11,תפ (חי') 46812-02-11,תפ_46812-02-11
תפ_46882-03-18,תפ (רמ') 46882-03-18,תפ_46882-03-18
תפ_46916-07-22,תפ (חי') 46916-07-22,תפ_46916-07-22
תפ_46833-10-10,תפ (רמ') 46833-10-10,תפ_46833-10-10
תפ_46577-04-15,תפ (י-ם) 46577-04-15,תפ_46577-04-15
תפ_46929-01-22,"תפ (ת""א) 46929-01-22",תפ_46929-01-22
תפ_4676-01-20,תפ (חי') 4676-01-20,תפ_4676-01-20
תפ_46930-03-22,תפ (חי') 46930-03-22,תפ_46930-03-22
תפ_47048-02-20,תפ (חי') 47048-02-20,תפ_47048-02-20
תפ_47016-03-10,תפ (חי') 47016-03-10,תפ_47016-03-10
תפ_47161-08-17,תפ (חי') 47161-08-17,תפ_47161-08-17
תפ_47261-03-16,תפ (רמ') 47261-03-16,תפ_47261-03-16
תפ_4725-08-09,תפ (נצ') 4725-08-09,תפ_4725-08-09
תפ_47147-11-12,תפ (רמ') 47147-11-12,תפ_47147-11-12
תפ_47346-03-19,תפ (רמ') 47346-03-19,תפ_47346-03-19
תפ_47276-02-22,תפ (י-ם) 47276-02-22,תפ_47276-02-22
תפ_4734-12-22,תפ (מרכז) 4734-12-22,תפ_4734-12-22
תפ_47348-11-21,תפ (חי') 47348-11-21,תפ_47348-11-21
תפ_47284-06-18,תפ (מרכז) 47284-06-18,תפ_47284-06-18
תפ_47452-04-24,תפ (חי') 47452-04-24,תפ_47452-04-24
תפ_47493-03-18,תפ (רמ') 47493-03-18,תפ_47493-03-18
תפ_47072-03-10,תפ (חי') 47072-03-10,תפ_47072-03-10
תפ_47072-03-10_2,תפ (חי') 47072-03-10,תפ_47072-03-10
תפ_47445-08-17,"תפ (ב""ש) 47445-08-17",תפ_47445-08-17
תפ_47450-01-23,תפ (מרכז) 47450-01-23,תפ_47450-01-23
תפ_4759-12-23,תפ (י-ם) 4759-12-23,תפ_4759-12-23
תפ_4766-01-19,"תפ (ב""ש) 4766-01-19",תפ_4766-01-19
תפ_47548-07-15,תפ (חי') 47548-07-15,תפ_47548-07-15
תפ_4764-08-22,תפ (י-ם) 4764-08-22,תפ_4764-08-22
תפ_47573-10-10,תפ (חי') 47573-10-10,תפ_47573-10-10
תפ_47667-04-14,תפ (נצ') 47667-04-14,תפ_47667-04-14
תפ_47586-11-16,עפ (מרכז) 3804/10,עפ_3804-10
תפ_47766-07-12,"תפ (פ""ת) 47766-07-12",תפ_47766-07-12
תפ_47763-03-18,תפ (רמ') 47763-03-18,תפ_47763-03-18
תפ_47820-11-15,תפ (רמ') 47820-11-15,תפ_47820-11-15
תפ_47870-03-22,תפ (י-ם) 47870-03-22,תפ_47870-03-22
תפ_478-04,תפ (י-ם) 478/04,תפ_478-04
תפ_47970-01-11,"תפ (ראשל""צ) 47970-01-11",תפ_47970-01-11
תפ_47668-06-16,תפ (מרכז) 47668-06-16,תפ_47668-06-16
תפ_48016-08-11,תפ (רמ') 48016-08-11,תפ_48016-08-11
תפ_48069-09-23,תפ (חי') 48069-09-23,תפ_48069-09-23
תפ_48143-09-17,תפ (חי') 48143-09-17,תפ_48143-09-17
תפ_47917-01-16,תפ (מרכז) 47917-01-16,תפ_47917-01-16
תפ_48198-02-13,"תפ (ת""א) 48198-02-13",תפ_48198-02-13
תפ_483-02,תפ (חי') 483/02,תפ_483-02
תפ_48307-03-10,"תפ (כ""ס) 48307-03-10",תפ_48307-03-10
תפ_47686-01-15,תפ (י-ם) 47686-01-15,תפ_47686-01-15
תפ_48337-03-11,תפ (חי') 48337-03-11,תפ_48337-03-11
תפ_48176-01-22,תפ (מרכז) 48176-01-22,תפ_48176-01-22
תפ_48354-10-23,תפ (י-ם) 48354-10-23,תפ_48354-10-23
תפ_48341-03-11,תפ (י-ם) 48341-03-11,תפ_48341-03-11
תפ_48367-01-19,תפ (רמ') 48367-01-19,תפ_48367-01-19
תפ_48347-12-12,תפ (י-ם) 48347-12-12,תפ_48347-12-12
תפ_48506-10-17,"תפ (ב""ש) 48506-10-17",תפ_48506-10-17
תפ_48488-03-14,"תפ (ת""א) 48488-03-14",תפ_48488-03-14
תפ_4847-11-08,תפ (חי') 4847-11-08,תפ_4847-11-08
תפ_48433-03-10,תפ (חי') 48433-03-10,תפ_48433-03-10
תפ_48057-03-21,תפ (י-ם) 48057-03-21,תפ_48057-03-21
תפ_48539-05-11,תפ (מרכז) 48539-05-11,תפ_48539-05-11
תפ_48597-03-13,"תפ (פ""ת) 48597-03-13",תפ_48597-03-13
תפ_48522-09-23,תפ (י-ם) 48522-09-23,תפ_48522-09-23
תפ_48537-12-23,תפ (חי') 48537-12-23,תפ_48537-12-23
תפ_48435-02-17,תפ (מרכז) 48435-02-17,תפ_48435-02-17
תפ_48759-06-12,"תפ (כ""ס) 48759-06-12",תפ_48759-06-12
תפ_487-06,"תפ (ק""ג) 487/06",תפ_487-06
תפ_48621-05-22,תפ (חי') 48621-05-22,תפ_48621-05-22
תפ_48867-03-20,תפ (י-ם) 48867-03-20,תפ_48867-03-20
תפ_48905-12-20,תפ (י-ם) 48905-12-20,תפ_48905-12-20
תפ_48598-11-20,תפ (חי') 48598-11-20,תפ_48598-11-20
תפ_48978-07-21,"תפ (ב""ש) 48978-07-21",תפ_48978-07-21
תפ_49021-11-21,"תפ (ב""ש) 49021-11-21",תפ_49021-11-21
תפ_48367-11-11,תפ (חי') 48367-11-11,תפ_48367-11-11
תפ_4904-01-09,תפ (חי') 4904-01-09,תפ_4904-01-09
תפ_49112-05-13,תפ (רמ') 49112-05-13,תפ_49112-05-13
תפ_49093-07-15,תפ (רמ') 49093-07-15,תפ_49093-07-15
תפ_49203-01-22,תפ (י-ם) 49203-01-22,תפ_49203-01-22
תפ_4855-08-15,תפ (חד') 4855-08-15,תפ_4855-08-15
תפ_49247-05-10,תפ (מרכז) 49247-05-10,תפ_49247-05-10
תפ_49079-07-16,תפ (י-ם) 49079-07-16,תפ_49079-07-16
תפ_49151-10-20,תפ (י-ם) 49151-10-20,תפ_49151-10-20
תפ_49294-07-20,תפ (מרכז) 49294-07-20,תפ_49294-07-20
תפ_49331-02-16,תפ (י-ם) 49331-02-16,תפ_49331-02-16
תפ_49299-07-11,תפ (חי') 49299-07-11,תפ_49299-07-11
תפ_49344-11-23,תפ (חי') 49344-11-23,תפ_49344-11-23
תפ_49376-08-17,תפ (חי') 49376-08-17,תפ_49376-08-17
תפ_49405-04-24,תפ (חי') 49405-04-24,תפ_49405-04-24
תפ_48772-11-20,תפ (י-ם) 48772-11-20,תפ_48772-11-20
תפ_49525-04-24,"תפ (ב""ש) 49525-04-24",תפ_49525-04-24
תפ_49530-03-15,"תפ (כ""ס) 49530-03-15",תפ_49530-03-15
תפ_49460-02-11,"תפ (כ""ס) 49460-02-11",תפ_49460-02-11
תפ_4934-12-11,"תפ (כ""ס) 4934-12-11",תפ_4934-12-11
תפ_49416-04-18,תפ (מרכז) 49416-04-18,תפ_49416-04-18
תפ_49632-01-18,"תפ (ת""א) 49632-01-18",תפ_49632-01-18
תפ_4795-12-17,תפ (י-ם) 4795-12-17,תפ_4795-12-17
תפ_49591-09-23,תפ (י-ם) 49591-09-23,תפ_49591-09-23
תפ_49544-07-11,תפ (י-ם) 49544-07-11,תפ_49544-07-11
תפ_49640-01-11,תפ (רמ') 49640-01-11,תפ_49640-01-11
תפ_49708-09-11,תפ (נצ') 49708-09-11,תפ_49708-09-11
תפ_49685-01-24,תפ (מרכז) 49685-01-24,תפ_49685-01-24
תפ_49632-02-11,תפ (חי') 49632-02-11,תפ_49632-02-11
תפ_49212-08-19,"תפ (ת""א) 49212-08-19",תפ_49212-08-19
תפ_49632-02-11_2,תפ (חי') 49632-02-11,תפ_49632-02-11
תפ_49958-12-10,תפ (רמ') 49958-12-10,תפ_49958-12-10
תפ_49845-03-24,תפ (מרכז) 49845-03-24,תפ_49845-03-24
תפ_49859-08-16,"תפ (ב""ש) 49859-08-16",תפ_49859-08-16
תפ_49734-12-22,"תפ (ב""ש) 49734-12-22",תפ_49734-12-22
תפ_500-09,"תפ (ב""ש) 500-09",תפ_500-09
תפ_4986-01,תפ (י-ם) 4986/01,תפ_4986-01
תפ_49772-11-16,"תפ (כ""ס) 49772-11-16",תפ_49772-11-16
תפ_49995-09-17,תפ (חי') 49995-09-17,תפ_49995-09-17
תפ_49982-03-13,תפ (י-ם) 49982-03-13,תפ_49982-03-13
תפ_5000-12,תפ (חי') 5000-12,תפ_5000-12
תפ_50031-07-23,"תפ (כ""ס) 50031-07-23",תפ_50031-07-23
תפ_50033-05-11,"תפ (ב""ש) 50033-05-11",תפ_50033-05-11
תפ_5000-00,תפ (חד') 5000/00,תפ_5000-00
תפ_50014-08,"תפ (ת""א) 50014/08",תפ_50014-08
תפ_5006-06,תפ (חי') 5006/06,תפ_5006-06
תפ_50071-08-16,תפ (חי') 50071-08-16,תפ_50071-08-16
תפ_49990-03-13,תפ (י-ם) 49990-03-13,תפ_49990-03-13
תפ_50068-09-23,תפ (חי') 50068-09-23,תפ_50068-09-23
תפ_5007-12,תפ (חי') 5007-12,תפ_5007-12
תפ_5011-06,תפ (חי') 5011/06,תפ_5011-06
תפ_5013-12,תפ (חי') 5013-12,תפ_5013-12
תפ_50121-12-11,תפ (רמ') 50121-12-11,תפ_50121-12-11
תפ_5018-06,תפ (חי') 5018/06,תפ_5018-06
תפ_50145-08-20,תפ (רמ') 50145-08-20,תפ_50145-08-20
תפ_5020-06,"תפ (ראשל""צ) 5020/06",תפ_5020-06
תפ_50207-02-22,"תפ (ב""ש) 50207-02-22",תפ_50207-02-22
תפ_5021-06,"תפ (ב""ש) 5021-06",תפ_5021-06
תפ_5020-06_2,תפ (חי') 5020/06,תפ_5020-06
תפ_50282-06-11,תפ (מרכז) 50282-06-11,תפ_50282-06-11
תפ_5030-06,"תפ (ת""א) 5030/06",תפ_5030-06
תפ_5030-06_2,תפ (חי') 5030/06,תפ_5030-06
תפ_5032-11-21,תפ (י-ם) 5032-11-21,תפ_5032-11-21
תפ_50176-11-12,תפ (רמ') 50176-11-12,תפ_50176-11-12
תפ_50321-03-16,תפ (חי') 50321-03-16,תפ_50321-03-16
תפ_50301-09-22,תפ (י-ם) 50301-09-22,תפ_50301-09-22
תפ_4935-05-14,תפ (נצ') 4935-05-14,תפ_4935-05-14
תפ_5037-10-16,תפ (מרכז) 5037-10-16,תפ_5037-10-16
תפ_50334-03-20,תפ (מרכז) 50334-03-20,תפ_50334-03-20
תפ_5036-06,תפ (חי') 5036/06,תפ_5036-06
תפ_50406-08-15,תפ (י-ם) 50406-08-15,תפ_50406-08-15
תפ_50481-07-19,"תפ (ב""ש) 50481-07-19",תפ_50481-07-19
תפ_50477-12-22,תפ (חי') 50477-12-22,תפ_50477-12-22
תפ_50487-06-22,תפ (י-ם) 50487-06-22,תפ_50487-06-22
תפ_50551-03-18,תפ (י-ם) 50551-03-18,תפ_50551-03-18
תפ_50474-09-22,תפ (י-ם) 50474-09-22,תפ_50474-09-22
תפ_50540-10-15,תפ (רמ') 50540-10-15,תפ_50540-10-15
תפ_50626-09-22,תפ (י-ם) 50626-09-22,תפ_50626-09-22
תפ_50148-01-14,תפ (מרכז) 50148-01-14,תפ_50148-01-14
תפ_50630-11-16,"תפ (ק""ש) 50630-11-16",תפ_50630-11-16
תפ_50556-08-17,"תפ (ב""ש) 50556-08-17",תפ_50556-08-17
תפ_50709-03-23,תפ (חי') 50709-03-23,תפ_50709-03-23
תפ_50810-12-10,"תפ (בי""ש) 50810-12-10",תפ_50810-12-10
תפ_50716-11-19,"תפ (ב""ש) 50716-11-19",תפ_50716-11-19
תפ_50873-05-10,תפ (חד') 50873-05-10,תפ_50873-05-10
תפ_50809-07-17,תפ (חי') 50809-07-17,תפ_50809-07-17
תפ_5085-07-17,תפ (חי') 5085-07-17,תפ_5085-07-17
תפ_50819-09-11,תפ (רמ') 50819-09-11,תפ_50819-09-11
תפ_50747-07-16,תפ (י-ם) 50747-07-16,תפ_50747-07-16
תפ_50951-03-11,תפ (חי') 50951-03-11,תפ_50951-03-11
תפ_5094-05,"תפ (ת""א) 5094/05",תפ_5094-05
תפ_50686-04-24,תפ (חי') 50686-04-24,תפ_50686-04-24
תפ_50986-12-16,"תפ (ב""ש) 50986-12-16",תפ_50986-12-16
תפ_50975-07-19,תפ (רמ') 50975-07-19,תפ_50975-07-19
תפ_50998-03-23,"תפ (ב""ש) 50998-03-23",תפ_50998-03-23
תפ_51088-03-21,תפ (חי') 51088-03-21,תפ_51088-03-21
תפ_50846-09-11,תפ (רמ') 50846-09-11,תפ_50846-09-11
תפ_51094-10-14,תפ (י-ם) 51094-10-14,תפ_51094-10-14
תפ_50330-07-18,תפ (י-ם) 50330-07-18,תפ_50330-07-18
תפ_51170-10-23,תפ (חי') 51170-10-23,תפ_51170-10-23
תפ_51110-09-22,"תפ (ת""א) 51110-09-22",תפ_51110-09-22
תפ_51183-08-20,תפ (חי') 51183-08-20,תפ_51183-08-20
תפ_51186-09-14,תפ (חי') 51186-09-14,תפ_51186-09-14
תפ_51198-07-13,תפ (י-ם) 51198-07-13,תפ_51198-07-13
תפ_51199-04-23,תפ (חי') 51199-04-23,תפ_51199-04-23
תפ_51207-09-12,תפ (חי') 51207-09-12,תפ_51207-09-12
תפ_5120-03,תפ (י-ם) 5120/03,תפ_5120-03
תפ_51209-04-23,תפ (חי') 51209-04-23,תפ_51209-04-23
תפ_50916-06-16,תפ (חי') 50916-06-16,תפ_50916-06-16
תפ_5127-06,"תפ (ראשל""צ) 5127-06",תפ_5127-06
תפ_51251-12-22,"תפ (פ""ת) 51251-12-22",תפ_51251-12-22
תפ_51245-04-19,תפ (רמ') 51245-04-19,תפ_51245-04-19
תפ_51296-08-21,תפ (מרכז) 51296-08-21,תפ_51296-08-21
תפ_5126-07,תפ (י-ם) 5126/07,תפ_5126-07
תפ_51145-02-15,תפ (מרכז) 51145-02-15,תפ_51145-02-15
תפ_51306-12-18,"תפ (ב""ש) 51306-12-18",תפ_51306-12-18
תפ_51038-02-17,תפ (חי') 51038-02-17,תפ_51038-02-17
תפ_51473-05-20,תפ (מרכז) 51473-05-20,תפ_51473-05-20
תפ_5142-04-13,תפ (רמ') 5142-04-13,תפ_5142-04-13
תפ_5149-05,"תפ (ת""א) 5149/05",תפ_5149-05
תפ_51492-06-17,תפ (רמ') 51492-06-17,תפ_51492-06-17
תפ_5151-10-19,תפ (מרכז) 5151-10-19,תפ_5151-10-19
תפ_51523-10-17,תפ (י-ם) 51523-10-17,תפ_51523-10-17
תפ_5159-05-23,"תפ (ת""א) 5159-05-23",תפ_5159-05-23
תפ_51607-08-21,תפ (מרכז) 51607-08-21,תפ_51607-08-21
תפ_51301-10-14,"תפ (ת""א) 51301-10-14",תפ_51301-10-14
תפ_5163-06,תפ (חי') 5163/06,תפ_5163-06
תפ_5160-06,תפ (חי') 5160/06,תפ_5160-06
תפ_5163-06_2,תפ (י-ם) 5163/06,תפ_5163-06
תפ_51663-11-23,תפ (חד') 51663-11-23,תפ_51663-11-23
תפ_51228-09-11,תפ (רמ') 51228-09-11,תפ_51228-09-11
תפ_51686-12-12,תפ (נת') 51686-12-12,תפ_51686-12-12
תפ_5167-06,תפ (חי') 5167-06,תפ_5167-06
תפ_51471-12-21,תפ (י-ם) 51471-12-21,תפ_51471-12-21
תפ_51506-01-22,תפ (י-ם) 51506-01-22,תפ_51506-01-22
תפ_51546-06-11,תפ (חי') 51546-06-11,תפ_51546-06-11
תפ_51654-01-12,תפ (חי') 51654-01-12,תפ_51654-01-12
תפ_51728-01-11,"תפ (כ""ס) 51728-01-11",תפ_51728-01-11
תפ_51803-04-19,תפ (רמ') 51803-04-19,תפ_51803-04-19
תפ_51828-02-14,תפ (חי') 51828-02-14,תפ_51828-02-14
תפ_51654-01-12_2,תפ (חי') 51654-01-12,תפ_51654-01-12
תפ_5186-03-20,"תפ (ב""ש) 5186-03-20",תפ_5186-03-20
תפ_51829-07-11,תפ (חי') 51829-07-11,תפ_51829-07-11
תפ_51916-02-16,תפ (מרכז) 51916-02-16,תפ_51916-02-16
תפ_51912-09-23,"תפ (ת""א) 51912-09-23",תפ_51912-09-23
תפ_51971-12-21,"תפ (ב""ש) 51971-12-21",תפ_51971-12-21
תפ_52009-02-15,תפ (חי') 52009-02-15,תפ_52009-02-15
תפ_5187-07-10,תפ (חי') 5187-07-10,תפ_5187-07-10
תפ_51716-06-17,תפ (י-ם) 51716-06-17,תפ_51716-06-17
תפ_52077-12-20,תפ (י-ם) 52077-12-20,תפ_52077-12-20
תפ_51944-02-16,תפ (חי') 51944-02-16,תפ_51944-02-16
תפ_52085-01-15,תפ (רמ') 52085-01-15,תפ_52085-01-15
תפ_52091-02-20,"תפ (ב""ש) 52091-02-20",תפ_52091-02-20
תפ_52099-10-20,תפ (חי') 52099-10-20,תפ_52099-10-20
תפ_52041-04-24,תפ (חי') 52041-04-24,תפ_52041-04-24
תפ_52101-02-15,תפ (חי') 52101-02-15,תפ_52101-02-15
תפ_5209-06,תפ (חי') 5209/06,תפ_5209-06
תפ_52126-11-23,תפ (חד') 52126-11-23,תפ_52126-11-23
תפ_5214-02-24,תפ (י-ם) 5214-02-24,תפ_5214-02-24
תפ_52000-02-15,תפ (חי') 52000-02-15,תפ_52000-02-15
תפ_52174-12-10,תפ (י-ם) 52174-12-10,תפ_52174-12-10
תפ_5210-06,תפ (חי') 5210/06,תפ_5210-06
תפ_5219-06,תפ (חי') 5219/06,תפ_5219-06
תפ_52188-03-22,תפ (חי') 52188-03-22,תפ_52188-03-22
תפ_5221-11-19,תפ (חי') 5221-11-19,תפ_5221-11-19
תפ_52219-06-17,תפ (י-ם) 52219-06-17,תפ_52219-06-17
תפ_5222-06,תפ (חי') 5222/06,תפ_5222-06
תפ_522-05-17,תפ (חי') 522-05-17,תפ_522-05-17
תפ_52225-03-18,"תפ (ב""ש) 52225-03-18",תפ_52225-03-18
תפ_520-07-17,תפ (חי') 520-07-17,תפ_520-07-17
תפ_52223-10-23,תפ (חי') 52223-10-23,תפ_52223-10-23
תפ_52256-03-20,תפ (מרכז) 52256-03-20,תפ_52256-03-20
תפ_52268-07-10,תפ (מרכז) 52268-07-10,תפ_52268-07-10
תפ_52322-10-23,תפ (חי') 52322-10-23,תפ_52322-10-23
תפ_52254-06-12_2,תפ (נצ') 52254-06-12,תפ_52254-06-12
תפ_5236-06,תפ (חי') 5236/06,תפ_5236-06
תפ_5233-06,תפ (חי') 5233/06,תפ_5233-06
תפ_52337-07-18,"תפ (ב""ש) 52337-07-18",תפ_52337-07-18
תפ_52390-06-19,תפ (י-ם) 52390-06-19,תפ_52390-06-19
תפ_5242-06,"תפ (ת""א) 5242-06",תפ_5242-06
תפ_524-11-23,תפ (י-ם) 524-11-23,תפ_524-11-23
תפ_52416-06-20,תפ (מרכז) 52416-06-20,תפ_52416-06-20
תפ_52455-07-12,תפ (נצ') 52455-07-12,תפ_52455-07-12
תפ_52254-06-12,תפ (נצ') 52254-06-12,תפ_52254-06-12
תפ_52479-01-18,תפ (חי') 52479-01-18,תפ_52479-01-18
תפ_52254-06,תפ (נצ') 52254-06-12,תפ_52254-06-12
תפ_5246-06,תפ (חי') 5246/06,תפ_5246-06
תפ_52515-03-20,תפ (י-ם) 52515-03-20,תפ_52515-03-20
תפ_52497-02-11,"תפ (ת""א) 52497-02-11",תפ_52497-02-11
תפ_52727-07-10,תפ (חי') 52727-07-10,תפ_52727-07-10
תפ_52626-07-15,תפ (חי') 52626-07-15,תפ_52626-07-15
תפ_52557-08-15,"תפ (פ""ת) 52557-08-15",תפ_52557-08-15
תפ_52789-09-22,תפ (י-ם) 52789-09-22,תפ_52789-09-22
תפ_5275-07-21,"תפ (ב""ש) 5275-07-21",תפ_5275-07-21
תפ_52790-03-18,תפ (חי') 52790-03-18,תפ_52790-03-18
תפ_52848-09-22,תפ (י-ם) 52848-09-22,תפ_52848-09-22
תפ_5290-08,"תפ (ראשל""צ) 5290-08",תפ_5290-08
תפ_52898-07-11,"תפ (ב""ש) 52898-07-11",תפ_52898-07-11
תפ_52782-09-22,תפ (י-ם) 52782-09-22,תפ_52782-09-22
תפ_52355-03-22,תפ (חי') 52355-03-22,תפ_52355-03-22
תפ_530-02-13,תפ (מרכז) 530-02-13,תפ_530-02-13
תפ_52978-02-13,תפ (רמ') 52978-02-13,תפ_52978-02-13
תפ_53084-08-15,תפ (חי') 53084-08-15,תפ_53084-08-15
תפ_53063-08-15,תפ (רמ') 53063-08-15,תפ_53063-08-15
