verdict,domain,features_json
עפ_2596-18,weapon,"{""offense_number"": ""סעיף 6, סעיף 144(א) רישא, סעיף 144(א) סיפא"", ""offense_type"": ""ייצור, הכנה והפקה של סם מסוכן; החזקת נשק; עבירות נשק (אבזר או תחמושת)."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: ייצור, הכנה והפקה של סם מסוכן (קנאביס) והחזקת סם מסוכן."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח תופי מסוג וובלי אנד סקוט, מחסניות ותחמושת בקליברים שונים (5.56 מ\""מ, 7.62 מ\""מ, 45 מ\""מ), רובה M-16 (מחסנית ותחמושת)"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""2 מחסניות ובהן 58 כדורים, מחסנית של רובה M-16 ו-17 כדורים, כדור אחד נוסף."", ""storage_method"": ""- \""בבית\""  \n- \""אחר\"" (בתוך קרטון וארגז, לא מוסלק אך לא על גופו)"", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""לא"", ""execution_method"": ""החזקת נשק ותחמושת מוסתרים במקומות שונים ביחידת דיור"", ""location"": ""יחידת דיור במרתף בבית בערערה בנגב"", ""accomplices"": ""כן, אחרים שזהותם אינה ידועה"", ""drug_type"": ""קנאביס"", ""drug_quantity"": ""כ-400 שתילים במשקל כ-85 ק\""ג"", ""cultivation_area"": ""חצר מגודרת פח, מכוסה רשת, סמוכה ליחידת הדיור"", ""means_of_concealment"": ""בתוך קרטון, בתוך ארגז, עטוף בגרב"", ""arrest_circumstances"": ""נתפסו במהלך חיפוש ביחידת הדיור"", ""ownership_of_premises"": ""הבית שייך לאחיו של הנאשם"", ""time_of_offense"": ""עד 3.10.18 (טווח לא מדויק)"", ""communication_means"": ""לא צוין"", ""motive"": ""רווח כלכלי"", ""special_circumstances"": ""הנאשם פעל במסגרת הסדר טיעון""}"
עפ_2880-23,weapon,"{""offense_number"": ""סעיף 29, 144(ב2), 144(ז), 40יג(ב)"", ""offense_type"": ""סחר בסם מסוכן, סחר בנשק, החזקת סם מסוכן שלא לצריכה עצמית."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:\n- סחר בסם מסוכן (נאשם 1)\n- החזקת סם מסוכן שלא לצריכה עצמית (שני הנאשמים)"", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח מוסב מסוג RETAY עם מחסנית של שני כדורים"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית שהכילה שני כדורים"", ""storage_method"": ""- \""מוסלק-מוסתר\""  \n- \""אחר\"" (הנשק הועבר מיד ליד, כולל מסירתו לסוכן)"", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""לא"", ""execution_method"": ""מסירה מיד ליד לסוכן משטרתי"", ""communication_means"": ""שיחות טלפון"", ""arrest_method"": ""רכישה מבוקרת על ידי סוכן משטרתי"", ""offense_time"": ""שעות הערב"", ""money_amount"": ""25,000 ₪ עבור האקדח, 29,500 ₪ עבור הסמים"", ""drug_types_and_quantities"": ""קוקאין 99 גרם (סחר), MDMA 7.6 גרם (החזקה), קוקאין 1.7 גרם (החזקה), קוקאין 1.8 גרם (החזקה)"", ""involvement_of_unknown_person"": ""אדם אחר שזהותו אינה ידועה"", ""special_circumstances"": ""העבירות בוצעו מול סוכן משטרתי בהפעלה משטרתית"", ""offense_dates"": ""24.12.21, 28.12.21, 6.1.22, 8.1.22, 9.1.22"", ""offense_locations"": ""דירת הסוכן, דירות הנאשמים""}"
עפ_2892-13,weapon,"{""offense_number"": ""144(א), 244, 52(ג)"", ""offense_type"": ""החזקת נשק, שיבוש מהלכי משפט"", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק: שיבוש מהלכי משפט."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רובה מסוג M16 מפורק לחלקים"", ""how_obtained"": ""\""אחר\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""14 מחסניות, 2 כדורים בקוטר 9 מ\""מ, 49 כדורים בקוטר 5.56 מ\""מ"", ""storage_method"": ""- \""בבית\""  \n- \""מוסלק-מוסתר\"""", ""planning"": ""לא"", ""purpose"": ""לא ברור"", ""weapon_use"": ""לא"", ""weapon_disassembled"": ""כן"", ""weapon_accessibility_to_children"": ""כן"", ""supervision_level"": ""חוסר השגחה מספקת"", ""weapon_hidden_method"": ""פיזור חלקי הנשק והתחמושת בבית"", ""arrest_duration_of_relative"": ""11 ימים מעצר מלא, מספר חודשים מעצר בית"", ""relative_involved"": ""אחיו הצעיר של הנאשם"", ""disruption_method"": ""מסירת גרסה כוזבת, שידול אח למסור גרסה כוזבת"", ""disruption_severity"": ""רף גבוה מאוד"", ""motive_for_disruption"": ""מניע אישי - להימנע מפגיעה בחתונתו הקרובה"", ""actual_damage"": ""מעצר שווא של האח, נזק לתביעה ולחברה"", ""criminal_record"": ""אין עבר פלילי"", ""defendant_profile"": ""אדם נורמטיבי"", ""fingerprint_evidence"": ""טביעת אצבע של הנאשם על הנשק"", ""weapon_lethality"": ""פוטנציאל קטילה גבוה, ירי אוטומטי"", ""weapon_operability"": ""הפעלה קלה, גם על ידי ילדים"", ""mitigating_circumstances"": ""הנשק היה מפורק, אין עבר פלילי"", ""aggravating_circumstances"": ""נגישות לילדים, שיבוש חמור, נזק בפועל""}"
עפ_2933-19,weapon,"{""offense_number"": ""29, 40א, 40טו, 40א, 40ד(א), 144(א), 144(ב)"", ""offense_type"": ""החזקת נשק, נשיאת נשק והובלת נשק (רימון הלם)."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק:  \n- עבירות איומים  \n- עבירות הפרעה לשוטר  \n- עבירות מעשה פזיזות ורשלנות  \n- עבירות קשירת קשר לפשע  \n- עבירות היזק בחומר נפץ  \n- עבירות הדחה בחקירה  \n- עבירות הסתייעות ברכב לביצוע פשע  \n- עבירות מסירת ידיעות כוזבות על עבירת פשע  \n- עבירות סחר בנשק  \n- עבירות איומים  \n- עבירות הפרעה לשוטר  \n- עבירות קשירת קשר לפשע  \n- עבירות היזק בחומר נפץ  \n- עבירות הדחה בחקירה  \n- עבירות הסתייעות ברכב לביצוע פשע  \n- עבירות מסירת ידיעות כוזבות על עבירת פשע  \n- עבירות סחר בנשק  \n\n(רשימה זו מבוססת על אזכורים בפסק הדין של עבירות נוספות שנידונו בפסיקה שהובאה כהקשר)"", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 1, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""רימון הלם"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""בבית\""\n- \""ברכב\""\n- \""על גופו\"" \n- \""סמוך לבית\"""", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""זריקת רימון""}"
עפ_3164-14,weapon,"{""offense_number"": ""144(א)"", ""offense_type"": ""החזקת נשק, החזקת אביזר נשק"", ""additional_offenses"": ""אין עבירות נוספות מעבר לעבירת החזקת נשק והחזקת אביזר נשק."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 1, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסנית נשק מתאימה לרובה אחת"", ""how_obtained"": ""מצא"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית אחת (לא מצוין מספר כדורים)"", ""storage_method"": ""- \""בבית\""  \n- \""מוסלק-מוסתר\""  \n- \""סמוך לבית\"""", ""planning"": ""כן"", ""purpose"": ""לא ברור"", ""weapon_use"": ""לא"", ""date_of_offense"": ""31.7.16"", ""location_detail"": ""מיכל הדחה בשירותים במתחם ביתו של הנאשם"", ""concealment_method"": ""עטוף בציפה של כרית ומוסלק בתוך מיכל הדחה"", ""weapon_type_detail"": ""תת מקלע מאולתר מסוג קרל גוסטב"", ""apprehension_method"": ""נתפס מוסלק בבית"", ""time_of_day"": ""לא מצוין"", ""communication_means"": ""לא מצוין"", ""motive"": ""לא צוין"", ""special_circumstances"": ""הסלקה מתוחכמת בתוך מיכל הדחה""}"
עפ_32-14,weapon,"{""offense_number"": ""40י(ד), 77, 144(א), 186, 262, 329(א)(1), 333, 335(א)(1), 340א(א)"", ""offense_type"": ""סוגי העבירות: חבלה חמורה בנסיבות מחמירות, החזקת נשק, ירי במקום מגורים, החזקת סכין, אי מניעת פשע."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק. העבירות הן: חבלה חמורה בנסיבות מחמירות, ירי במקום מגורים, החזקת סכין, ואי מניעת פשע (לנאשם 2)."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""נשק חם (סוג לא מפורט), סכין"", ""how_obtained"": ""מאחר שהנאשם \""הלך לביתו וחזר אל המקום כעבור מספר דקות, בעודו נושא כלי נשק (להלן – הנשק), עטוף בניילון\"", אך לא מצוין כיצד השיג את הנשק, התשובה היא: אחר."", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""מוסלק-מוסתר\"" - הנשק היה עטוף בניילון ונמצא במשרדו הסמוך לדירת הנפגע.  \n- \""על גופו\"" - הנאשם נשא את הנשק בעת שחזר למקום."", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""כן-ירי"", ""execution_method"": ""ירי לעבר דירה ממרחק קצר, תקיפה פיזית באמצעות נשק, דקירה בסכין"", ""incident_time"": ""16:00"", ""incident_date"": ""16.11.2020"", ""location"": ""כפר עקב, צפון ירושלים, בניין מגורים"", ""victim_injury_details"": ""פצע בצורת U בראש באורך 12 ס\""מ, חתך בגב באורך 3 ס\""מ שחדר עד הספיינוס פרוסס, חתך בכתף שמאל באורך 5 ס\""מ, חתך במרפק ימין באורך 2 ס\""מ, חתך בטיביה באורך 4 ס\""מ"", ""number_of_shots"": 3, ""distance_of_shooting"": ""כ-7 מטר"", ""number_of_assailants"": 1, ""number_of_victims"": 1, ""accomplice"": ""נאשם 2 - אי מניעת פשע"", ""relationship_between_parties"": ""שכנים, בני דודים"", ""trigger_event"": ""סכסוך על התקנת מעקה במרפסת"", ""means_of_concealment"": ""הנשק היה עטוף בניילון"", ""arrest_date"": ""26.11.2020"", ""apprehension_method"": ""לא פורט"", ""plea_bargain"": ""כן"", ""special_circumstances"": ""העבירה בוצעה בנוכחות בני משפחה משני הצדדים"", ""victim_hospitalization"": ""כן"", ""medical_treatment"": ""אשפוז, שטיפת פצעים, סגירה בסיכות"", ""sentence_for_accomplice"": ""78 יום מאסר בפועל, 21 יום מאסר מותנה לשנתיים""}"
עפ_322-15,drugs,"{""section_6"": ""לא"", ""section_7"": ""לא"", ""section_13"": ""לא"", ""section_14"": ""כן"", ""section_19"": ""לא"", ""other_drug_offense"": ""לא"", ""penal_25_attempt"": ""לא"", ""additional_offenses"": ""סעיף 186(א) חוק העונשין - החזקת סכין שלא כדין"", ""lsd"": null, ""methamphetamine"": null, ""ayahuasca"": null, ""cathinone"": null, ""ketamine"": null, ""hashish"": null, ""methylmethcathinone"": null, ""cannabis_plants"": null, ""cannabis"": null, ""mdma"": ""30.39"", ""cocaine"": null, ""drug_type_quantity_summary"": ""30.39 גרם MDMA"", ""laboratory"": ""לא"", ""role"": ""לא בעל הסמים"", ""sold_to_agent"": ""כן""}"
עפ_3617-13,weapon,"{""offense_number"": ""300(א)"", ""offense_type"": ""רצח"", ""additional_offenses"": ""בעברית:  \nבנוסף לעבירת הרצח (סעיף 300(א) לחוק העונשין), בפסק הדין מוזכרות גם עבירות נשק (סעיף 144 (א), (ב)) ועבירת חבלה בכוונה מחמירה (סעיף 329 (א)(2)) אך אלו נידונו בפסיקה אחרת שהובאה להשוואה, ולא בעבירה של הנאשם בפסק הדין הנוכחי. לפיכך, בפסק הדין הנוכחי אין הרשעה בעבירות נוספות מעבר לעבירת הרצח.  \n\nתשובה: אין עבירות נוספות מעבר לעבירת הרצח."", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מוט ברזל"", ""how_obtained"": ""\""אחר\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""בבית\""  \n- \""מוסלק-מוסתר\"""", ""planning"": ""לא"", ""purpose"": ""סכסוך"", ""weapon_use"": ""אחר - שימוש במוט ברזל להכות את המנוח."", ""execution_method"": ""תקיפה פיזית באמצעות מוט ברזל"", ""crime_time"": ""02:40"", ""crime_location"": ""קרוון מגורי הנאשם"", ""victim_demand"": ""דרישת חומר 'נייס גאי'"", ""trigger_event"": ""סירוב הנאשם לספק חומר ודרישת המנוח"", ""number_of_blows"": ""מספר רב של מכות"", ""body_parts_hit"": ""ראש, חזה, גב, ידיים, כתף"", ""victim_status_at_end"": ""נמצא מתבוסס בדמו"", ""escape_mode"": ""עזיבת המקום רגלית"", ""witness_presence"": ""שכנים שמעו אנחות כאב"", ""emotional_state"": ""אדישות לתוצאה"", ""victim_transport"": ""פינוי באמבולנס לבית החולים"", ""hospital"": ""ברזילי"", ""special_circumstances"": ""אירוע נמשך, חזרה לקרוון ויציאה מספר פעמים"", ""communication_means"": ""איומים מילוליים וצעקות""}"
עפ_370-14,weapon,"{""offense_number"": ""12(1), 12(4), 25, 40ח, 144(ב), 383, 384, 384א(ג), 406(ב), 409, 40יג(א), 40יג(ב)"", ""offense_type"": ""- כניסה לישראל שלא כדין  \n- התפרצות למקום מגורים בכוונה לבצע גניבה  \n- גניבה  \n- גניבת נשק  \n- נשיאת נשק  \n- ניסיון התפרצות למקום מגורים בכוונה לבצע גניבה  \n- ניסיון גניבה  \n- החזקת מכשירי פריצה"", ""additional_offenses"": ""העבירות הנוספות מעבר לעבירת הנשק הן:  \n- כניסה לישראל שלא כדין (סעיפים 12(1), 12(4) לחוק הכניסה לישראל)  \n- התפרצות למקום מגורים בכוונה לבצע גניבה (סעיף 406(ב) לחוק העונשין)  \n- גניבה (סעיפים 383, 384 לחוק העונשין)  \n- ניסיון התפרצות למקום מגורים בכוונה לבצע גניבה (סעיף 406(ב) בצירוף סעיף 25 לחוק העונשין)  \n- ניסיון גניבה (סעיפים 383, 384 בצירוף סעיף 25 לחוק העונשין)  \n- החזקת מכשירי פריצה (סעיף 409 לחוק העונשין)"", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 1, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מברג"", ""how_obtained"": ""גנב"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""בבית\""  \n- \""סמוך לבית\""  \n- \""אחר\"" (הנשק היה ללא מכלול, נגנב מדירה, הוסגר לאחר מעצר)"", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""לא"", ""execution_method"": ""התפרצות לדירות דרך חלון באמצעות מברג ותצפית"", ""accomplices"": ""שניים נוספים ואדם נוסף שזהותו לא ידועה"", ""escape_route"": ""בריחה רגלית לשטח פתוח ואיסוף ברכב"", ""time_of_offense"": ""שעות הערב, 20:30"", ""monetary_amount"": ""600 ₪, 4,000 ₪, 700 יורו, 3,000 ₪, חמישה שטרות דולר"", ""communication_means"": ""לא צוין"", ""arrest_method"": ""מעצר בידי כוח משטרתי לאחר ניסיון בריחה ברכב"", ""motive"": ""רווח כספי"", ""special_circumstances"": ""הנאשם תושב הרשות הפלסטינית ללא היתר כניסה לישראל"", ""division_of_roles"": ""נהג, פורצים, תצפיתן"", ""target_selection"": ""בתי מגורים ביישובים ישראליים"", ""weapon_condition"": ""הנשק היה ללא מכלול אך הנאשמים לא ידעו זאת"", ""surrender_of_weapon"": ""הנשק הוסגר לכוחות הביטחון לאחר מעצר"", ""burglary_tools"": ""מברג"", ""vehicle_used"": ""רכב להסעת הפורצים והימלטות"", ""attempted_burglary"": ""ניסיון התפרצות שלא צלח עקב חשש להיתפס""}"
עפ_3793-18,weapon,"{""offense_number"": ""29, 40ג, 40ט, 152, 275א, 329(א)(2), 338(א)(3), 40יא, 40יב, 40יג, 40יג(ב), 452"", ""offense_type"": ""התפרעות, הפרעה לשוטר בנסיבות מחמירות, חבלה בכוונה מחמירה, היזק בזדון, מעשה פזיזות, השלכת בקבוקי תבערה, ירי זיקוקים, יידוי אבנים, ניסיון לפגוע באדם בנשק מסוכן."", ""additional_offenses"": ""יש עבירות נוספות מעבר לעבירת הנשק, והן:\n- התפרעות (סעיף 152 לחוק העונשין)\n- הפרעה לשוטר בנסיבות מחמירות (סעיף 275א לחוק העונשין)\n- חבלה בכוונה מחמירה (סעיף 329(א)(2) בצירוף סעיף 29 לחוק העונשין)\n- היזק בזדון (סעיף 452 בצירוף סעיף 29 לחוק העונשין)\n- מעשה פזיזות (סעיף 338(א)(3) לחוק העונשין)\n- ניסיון לפגוע באדם בנשק מסוכן (על פי עובדות האישום השני)"", ""pistol"": 0, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 3, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""זיקוקים, אבנים"", ""how_obtained"": ""אחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": null, ""storage_method"": ""- \""אחר\"""", ""planning"": ""כן"", ""purpose"": ""המטרה או סיבת העבירה: \""סכסוך\"""", ""weapon_use"": ""כן-ירי""}"
עפ_3877-16,weapon,"{""offense_number"": ""144(ב)"", ""offense_type"": ""נשיאת נשק"", ""additional_offenses"": ""יש עבירות נוספות: ניסיון להימלט משוטר, פגיעה ברכוש (פגיעה במשאית ובחומת בית)."", ""pistol"": 1, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""אקדח מסוג ברטה 7.65 מ\""מ, טעון במחסנית מלאה בכדורים, דרוך עם כדור בקנה ומוכן לשימוש"", ""how_obtained"": ""מצא"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית מלאה בכדורים, כדור בקנה"", ""storage_method"": ""ברכב"", ""planning"": ""לא"", ""purpose"": ""אחר"", ""weapon_use"": ""לא"", ""execution_method"": ""הובלת נשק ברכב פרטי"", ""location"": ""קלנסווה, סמוך לכיכר"", ""time_of_offense"": ""30.5.20, 01:50"", ""apprehension_method"": ""מעצר לאחר מרדף משטרתי והתנגשות ברכוש"", ""police_activity"": ""פעילות בילוש שגרתית"", ""suspect_statement"": ""הודה מיד במעצר כי יש אקדח ברכב"", ""vehicle_involved"": ""כן"", ""escape_attempt"": ""כן"", ""collision_details"": ""פגיעה במשאית ובחומת בית"", ""weapon_found_location"": ""מושב הנהג ברכב""}"
עפ_4235-14,weapon,"{""offense_number"": ""29, 40א, 40טו, 40 א, 144ב, 275, 334, 335א1, 335א2, 338א1, 413ג, 499א1"", ""offense_type"": ""נשיאה והובלת נשק, שימוש ברכב ללא רשות, פציעה בנסיבות מחמירות, קשירת קשר לביצוע פשע, הפרעה לשוטר במילוי תפקידו, נהיגה פוחזת."", ""additional_offenses"": ""עבירות נוספות מעבר לעבירת הנשק:\n- שימוש ברכב ללא רשות ונטישה במקום אחר (סעיף 413ג + 29)\n- פציעה בנסיבות מחמירות (סעיפים 334 + 335(א)(1) + 335(א)(2) + 29)\n- קשירת קשר לביצוע פשע (סעיף 499(א)(1) + 29)\n- הפרעה לשוטר במילוי תפקידו (סעיף 275 + 29)\n- נהיגה פוחזת (סעיף 338(א)(1))"", ""pistol"": 2, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 0, ""stun_grenade"": 0, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""בקבוק בנזין ומצית"", ""how_obtained"": ""\""מאחר\"""", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית ובה 8 כדורים, מחסנית ובה 14 כדורים"", ""storage_method"": ""- \""ברכב\""  \n- \""על גופו\"" (הנאשמים עוטים כפפות שחורות, חובשים כובעי קסקט שחורים, מה שמעיד על נשיאת הנשק על גופם)  \n- \""מוסלק-מוסתר\"" (הנשק הוחזק ברכב עם לוחיות זיהוי מזויפות, הנאשמים עטו כפפות וכובעים להסתרת זהותם)"", ""planning"": ""כן"", ""purpose"": ""סכסוך"", ""weapon_use"": ""לא"", ""execution_method"": ""הסוואה באמצעות בגדים שחורים, כפפות, מסכות וכובעי קסקט; שימוש ברכב גנוב עם לוחיות זיהוי מזויפות"", ""route"": ""נסיעה ברכב גנוב מחולון לנהריה, עצירה בעכו"", ""offense_time"": ""11/4/23 בשעה 17:58 לערך"", ""license_plate_changes"": [""52901901"", ""883-30-801"", ""824-38-701""], ""communication_means"": ""לא צוין"", ""apprehension_method"": ""מעצר לאחר מרדף משטרתי, ניסיון נגיחה בניידת, כיבוי אורות הרכב להימנעות מזיהוי"", ""motive"": ""פגיעה בקורבן במסגרת סכסוך"", ""special_circumstances"": ""לבישת שכפ\""צים בעת המרדף; תקיפת קורבן בצוותא עם דקירות; בריחה מהירה מזירת העבירה; שיתוף פעולה עם קטין ואחרים שזהותם אינה ידועה"", ""victim_injury"": ""פציעות חבלה בראש, דקירות בכתף ימין, אמת שמאל ועכוז; טיפול רפואי בבית חולים"", ""vehicle_type"": ""יונדאי קונה (עבירת נשק), סקודה (עבירת פציעה)"", ""number_of_offenders"": 5, ""number_of_victims"": 1, ""offense_location"": [""חולון (גניבת רכב)"", ""נהריה (הובלת נשק)"", ""עכו (המתנה ברכב, תקיפת קורבן)""], ""disguise"": ""בגדים שחורים, כפפות שחורות, מסכות, כובעי קסקט"", ""protective_gear"": ""שכפ\""צים"", ""escape_vehicle"": ""סקודה"", ""minor_involvement"": ""קטין ר.ר."", ""duration_of_waiting"": ""7 דקות ברכב בעכו"", ""injury_tool"": ""חפץ חד (סכין או דומה)"", ""offense_hour"": [""11/4/23 17:58 (הובלת נשק)"", ""14/11/22 23:14 (פציעה)""]}"
עפ_4456-21,weapon,"{""offense_number"": ""144(ב2)"", ""offense_type"": ""סחר בנשק"", ""additional_offenses"": ""אין עבירות נוספות מעבר לעבירת סחר בנשק."", ""pistol"": 2, ""submachine_gun"": 0, ""improvised_submachine_gun"": 0, ""molotov"": 0, ""explosive"": 0, ""tear_gas_grenade"": 1, ""stun_grenade"": 2, ""lau_missile"": 0, ""matador_missile"": 0, ""hunting_rifle"": 0, ""sniper_rifle"": 0, ""improvised_explosive"": 0, ""assault_rifle"": 0, ""improvised_assault_rifle"": 0, ""other_weapon"": ""מחסניות תואמות לאקדחים"", ""how_obtained"": ""מאחר"", ""weapon_status"": ""נשק עם כדור בקנה"", ""ammunition_quantity"": ""מחסנית תואמת  \nמחסנית תואמת  \nמחסנית תואמת  \n2 כדורים  \nשני כדורים  \nאין"", ""storage_method"": ""- \""על גופו\""  \n- \""ברכב\""  \n- \""מוסלק-מוסתר\"""", ""planning"": ""כן"", ""purpose"": ""בצע כסף"", ""weapon_use"": ""כן-ירי"", ""number_of_deals"": 3, ""deal_dates"": [""2022-04-04"", ""2022-05-09"", ""2022-08-11""], ""deal_locations"": [""כניסה לא-רם"", ""ברכב הסוכן"", ""ברכב הסוכן""], ""total_money_received"": 61800, ""money_per_deal"": [1400, 22000, 38500], ""communication_means"": [""טלפון"", ""שיחות פנים אל פנים"", ""שליחת תמונות בוואטסאפ או מסרון""], ""method_of_execution"": ""פגישה ותיאום מראש עם סוכן משטרתי, מסירת נשק ברכב, בדיקת תקינות בירי"", ""accomplices"": [""חברו של הנאשם"", ""אחר""], ""undercover_agent"": true, ""time_of_day"": [""לא צוין"", ""לא צוין"", ""לא צוין""], ""motive"": ""רווח כספי"", ""special_circumstances"": ""הנאשם ירה באקדח לבקשת הסוכן לבדוק תקינות"", ""arrest_method"": ""לא צוין"", ""deal_negotiation_duration"": [""כשבוע"", ""מספר ימים"", ""מספר ימים""], ""weapon_photos_sent"": true, ""weapon_tested_by_shooting"": true, ""payment_method"": ""מזומן"", ""deal_sequence"": [{""deal_number"": 1, ""date"": ""2022-04-04"", ""items_sold"": [""2 רימוני הלם"", ""רימון עשן""], ""price"": 1400, ""location"": ""כניסה לא-רם""}, {""deal_number"": 2, ""date"": ""2022-05-09"", ""items_sold"": [""אקדח חצי אוטומטי 9 מ\""מ"", ""מחסנית תואמת""], ""price"": 22000, ""location"": ""ברכב הסוכן""}, {""deal_number"": 3, ""date"": ""2022-08-11"", ""items_sold"": [""אקדח חצי אוטומטי 9 מ\""מ"", ""מחסנית תואמת""], ""price"": 38500, ""location"": ""ברכב הסוכן""}]}"
