verdict_1,verdict_2,domain,similarity_score,source_batch
תפ_13365-08-13,תפ_21679-04-15,drugs,55,extended
תפ_16759-07-17,תפ_16794-04-17,drugs,20,extended
תפ_1969-02-17,תפ_40484-05-16,drugs,15,extended
תפ_44250-12-15,תפ_50497-04-17,drugs,25,extended
תפ_38435-11-17,תפ_52781-10-18,drugs,55,extended
תפ_14734-11-19,תפ_43240-06-17,drugs,40,extended
תפ_46896-11-15,תפ_47714-01-17,drugs,28,extended
תפ_13718-09-16,תפ_47757-02-18,drugs,85,extended
תפ_45055-01-22,תפ_60484-03-22,drugs,25,extended
תפ_21477-06-19,תפ_7629-11-17,drugs,25,extended
תפ_58237-07-21,תפ_7325-10-16,drugs,25,extended
תפ_33040-09-24,תפ_809-09-18,drugs,55,extended
תפ_43632-05-17,תפ_620-01-17,drugs,55,extended
תפ_14284-06-21,תפ_74742-06-20,drugs,15,extended
תפ_42806-07-18,תפ_66889-01-22,drugs,20,extended
תפ_1057-05-15,תפ_37166-02-20,drugs,72,extended
תפ_11191-03-24,תפ_33338-02-20,drugs,75,extended
תפ_21806-01-19,תפ_57253-05-19,drugs,30,extended
תפ_48695-03-20,תפ_53961-10-19,drugs,35,extended
תפ_26620-12-16,תפ_620-01-17,drugs,25,extended
תפ_17715-07-18,תפ_41189-09-15,drugs,35,extended
תפ_21679-04-15,תפ_3001-08-12,drugs,35,extended
תפ_33439-01-21,תפ_38631-06-20,drugs,35,extended
תפ_10603-12-18,תפ_2444-01-21,drugs,30,extended
תפ_2444-01-21,תפ_40055-03-18,drugs,65,extended
תפ_63584-03-18,תפ_9228-05-21,drugs,85,extended
תפ_32243-08-21,תפ_686-05-21,drugs,35,extended
תפ_15709-10-19,תפ_34210-08-18,drugs,45,extended
תפ_21806-01-19,תפ_3526-04-21,drugs,45,extended
תפ_41688-08-17,תפ_9145-10-19,drugs,60,extended
תפ_5778-09-20,תפ_61617-11-16,drugs,45,extended
תפ_37176-11-17,תפ_45117-01-18,drugs,35,extended
תפ_11191-03-24,תפ_15457-09-18,drugs,90,extended
תפ_4460-04-18,תפק_11489-02-23,drugs,68,extended
תפ_24079-11-19,תפ_42653-08-23,drugs,25,extended
תפ_23577-02-19,תפ_32174-07-20,drugs,20,extended
תפ_25594-07-22,תפ_46700-07-22,drugs,65,extended
תפ_31993-05-22,תפ_8900-11-22,drugs,55,extended
תפ_39214-12-15,תפ_49087-01-17,drugs,30,extended
תפ_31271-01-23,תפ_4855-06-21,drugs,35,extended
תפ_16273-02-16,תפ_33338-02-20,drugs,45,extended
תפ_50497-04-17,תפ_67471-06-18,drugs,25,extended
תפ_2330-02-20,תפ_28107-06-20,drugs,35,extended
תפ_12125-10-17,תפ_69004-03-24,drugs,15,extended
תפ_45331-07-14,תפ_50074-12-12,drugs,62,extended
תפ_45117-01-18,תפ_63955-03-17,drugs,55,extended
תפ_17098-06-12,תפ_18510-10-14,drugs,35,extended
תפ_51354-02-17,תפ_70374-11-20,drugs,90,extended
תפ_23774-03-17,תפ_9346-07-12,drugs,65,extended
תפ_36831-09-13,תפ_620-01-17,drugs,38,extended
תפ_50725-10-14,תפ_737-10-13,drugs,55,extended
תפ_10603-12-18,תפ_47941-06-15,drugs,30,extended
תפ_22080-10-16,תפ_45117-01-18,drugs,40,extended
תפ_26792-04-16,תפ_7786-05-16,drugs,15,extended
תפ_17701-07-21,תפ_54340-08-19,drugs,60,extended
תפ_35481-05-14,תפ_37567-12-14,drugs,45,extended
תפ_21557-06-16,תפ_40650-03-22,drugs,55,extended
תפ_17667-07-19,תפ_4760-10-18,drugs,85,extended
תפ_31812-10-22,תפ_65828-06-20,drugs,55,extended
תפ_318-01-21,תפ_39201-05-18,drugs,25,extended
תפ_17701-07-21,תפ_1788-06-17,drugs,35,extended
תפ_22293-02-13,תפ_25529-12-12,drugs,90,extended
תפ_26801-07-13,תפ_809-09-18,drugs,45,extended
תפ_42225-09-17,תפ_57253-05-19,drugs,25,extended
תפ_10853-08-16,תפ_4867-04-18,drugs,62,extended
תפ_32546-04-16,תפ_49269-08-21,drugs,35,extended
תפ_51017-08-24,תפ_5188-10-21,drugs,62,extended
תפ_12699-05-15,תפ_46018-03-14,drugs,45,extended
תפ_2047-08-15,תפ_46018-03-14,drugs,75,extended
תפ_30013-04-21,תפ_30913-02-21,drugs,18,extended
תפ_33848-05-14,תפ_34053-04-18,drugs,72,extended
תפ_11191-03-24,תפ_16387-08-16,drugs,18,extended
תפ_10603-12-18,תפ_43084-09-20,drugs,75,extended
תפ_1197-11-21,תפ_49401-08-15,drugs,25,extended
תפ_57910-06-24,תפ_69612-01-23,drugs,30,extended
תפ_38201-09-22,תפ_44174-05-21,drugs,55,extended
תפ_18163-03-15,תפ_37166-02-20,drugs,10,extended
תפ_15972-03-24,תפ_20931-12-20,drugs,30,extended
תפ_16406-07-22,תפ_57253-05-19,drugs,65,extended
תפ_22715-06-17,תפ_34353-03-17,drugs,25,extended
תפ_14611-12-21,תפ_2200-02-18,drugs,20,extended
תפ_37166-02-20,תפ_864-02-17,drugs,40,extended
תפ_802-12-22,תפ_8633-04-15,drugs,55,extended
תפ_41946-07-16,תפ_8066-09-21,drugs,55,extended
תפ_16406-07-22,תפ_67471-06-18,drugs,18,extended
תפ_44882-08-13,תפ_56179-02-18,drugs,55,extended
תפ_64418-09-16,תפ_65068-11-22,drugs,55,extended
תפ_41280-09-16,תפ_63955-03-17,drugs,38,extended
תפ_67359-02-24,תפ_7086-04-23,drugs,35,extended
תפ_28234-05-21,תפ_57334-05-13,drugs,30,extended
תפ_21086-11-21,תפ_58591-08-18,drugs,35,extended
תפ_30039-04-20,תפ_39513-02-21,drugs,65,extended
תפ_39201-05-18,תפ_49875-05-23,drugs,55,extended
תפ_11220-12-18,תפ_26079-01-20,drugs,10,extended
תפ_41876-08-23,תפ_46894-03-19,drugs,35,extended
תפ_32546-04-16,תפ_43665-08-21,drugs,35,extended
תפ_16794-04-17,תפ_6918-02-19,drugs,20,extended
תפ_50497-04-17,תפ_65636-05-18,drugs,30,extended
תפ_56285-05-24,תפ_76171-01-23,drugs,35,extended
תפ_12834-03-18,תפ_9532-10-18,drugs,30,extended
תפ_23062-12-21,תפ_42808-01-24,drugs,45,extended
תפ_10003-05-16,תפ_54487-02-16,drugs,35,extended
תפ_43515-03-16,תפ_49932-08-21,drugs,30,extended
תפ_66437-07-20,תפ_70627-11-17,drugs,90,extended
תפ_33040-09-24,תפ_49510-11-23,drugs,55,extended
תפ_31892-08-21,תפ_67471-06-18,drugs,15,extended
תפ_49087-01-17,תפ_7027-07-19,drugs,72,extended
תפ_22537-01-18,תפ_46786-04-18,drugs,20,extended
תפ_24243-07-20,תפ_48695-03-20,drugs,45,extended
תפ_22140-04-18,תפ_33848-05-14,drugs,35,extended
תפ_59087-01-18,תפ_8468-10-15,drugs,25,extended
תפ_21557-06-16,תפ_30494-12-11,drugs,35,extended
תפ_27295-12-17,תפ_32494-01-21,drugs,22,extended
תפ_15997-02-20,תפ_21477-06-19,drugs,85,extended
תפ_13781-01-24,תפ_30964-11-18,drugs,75,extended
תפ_38531-11-18,תפ_76834-01-19,drugs,30,extended
תפ_49269-08-21,תפ_61820-08-21,drugs,85,extended
תפ_26868-10-20,תפ_57253-05-19,drugs,40,extended
תפ_6431-05-13,תפ_809-09-18,drugs,85,extended
תפ_30494-12-11,תפ_60444-08-19,drugs,55,extended
תפ_44336-03-19,תפ_44666-10-18,drugs,30,extended
תפ_1187-04-22,תפ_41870-05-22,drugs,20,extended
תפ_18163-03-15,תפח_63185-07-21,drugs,38,extended
תפ_43665-08-21,תפ_47378-06-15,drugs,62,extended
תפ_58282-05-20,תפ_61248-02-24,drugs,25,extended
תפ_39201-05-18,תפ_42162-12-21,drugs,40,extended
תפ_31925-05-20,תפ_4435-07-19,drugs,20,extended
תפ_10494-12-20,תפ_39690-02-21,drugs,85,extended
תפ_3024-03-24,תפ_56285-05-24,drugs,20,extended
תפ_44477-08-20,תפ_8988-11-22,drugs,75,extended
תפ_15091-06-21,תפ_48695-03-20,drugs,35,extended
תפ_11217-09-21,תפ_27295-12-17,drugs,45,extended
תפ_65884-10-13,תפ_8306-11-23,drugs,75,extended
תפ_15457-09-18,תפ_17543-02-13,drugs,65,extended
תפ_21459-04-15,תפ_63596-02-18,drugs,35,extended
תפ_13289-03-15,תפ_37634-03-15,drugs,35,extended
תפ_24079-11-19,תפק_70755-06-20,drugs,40,extended
תפ_13781-01-24,תפ_26928-08-19,drugs,65,extended
תפ_12748-07-20,תפ_24079-11-19,drugs,45,extended
תפ_13583-12-21,תפ_15868-04-16,drugs,65,extended
תפ_19932-03-17,תפ_47396-07-19,drugs,45,extended
תפ_26985-11-21,תפ_58928-03-15,drugs,65,extended
תפ_14236-12-21,תפ_50074-12-12,drugs,30,extended
תפ_33888-10-14,תפ_58591-08-18,drugs,35,extended
תפ_39424-11-22,תפ_50979-06-22,drugs,38,extended
תפ_39491-09-17,תפ_52725-01-21,drugs,35,extended
תפ_47640-06-18,תפ_49932-08-21,drugs,18,extended
תפ_39829-08-21,תפ_9804-01-24,drugs,35,extended
תפ_44336-03-19,תפ_70531-11-19,drugs,35,extended
תפ_43397-02-15,תפ_52781-10-18,drugs,90,extended
תפ_13432-04-12,תפ_15172-01-16,drugs,30,extended
תפ_43665-08-21,תפ_61820-08-21,drugs,35,extended
תפ_15868-04-16,תפ_66889-01-22,drugs,65,extended
תפ_1062-08-22,תפ_27512-06-23,drugs,85,extended
תפ_51036-08-15,תפ_65573-01-18,drugs,35,extended
תפ_1054-08-21,תפ_42225-09-17,drugs,65,extended
תפ_4855-06-21,תפ_48695-03-20,drugs,85,extended
תפ_1484-03-24,תפ_23190-04-21,drugs,45,extended
תפ_28270-11-15,תפ_40908-02-21,drugs,30,extended
תפ_3750-08-20,תפ_44477-08-20,drugs,68,extended
תפ_28087-12-15,תפ_6399-03-17,drugs,70,extended
תפ_33475-10-17,תפ_65386-09-19,drugs,25,extended
תפ_19005-11-20,תפ_42808-01-24,drugs,38,extended
תפ_15091-06-21,תפ_54732-03-18,drugs,40,extended
תפ_45195-11-20,תפ_64232-11-22,drugs,45,extended
תפ_13194-11-18,תפ_32841-01-17,drugs,68,extended
תפ_2200-02-18,תפ_44250-12-15,drugs,20,extended
תפ_59939-11-17,תפ_70627-11-17,drugs,40,extended
תפ_41339-06-20,תפ_4435-07-19,drugs,15,extended
תפ_27475-05-21,תפ_44174-05-21,drugs,35,extended
תפ_37953-02-16,תפ_5119-09-13,drugs,68,extended
תפ_36831-09-13,תפ_50725-10-14,drugs,20,extended
תפ_18479-10-21,תפ_3750-08-20,drugs,35,extended
תפ_38069-12-20,תפ_61820-08-21,drugs,65,extended
תפ_45156-04-15,תפ_76300-05-23,drugs,35,extended
תפ_27373-07-20,תפ_7086-04-23,drugs,25,extended
תפ_29216-07-16,תפ_7325-10-16,drugs,25,extended
תפ_20330-11-23,תפ_34210-08-18,drugs,35,extended
תפ_32305-12-23,תפ_73906-12-20,drugs,35,extended
תפ_12834-03-18,תפ_20872-02-14,drugs,38,extended
תפ_38311-03-20,תפ_58617-01-20,drugs,25,extended
תפ_26494-03-13,תפ_39491-09-17,drugs,35,extended
תפ_22679-09-16,תפ_52725-01-21,drugs,65,extended
תפ_34925-03-14,תפ_36709-11-15,drugs,35,extended
תפ_30039-04-20,תפ_43383-07-21,drugs,45,extended
תפ_27683-01-21,תפ_61370-10-20,drugs,75,extended
תפ_34866-09-22,תפ_8917-06-22,drugs,10,extended
תפ_17701-07-21,תפ_3001-08-12,drugs,58,extended
תפ_26801-07-13,תפ_38450-09-20,drugs,35,extended
תפ_38435-11-17,תפ_42225-09-17,drugs,28,extended
תפ_30494-12-11,תפ_8483-03-16,drugs,35,extended
תפ_40484-05-16,תפ_8483-03-16,drugs,15,extended
תפ_21530-01-20,תפ_63997-02-19,drugs,20,extended
תפ_33947-10-15,תפ_62070-05-20,drugs,35,extended
תפ_17415-10-21,תפ_9346-07-12,drugs,25,extended
תפ_45199-01-22,תפ_9109-02-16,drugs,65,extended
תפ_47714-01-17,תפ_65884-10-13,drugs,55,extended
תפ_60295-03-22,תפ_67646-05-24,drugs,35,extended
תפ_2200-02-18,תפ_49932-08-21,drugs,28,extended
תפ_38069-12-20,תפ_58723-03-16,drugs,60,extended
תפ_18216-09-16,תפ_38910-11-23,drugs,55,extended
תפ_20513-06-20,תפ_45195-11-20,drugs,35,extended
תפ_42790-07-18,תפ_50860-02-20,drugs,65,extended
תפ_21127-08-21,תפ_61820-08-21,drugs,65,extended
תפ_31909-10-15,תפ_6431-05-13,drugs,35,extended
תפ_16379-07-21,תפ_62866-06-20,drugs,35,extended
תפ_44666-10-18,תפ_7325-10-16,drugs,55,extended
תפ_39299-11-18,תפ_51006-11-21,drugs,20,extended
תפ_25307-08-16,תפ_25852-02-20,drugs,15,extended
תפ_26019-02-18,תפ_809-09-18,drugs,25,extended
תפ_32722-12-19,תפ_61430-01-19,drugs,65,extended
תפ_1436-03-22,תפ_60028-09-23,drugs,45,extended
תפ_17415-10-21,תפ_3001-08-12,drugs,45,extended
תפ_34358-07-11,תפ_50689-04-13,drugs,30,extended
תפ_16015-05-21,תפ_42253-12-23,drugs,55,extended
תפ_13774-03-21,תפ_23062-12-21,drugs,35,extended
תפ_28420-12-14,תפ_29550-06-13,drugs,55,extended
תפ_29892-08-17,תפ_8330-12-21,drugs,48,extended
תפ_26943-07-17,תפ_34974-01-12,drugs,20,extended
תפ_10603-12-18,תפ_29005-11-20,drugs,35,extended
תפ_25269-01-20,תפ_53375-03-18,drugs,10,extended
תפ_14474-03-20,תפ_49845-08-20,drugs,65,extended
תפ_1484-03-24,תפ_31746-10-22,drugs,25,extended
תפ_40908-02-21,תפ_54141-03-22,drugs,25,extended
תפ_20161-12-21,תפ_6988-08-22,drugs,15,extended
תפ_15972-03-24,תפ_42956-04-22,drugs,75,extended
תפ_11446-09-21,תפ_59274-02-22,drugs,75,extended
תפ_19505-01-18,תפ_28473-08-23,drugs,35,extended
תפ_18163-03-15,תפ_28371-03-17,drugs,25,extended
תפ_1788-06-17,תפ_53298-06-20,drugs,35,extended
תפ_34787-05-20,תפ_36801-10-22,drugs,68,extended
תפ_33658-01-18,תפ_44666-10-18,drugs,15,extended
תפ_2444-01-21,תפ_44336-03-19,drugs,55,extended
תפ_13598-05-23,תפ_39312-12-15,drugs,55,extended
תפ_63672-03-19,תפ_70627-11-17,drugs,90,extended
תפ_32243-08-21,תפ_35998-11-21,drugs,25,extended
תפ_31271-01-23,תפ_32494-01-21,drugs,35,extended
תפ_53298-06-20,תפק_11489-02-23,drugs,20,extended
תפ_42333-07-15,תפ_864-02-17,drugs,20,extended
תפ_40238-09-19,תפ_57084-03-22,drugs,40,extended
תפ_13749-03-17,תפ_21459-04-15,drugs,35,extended
תפ_21991-04-20,תפ_32243-08-21,drugs,25,extended
תפ_52882-04-15,תפ_62070-05-20,drugs,30,extended
תפ_15812-03-15,תפ_57043-06-16,drugs,55,extended
תפ_13781-01-24,תפ_39297-02-18,drugs,20,extended
תפ_41783-12-17,תפ_43397-02-15,drugs,45,extended
תפ_13583-12-21,תפ_16406-07-22,drugs,35,extended
תפ_16406-07-22,תפ_5341-07-19,drugs,75,extended
תפ_45446-11-15,תפ_58505-11-19,drugs,45,extended
תפ_17153-07-18,תפ_73261-01-23,drugs,35,extended
תפ_22609-10-16,תפ_52504-10-20,drugs,15,extended
תפ_4001-11-12,תפ_44601-05-14,drugs,55,extended
תפ_28107-06-20,תפ_53219-03-14,drugs,45,extended
תפ_15787-01-17,תפ_34053-04-18,drugs,55,extended
תפ_11969-01-18,תפ_45117-01-18,drugs,28,extended
תפ_54340-08-19,תפק_11489-02-23,drugs,20,extended
תפ_22080-10-16,תפ_33888-10-14,drugs,25,extended
תפ_26856-05-16,תפ_49087-01-17,drugs,62,extended
תפ_13690-04-17,תפ_63255-11-16,drugs,65,extended
תפ_19410-07-20,תפ_53961-10-19,drugs,35,extended
תפ_12699-05-15,תפ_23142-09-14,drugs,90,extended
תפ_3526-04-21,תפ_44666-10-18,drugs,45,extended
תפ_51017-08-24,תפ_9296-07-22,drugs,38,extended
תפ_15457-09-18,תפ_3908-11-14,drugs,15,extended
תפ_2047-08-15,תפ_71059-03-19,drugs,30,extended
תפ_22537-01-18,תפ_37958-02-19,drugs,25,extended
תפ_39513-02-21,תפ_686-05-21,drugs,20,extended
תפ_19981-06-16,תפ_53298-06-20,drugs,25,extended
תפ_34117-10-18,תפ_58812-10-17,drugs,30,extended
תפ_28473-08-23,תפק_58050-02-20,drugs,65,extended
תפ_44540-10-20,תפ_809-09-18,drugs,35,extended
תפ_2444-01-21,תפ_47168-03-18,drugs,65,extended
תפ_1491-03-23,תפ_54340-08-19,drugs,45,extended
תפ_25537-07-24,תפ_51006-11-21,drugs,25,extended
תפ_50680-03-22,תפ_55324-11-21,drugs,25,extended
תפ_42808-01-24,תפ_73261-01-23,drugs,35,extended
תפ_11017-08-14,תפ_39299-11-18,drugs,25,extended
תפ_5188-10-21,תפ_6970-05-22,drugs,35,extended
תפ_42431-08-23,תפ_9457-04-23,drugs,90,extended
תפ_13583-12-21,תפ_8127-05-22,drugs,65,extended
תפ_6431-05-13,תפח_27442-01-18,drugs,65,extended
תפ_52725-01-21,תפ_66889-01-22,drugs,85,extended
תפ_37953-02-16,תפ_4878-05-23,drugs,45,extended
תפ_38910-11-23,תפ_63681-01-15,drugs,18,extended
תפ_63255-11-16,תפ_70531-11-19,drugs,35,extended
תפ_1064-10-21,תפ_53298-06-20,drugs,35,extended
תפ_21536-06-20,תפ_4435-07-19,drugs,10,extended
תפ_35274-02-19,תפ_60295-03-22,drugs,28,extended
תפ_1064-10-21,תפ_1136-11-21,drugs,35,extended
תפ_21679-04-15,תפ_9380-03-21,drugs,80,extended
תפ_22080-10-16,תפ_42761-01-18,drugs,15,extended
תפ_26801-07-13,תפ_38312-03-10,drugs,35,extended
תפ_1387-01-22,תפ_28565-05-24,drugs,35,extended
תפ_1491-03-23,תפ_57599-11-15,drugs,85,extended
תפ_54460-03-21,תפ_64232-11-22,drugs,85,extended
תפ_29520-01-21,תפ_53298-06-20,drugs,35,extended
תפ_10580-03-16,תפ_13781-01-24,drugs,65,extended
תפ_1136-11-21,תפ_11739-03-21,drugs,15,extended
תפ_27865-11-17,תפ_61235-05-13,drugs,75,extended
תפ_21873-05-14,תפ_62092-06-16,drugs,25,extended
תפ_18218-11-19,תפ_33338-02-20,drugs,25,extended
תפ_26004-12-23,תפ_33898-01-22,drugs,35,extended
תפ_18216-09-16,תפ_3908-11-14,drugs,35,extended
תפ_11217-09-21,תפ_30913-02-21,drugs,45,extended
תפ_42790-07-18,תפ_70627-11-17,drugs,35,extended
תפ_12111-12-12,תפ_41828-05-15,drugs,55,extended
תפ_10603-12-18,תפח_24510-09-15,drugs,82,extended
תפ_13583-12-21,תפ_13749-03-17,drugs,38,extended
תפ_18218-11-19,תפ_20931-12-20,drugs,35,extended
תפ_19988-08-19,תפ_29899-12-18,drugs,38,extended
תפ_16794-04-17,תפ_21712-09-15,drugs,55,extended
תפ_22679-09-16,תפ_67527-03-18,drugs,35,extended
תפ_46701-08-22,תפ_880-02-22,drugs,62,extended
תפ_45102-06-19,תפ_60454-06-16,drugs,35,extended
תפ_15747-08-22,תפ_17667-07-19,drugs,55,extended
תפ_48152-02-20,תפ_50497-04-17,drugs,70,extended
תפ_10902-08-22,תפ_63029-12-20,drugs,25,extended
תפ_21086-11-21,תפ_44666-10-18,drugs,45,extended
תפ_3818-01-24,תפ_58944-08-21,drugs,80,extended
תפ_34823-01-23,תפ_42704-01-20,drugs,38,extended
תפ_43397-02-15,תפ_8127-05-22,drugs,45,extended
תפ_45156-04-15,תפ_9270-02-21,drugs,20,extended
תפ_30094-09-19,תפ_45232-07-18,drugs,30,extended
תפ_13749-03-17,תפ_19932-03-17,drugs,35,extended
תפ_30637-02-21,תפ_4621-02-23,drugs,20,extended
תפ_3526-04-21,תפ_65068-11-22,drugs,25,extended
תפ_13748-03-15,תפ_35639-06-16,drugs,78,extended
תפ_37255-05-14,תפ_57884-02-15,drugs,65,extended
תפ_34752-02-21,תפ_47284-03-19,drugs,70,extended
תפ_16097-08-21,תפ_36801-10-22,drugs,62,extended
תפ_21127-08-21,תפ_5778-09-20,drugs,85,extended
תפ_50725-10-14,תפ_9160-02-15,drugs,18,extended
תפ_24079-11-19,תפ_56285-05-24,drugs,15,extended
תפ_29892-08-17,תפ_7027-07-19,drugs,25,extended
תפ_50860-02-20,תפ_57084-03-22,drugs,25,extended
תפ_15709-10-19,תפ_36775-09-19,drugs,35,extended
תפ_16406-07-22,תפ_42779-07-18,drugs,35,extended
תפ_16015-05-21,תפ_6678-12-20,drugs,25,extended
תפ_13690-04-17,תפ_51354-02-17,drugs,20,extended
תפ_12495-01-15,תפ_48152-02-20,drugs,35,extended
תפ_33842-02-14,תפ_3507-03-14,drugs,35,extended
תפ_25530-06-20,תפ_42779-07-18,drugs,45,extended
תפ_37764-03-21,תפ_42808-01-24,drugs,15,extended
תפ_35116-09-24,תפ_46090-03-14,drugs,45,extended
תפ_10603-12-18,תפ_31007-07-16,drugs,85,extended
תפ_40892-01-24,תפ_9457-04-23,drugs,55,extended
תפ_14236-12-21,תפ_6431-05-13,drugs,35,extended
תפ_38176-10-14,תפ_47879-06-13,drugs,10,extended
תפ_51006-11-21,תפ_57939-01-21,drugs,55,extended
תפ_63596-02-18,תפ_70374-11-20,drugs,60,extended
תפ_26685-11-18,תפ_47301-07-16,drugs,75,extended
תפ_54487-02-16,תפ_63681-01-15,drugs,45,extended
תפ_31909-10-15,תפ_45331-07-14,drugs,45,extended
תפ_46700-07-22,תפ_6944-03-22,drugs,55,extended
תפ_21086-11-21,תפ_52504-10-20,drugs,25,extended
תפ_13549-10-21,תפ_19988-08-19,drugs,35,extended
תפ_32546-04-16,תפ_37259-10-15,drugs,55,extended
תפ_16826-04-18,תפ_46786-04-18,drugs,35,extended
תפ_15616-09-14,תפ_35481-05-14,drugs,25,extended
תפ_24079-11-19,תפק_29591-10-20,drugs,40,extended
תפ_29216-07-16,תפ_44666-10-18,drugs,35,extended
תפ_19005-11-20,תפ_41339-06-20,drugs,65,extended
תפ_42704-01-20,תפ_43515-03-16,drugs,35,extended
תפ_40650-03-22,תפ_42497-03-21,drugs,18,extended
תפ_36831-09-13,תפ_4435-11-17,drugs,15,extended
תפ_13749-03-17,תפ_61820-08-21,drugs,65,extended
תפ_24248-09-22,תפ_64418-09-16,drugs,25,extended
תפ_30197-04-17,תפ_42497-03-21,drugs,20,extended
תפ_41339-06-20,תפ_43383-07-21,drugs,75,extended
תפ_50860-02-20,תפ_8483-03-16,drugs,18,extended
תפ_31419-11-20,תפ_32243-08-21,drugs,85,extended
תפ_1197-11-21,תפ_34353-03-17,drugs,35,extended
תפ_37850-05-17,תפ_49087-01-17,drugs,35,extended
תפ_3766-09-21,תפ_62896-05-20,drugs,25,extended
תפ_16014-01-22,תפ_51006-11-21,drugs,85,extended
תפ_8203-05-23,תפ_8960-10-20,drugs,25,extended
תפ_46735-02-20,תפ_60947-11-18,drugs,85,extended
תפ_37166-02-20,תפ_52882-04-15,drugs,35,extended
תפ_20330-11-23,תפ_27103-01-18,drugs,45,extended
תפ_10140-10-19,תפ_32945-06-20,drugs,40,extended
תפ_2791-06-18,תפ_34823-01-23,drugs,35,extended
תפ_31103-09-17,תפ_68754-10-21,drugs,85,extended
תפ_35481-05-14,תפ_9346-07-12,drugs,25,extended
תפ_32546-04-16,תפ_63997-02-19,drugs,55,extended
תפ_16969-03-15,תפ_57089-02-19,drugs,30,extended
תפ_42779-07-18,תפ_47640-06-18,drugs,35,extended
תפ_13549-10-21,תפ_54732-03-18,drugs,28,extended
תפ_1276-05-15,תפ_26521-10-19,drugs,62,extended
תפ_20513-06-20,תפ_34656-04-13,drugs,45,extended
תפ_28397-10-19,תפ_73906-12-20,drugs,20,extended
תפ_1352-08-22,תפ_17667-07-19,drugs,40,extended
תפ_1969-02-17,תפ_50497-04-17,drugs,45,extended
תפ_14663-06-22,תפ_54732-03-18,drugs,55,extended
תפ_40484-05-16,תפ_44250-12-15,drugs,25,extended
תפ_3908-11-14,תפ_39201-05-18,drugs,18,extended
תפ_10853-08-16,תפ_864-02-17,drugs,45,extended
תפ_50860-02-20,תפ_7786-05-16,drugs,65,extended
תפ_47396-07-19,תפ_62070-05-20,drugs,55,extended
תפ_40908-02-21,תפ_9860-10-15,drugs,18,extended
תפ_44129-09-19,תפ_49510-11-23,drugs,55,extended
תפ_42790-07-18,תפ_67471-06-18,drugs,15,extended
תפ_21471-09-22,תפ_8988-11-22,drugs,35,extended
תפ_7629-11-17,תפ_9270-02-21,drugs,20,extended
תפ_19988-08-19,תפ_9804-01-24,drugs,65,extended
תפ_34925-03-14,תפק_21392-04-21,drugs,55,extended
תפ_59888-08-22,תפ_76171-01-23,drugs,25,extended
תפ_49305-06-16,תפ_809-09-18,drugs,20,extended
תפ_14474-03-20,תפ_54845-01-19,drugs,30,extended
תפ_34117-10-18,תפח_27442-01-18,drugs,65,extended
תפ_16603-06-16,תפ_63596-02-18,drugs,10,extended
תפ_54072-05-16,תפ_7325-10-16,drugs,55,extended
תפ_13781-01-24,תפ_9705-01-21,drugs,55,extended
תפ_29013-01-17,תפ_35202-10-15,drugs,10,extended
תפ_13053-08-19,תפ_42225-09-17,drugs,35,extended
תפ_10580-03-16,תפ_3908-11-14,drugs,30,extended
תפ_1338-12-20,תפ_9160-02-15,drugs,18,extended
תפ_48788-04-15,תפ_7786-05-16,drugs,45,extended
תפ_14734-11-19,תפ_25154-10-16,drugs,30,extended
תפ_30039-04-20,תפ_8988-11-22,drugs,20,extended
תפ_23520-10-11,תפ_36709-11-15,drugs,75,extended
תפ_10603-12-18,תפ_30408-02-19,drugs,38,extended
תפ_19932-03-17,תפ_37259-10-15,drugs,35,extended
תפ_10853-08-16,תפ_15172-01-16,drugs,15,extended
תפ_47714-01-17,תפ_50970-11-21,drugs,35,extended
תפ_15997-02-20,תפ_70531-11-19,drugs,25,extended
תפ_20354-10-21,תפ_42156-05-22,drugs,55,extended
תפ_21712-09-15,תפ_63672-03-19,drugs,55,extended
תפ_33835-10-15,תפ_70374-11-20,drugs,35,extended
תפ_33888-10-14,תפ_36831-09-13,drugs,35,extended
תפ_13053-08-19,תפ_17242-03-22,drugs,25,extended
תפ_34680-04-13,תפ_36220-12-15,drugs,72,extended
תפ_17917-05-14,תפ_33839-04-18,drugs,30,extended
תפ_14474-03-20,תפ_22609-10-16,drugs,35,extended
תפ_32546-04-16,תפ_40239-09-17,drugs,68,extended
תפ_15023-05-20,תפ_44279-06-21,drugs,70,extended
תפ_36543-01-14,תפ_54826-08-16,drugs,65,extended
תפ_51488-07-23,תפ_5649-09-21,drugs,30,extended
תפ_30013-04-21,תפ_50979-06-22,drugs,20,extended
תפ_2744-09-14,תפ_59939-11-17,drugs,55,extended
תפ_25934-06-19,תפ_76834-01-19,drugs,10,extended
תפ_3526-04-21,תפ_42806-07-18,drugs,85,extended
תפ_13781-01-24,תפ_18163-03-15,drugs,25,extended
תפ_44604-11-22,תפ_59017-02-21,drugs,35,extended
תפ_31628-07-15,תפ_6431-05-13,drugs,20,extended
תפ_20872-02-14,תפ_39424-11-22,drugs,55,extended
תפ_1470-07-16,תפ_57164-07-22,drugs,85,extended
תפ_33183-03-18,תפ_34771-07-20,drugs,85,extended
תפ_14474-03-20,תפ_26928-08-19,drugs,30,extended
תפ_16651-01-24,תפ_19908-10-21,drugs,72,extended
תפ_13781-01-24,תפ_70627-11-17,drugs,45,extended
תפ_20513-06-20,תפ_61065-07-18,drugs,85,extended
