data_source,case,הודאה,מספר עבירה,סוג עבירה,עבירות נוספות,סוג הנשק [אקדח],סוג הנשק [תת מקלע],סוג הנשק [תת מקלע מאולתר],סוג הנשק [בקבוק תבערה],סוג הנשק [מטען חבלה],סוג הנשק [רימון רסס],סוג הנשק [רימון הלם/גז],סוג הנשק [טיל לאו ],סוג הנשק [טיל מטאדור],סוג הנשק [רובה צייד],סוג הנשק [רובה צלפים],סוג הנשק [מטען חבלה מאולתר],סוג הנשק [רובה סער ],סוג הנשק [רובה סער מאולתר],סוג הנשק - אם לא נמצא בטבלה,עבר פלילי,חרטה,אופן קבלת הנשק,כסף ששולם,סטטוס הנשק,מכירה לסוכן,כמות תחמושת,אופן החזקת הנשק,תכנון,מטרה-סיבת העבירה,שימוש,נזק,בריחה,עונש,מספר עבירה_mapped,סוג עבירה_mapped,אופן קבלת הנשק_mapped,כסף ששולם_mapped,כמות תחמושת_mapped,אופן החזקת הנשק_mapped,מטרה-סיבת העבירה_mapped,שימוש_mapped,נזק_mapped,עונש_mapped
GENERATED,ME-20-11-72146-895,כן,"144(ב), 29, 333, 335(א)(1), 25, 244, 275","נשיאה והובלה של נשק, ניסיון לחבלה חמורה בנסיבות מחמירות, שיבוש מהלכי משפט, הפרעה לשוטר בשעת מילוי תפקידו","עבירות נוספות על עבירות הנשק, שיבוש מהלכי משפט והפרעה לשוטר",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,אחר,לא צוין,נשק עם מחסנית בהכנס,לא,מחסנית ובה 13 כדורים,"על גופו, מוסלק-מוסתר, סמוך לבית",כן,סכסוך,כן-ירי,פוטנציאל נזק גדול,כן,"5 שנות מאסר בפועל (בתוך זה נוכתה תקופת מעצר מיום 14.11.20 עד 31.1.21), מאסר על תנאי בן 12 חודשים למשך 3 שנים, ופיצוי למתלונן בסך 3,000 ₪","['144א', '144ב']","['הובלת נשק', 'נשיאת נשק']",מאחר,,13,"['מוסלק-מוסתר', 'סמוך לבית', 'על גופו']",סכסוך,['כן-ירי'],['פוטנציאל נזק רב'],60 חודשים
GT,ME-21-01-15387-564,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק","שיבוש מהלכי משפט, לפי סעיף 244 בחוק.",,,,,,,,,,,,,1,,,לא,כן,,,נשק מופרד מתחמושת,לא,מחסנית ובה 0 כדורים,"ברכב, על גופו, מוסלק - מוסתר",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,12 חודשים,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",,,,"['ברכב', 'מוסלק-מוסתר', 'על גופו']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",12 חודשים
GENERATED,ME-21-01-15387-564,כן,"144(ב) רישה וסיפה בצירוף 144(ג)(1), 144(א) רישה וסיפה, 244",נשיאת נשק,"החזקת נשק, שיבוש מהלכי משפט",0,0,0,0,0,0,0,0,0,0,0,0,1,0,,לא,לא צוין,אחר,לא צוין,תקין,לא,מחסנית לא טעונה,"מוסלק-מוסתר, בבית, ברכב, סמוך לבית",כן,לא ברור,לא,לא נגרם נזק,כן,לא צויין בפסק הדין,"['144א', '144ב']",['נשיאת נשק'],מאחר,,,"['בבית', 'ברכב', 'מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],
GT,ME-21-06-43085-219,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק","ירי מנשק חם, לפי סעיף 340א' (ב)(1) בחוק העונשין; היזק בזדון, לפי סעיף 452 בחוק העונשין; חבלה במזיד, לפי סעיף 413ה' בחוק העונשין; נהיגה ללא רישיון נהיגה, לפי סעיף 10(א) בפקודת התעבורה, התשכ""א – 1961; ונהיגה ללא פוליסת ביטוח בתוקף, לפי סעיף 2(א) ו – (ב) בפקודת ביטוח רכב מנועי [נוסח משולב] תש""ל – 1970.",1,,,,,,,,,,,,,,,לא,כן,,,נשק עם כדור בקנה,לא,,ברכב,כן,סכסוך,"כן,ירי","נגרם נזק מועט, פוטנציאל נזק גדול",לא,5 שנים,"['144א', '144ב']","['החזקת נשק', 'נשיאת נשק', 'ירי באזור מגורים']",,,,['ברכב'],סכסוך,['כן-ירי'],"['נגרם נזק', 'פוטנציאל נזק רב']",60 חודשים
GENERATED,ME-21-06-43085-219,כן,"144(א), 144(ב), 340א'(ב)(1), 413ה', 452, 10(א), 2(א), 2(ב)","החזקה ונשיאת נשק, ירי מנשק חם, חבלה במזיד, היזק בזדון, נהיגה ללא רישיון, נהיגה ללא ביטוח","חבלה במזיד, היזק בזדון, נהיגה ללא רישיון נהיגה, נהיגה ללא פוליסת ביטוח בתוקף",1,0,0,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,מאחר,לא צוין,תקין,לא,9-10 כדורים,"ברכב, על גופו",כן,סכסוך,כן-ירי,נגרם נזק,לא,"5 שנות מאסר בפועל (בניכוי ימי מעצר), 12 חודשי מאסר על תנאי למשך 3 שנים, פסילת רישיון נהיגה למשך שנה, פיצוי בסך 5,000 ₪","['144א', '144ב']","['החזקת נשק', 'נשיאת נשק']",מאחר,,10,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],['נגרם נזק'],60 חודשים
GT,ME-21-10-18557-340,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק, הובלת נשק",ירי מנשק חם,,,1,,,,,,,,,,,,,לא,לא,,,נשק עם כדור בקנה,לא,מחסנית + 2 כדורים,"ברכב, על גופו",לא,סכסוך,"כן,ירי","לא נגרם נזק, פוטנציאל נזק גדול",לא,28 חודשים,"['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",,,22,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],"['לא נגרם נזק', 'פוטנציאל נזק רב']",28 חודשים
GENERATED,ME-21-10-18557-340,כן,"144(א) רישא וסיפא, 144(ב) רישא וסיפא, 340א(ב)(1), 340א(ב)(2)","עבירות בנשק (החזקה, הובלה ונשיאה), ירי מנשק חם",אין,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,לא,לא,אחר,לא צוין,נשק עם מחסנית בהכנס,לא,"מחסנית, לפחות 2 כדורים","ברכב, על גופו",כן,סכסוך,כן-ירי,לא נגרם נזק,לא,"28 חודשי מאסר בפועל, 12 חודשי מאסר על תנאי למשך 3 שנים (לא לעבור עבירת נשק מסוג פשע), 8 חודשי מאסר על תנאי למשך 3 שנים (לא לעבור עבירת נשק מסוג עוון), וקנס בסך 3,000 ש""ח","['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",מאחר,,22,"['ברכב', 'על גופו']",סכסוך,['כן-ירי'],['לא נגרם נזק'],28 חודשים
GT,ME-22-03-46930-359,כן,"144 א, 144 ב","החזקה נשק, סחר בנשק",,1,,,,,,,,,,,,,,,כן,כן,רכש,"16,000 שקל",נשק מופרד מתחמושת,לא,מחסנית,,כן,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,32 חודשים,"['144א', '144ב']","['החזקת נשק', 'סחר בנשק']",רכש,16000,20,,בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",32 חודשים
GENERATED,ME-22-03-46930-359,כן,"144(א) רישא + סיפא, 144(ב2)","רכישה והחזקה של נשק, סחר בנשק",אין,1,0,0,0,0,0,0,0,0,0,0,0,0,0,מחסנית תואמת לאקדח,כן,כן,מאחר,"כ-16,000 ₪",אחר,לא,לא צוין,"מוסלק-מוסתר, סמוך לבית",כן,בצע כסף,לא,לא נגרם נזק,לא,"32 חודשי מאסר בפועל (בניכוי תקופת מעצר), מאסר על תנאי למשך 18 חודשים, מאסר על תנאי למשך 6 חודשים, וקנס בסך 16,000 ₪ או חודשיים מאסר בתמורתו; חילוט רכב היגואר לטובת אוצר המדינה","['144א', '144ב']","['החזקת נשק', 'סחר בנשק']",מאחר,16000,,"['מוסלק-מוסתר', 'סמוך לבית']",בצע כסף,לא,['לא נגרם נזק'],32 חודשים
GT,ME-22-03-52964-443,כן,"144 א, 144 ב","החזקה נשק, נשיאת נשק, הובלת נשק",עבירת הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק.,1,,,,,,,,,,,,,,,כן,כן,,,נשק עם מחסנית בהכנס,לא,"מחסנית ובה 16 כדורים, מחסנית ובה 16 כדורים",על גופו,כן,סכסוך,לא,"לא נגרם נזק, פוטנציאל נזק גדול",כן,36 חודשים,"['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",,,32,['על גופו'],סכסוך,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",36 חודשים
GENERATED,ME-22-03-52964-443,כן,"144(א), 144(ב), 144(ג), 275","החזקה, נשיאה והובלה של נשק; הפרעה לשוטר במילוי תפקידו",הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק העונשין,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,אחר,לא צוין,נשק עם מחסנית בהכנס,לא,"מחסנית ובה 16 כדורים, מחסנית ובה 16 כדורים",על גופו,כן,הגנה עצמית,לא,לא נגרם נזק,כן,"36 חודשי מאסר בפועל (בתוך תקופת מעצר מיום 9.3.22 עד 9.5.22), מאסר על תנאי למשך 18 חודשים לתקופה של 3 שנים, וקנס בסך 5,000 ₪","['144א', '144ב']","['הובלת נשק', 'החזקת נשק', 'נשיאת נשק']",מאחר,,32,['על גופו'],הגנה עצמית,לא,['לא נגרם נזק'],36 חודשים
GT,SH-09-05-9349-998,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,"מחסנית ובה 0 כדורים, 26 כדורים",בבית,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,6 חודשים בעבודות שירות,['144א'],['החזקת נשק'],,,26,['בבית'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",6 חודשים בעבודות שירות
GENERATED,SH-09-05-9349-998,כן,144 (א),החזקה נשק,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,אחר,לא צוין,נשק מופרד מתחמושת,לא,"26 כדורים, מחסנית ריקה","בבית, מוסלק-מוסתר",לא,לא ברור,לא,לא נגרם נזק,לא,"6 חודשי מאסר בדרך של עבודות שירות, 9 חודשי מאסר על תנאי לתקופה של 3 שנים, קנס של 7,000 ש""ח או 3 חודשי מאסר תחתיו, התחייבות כספית של 5,000 ש""ח עם אפשרות לריצוי 7 ימי מאסר במקרה של הפרה",['144א'],['החזקת נשק'],מאחר,,26,"['בבית', 'מוסלק-מוסתר']",,לא,['לא נגרם נזק'],6 חודשים בעבודות שירות
GT,SH-10-02-25802-731,כן,144 א,החזקה נשק,החזקת חלק-אבזר תחמושת של כלי נשק,,,,,,,,,,1,,,,,,לא,כן,,,תקול,לא,,בבית,לא,,לא,לא נגרם נזק,לא,3 חודשים בעבודות שירות,['144א'],['החזקת נשק'],,,,['בבית'],,לא,['לא נגרם נזק'],3 חודשים בעבודות שירות
GENERATED,SH-10-02-25802-731,כן,"144, 144(א), 144(א)(1)",החזקת נשק שלא כדין,החזקת חלק-אבזר תחמושת של כלי נשק,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,לא,כן,מצא,לא צוין,תקול,לא,לא צוין,בבית,לא,לא ברור,לא,לא נגרם נזק,לא,"3 חודשי מאסר בפועל שירוצו בעבודות שירות, ומאסר על תנאי למשך 6 חודשים",['144א'],['החזקת נשק'],מצא,,,['בבית'],,לא,['לא נגרם נזק'],3 חודשים בעבודות שירות
GT,SH-11-01-41775-497,כן,,"החזקה נשק, נשיאת נשק",,1,,,,,,,,,,,,,,,כן,לא,,,נשק מופרד מתחמושת,לא,מחסנית ריקה ובה 0 כדורים + 34 כדורים,"בבית, ברכב",לא,הגנה עצמית,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,5 חודשים בעבודות שירות,,"['החזקת נשק', 'נשיאת נשק']",,,34,"['בבית', 'ברכב']",הגנה עצמית,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",5 חודשים בעבודות שירות
GENERATED,SH-11-01-41775-497,כן,"סעיפים 40ד, 56ו', 40יא",החזקה נשק ונשיאת תחמושת,אין עבירות נוספות מפורשות בפסק הדין,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,כן,לא,רכש,לא צוין,נשק מופרד מתחמושת,לא,"מחסנית, 34 כדורים","בבית, ברכב",כן,הגנה עצמית,לא,לא נגרם נזק,לא,5 חודשי מאסר שירוצו בעבודות שירות ו-8 חודשי מאסר על תנאי,,['החזקת נשק'],רכש,,54,"['בבית', 'ברכב']",הגנה עצמית,לא,['לא נגרם נזק'],5 חודשים בעבודות שירות
GT,SH-11-05-24791-315,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,לא,לא,מאחר,,נשק מופרד מתחמושת,לא,2 מחסניות,בבית,לא,,לא,לא נגרם נזק,לא,,['144א'],['החזקת נשק'],מאחר,,40,['בבית'],,לא,['לא נגרם נזק'],
GENERATED,SH-11-05-24791-315,כן,144(א),החזקה נשק,החזקה אביזר לנשק לפי סעיף 144(א) סיפא לחוק העונשין,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2 מחסניות תואמות לאקדח,לא,כן,מאחר,לא צוין,תקין,לא,2 מחסניות,בבית,לא,חגיגה,לא,לא נגרם נזק,לא,"5 חודשי מאסר מותנים (לא יירצו אלא אם תעבור עבירה בתוך 3 שנים), קנס של 1,000 ש""ח או 10 ימי מאסר תמורתו, צו מבחן לשנה",['144א'],['החזקת נשק'],מאחר,,40,['בבית'],חגיגה,לא,['לא נגרם נזק'],
GT,SH-11-12-35552-181,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,כן,כן,רכש,,תקין,לא,,בבית,כן,,לא,לא נגרם נזק,לא,7 חודשים,['144א'],['החזקת נשק'],רכש,,,['בבית'],,לא,['לא נגרם נזק'],7 חודשים
GENERATED,SH-11-12-35552-181,כן,144(א),החזקת נשק,מעשה מגונה (עבירה משנת 1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,,כן,כן,רכש,"10,000₪",תקין,לא,לא צוין,"מוסלק-מוסתר, בבית",כן,לא ברור,לא,לא נגרם נזק,לא,"7 חודשי מאסר בפועל בניכוי ימי מעצר, 9 חודשי מאסר על תנאי לעבירות נשק מסוג פשע, 6 חודשי מאסר על תנאי לעבירות נשק מסוג עוון, קנס בסך 1,000 ₪, צו חילוט והשמדה של המוצגים",['144א'],['החזקת נשק'],רכש,,,"['בבית', 'מוסלק-מוסתר']",,לא,['לא נגרם נזק'],7 חודשים
GT,SH-12-07-47766-859,לא,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,כן,לא,,,תקין,לא,מחסנית,"מוסלק - מוסתר, סמוך לבית",לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,9 חודשים,['144א'],['החזקת נשק'],,,20,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",9 חודשים
GENERATED,SH-12-07-47766-859,לא,144(א),החזקת נשק שלא כדין,החזקת אבזר נשק ותחמושת שלא כדין,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,לא,לא,אחר,לא צוין,נשק עם מחסנית בהכנס,לא,"1 כדור, מחסנית בבית המחסנית","מוסלק-מוסתר, סמוך לבית",לא,לא ברור,לא,לא נגרם נזק,לא,הרשעה בעבירות החזקת נשק שלא כדין והחזקת אבזר נשק ותחמושת שלא כדין; העונש הסופי לא צויין בפסק הדין,['144א'],['החזקת נשק'],מאחר,,41,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],
GT,SH-14-02-28659-762,כן,144 א,החזקה נשק,,,1,,,,,,,,,,,,,,כן,לא,,,נשק מופרד מתחמושת,לא,מחסנית וכדורים,בבית,לא,הגנה עצמית,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,10 חודשים,['144א'],['החזקת נשק'],,,20,['בבית'],הגנה עצמית,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",10 חודשים
GENERATED,SH-14-02-28659-762,כן,"40ד, 40ט, 144(א), 40יא, 40יג",החזקה נשק,החזקת נשק במסגרת מנגנון ביטחון פלסטיני (חברות במנגנון ביטחון המסכל),0,1,0,0,0,0,0,0,0,0,0,0,0,0,"ברטה (פיסטול) מוזכר אך לא כמות ספציפית, הנשק שנתפס הוא תת מקלע עם מחסנית וכדורים תואמים",כן,כן,מאחר,לא צוין,תקין,לא,מחסנית וכדורים תואמים,"מוסלק-מוסתר, בבית",לא,הגנה עצמית,לא,לא נגרם נזק,לא,"10 חודשי מאסר בפועל, בניכוי ימי מעצר; בנוסף 8 חודשי מאסר על תנאי",['144א'],['החזקת נשק'],מאחר,,20,"['בבית', 'מוסלק-מוסתר']",הגנה עצמית,לא,['לא נגרם נזק'],10 חודשים
GT,SH-14-11-8987-965,כן,144 א,החזקה נשק,גניבה לפי סעיפים 384,1,,,,,,,,,,,,,,,כן,כן,גנב,,תקול,לא,,,לא,,לא,"לא נגרם נזק, פוטנציאל נזק קטן",לא,4 חודשים בעבודות שירות,['144א'],['החזקת נשק'],גנב,,,,,לא,"['לא נגרם נזק', 'פוטנציאל נזק מועט']",4 חודשים בעבודות שירות
GENERATED,SH-14-11-8987-965,כן,"384, 144(א)","גניבה, החזקת נשק שלא כדין",אין,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"אקדח מסוג קולט 45, חלוד ובלתי שמיש",כן,כן,גנב,לא צוין,תקול,לא,לא צוין,סמוך לבית,כן,אחר,לא,לא נגרם נזק,לא,"4 חודשי מאסר בעבודות שירות, מאסר על תנאי למשך 6 חודשים, צו מבחן לשנה, התחייבות עצמית בסך 5,000 ₪",['144א'],['החזקת נשק'],גנב,,,['סמוך לבית'],,לא,['לא נגרם נזק'],4 חודשים בעבודות שירות
GT,SH-15-03-49530-992,כן,144 א,החזקה נשק,,,,1,,,,,,,,,,,,,לא,לא,,,נשק עם מחסנית בהכנס,לא,2 מחסניות,"מוסלק - מוסתר, סמוך לבית",לא,,לא,לא נגרם נזק,לא,10 חודשים,['144א'],['החזקת נשק'],,,40,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],10 חודשים
GENERATED,SH-15-03-49530-992,כן,החזקת נשק שלא כדין,החזקת נשק,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"רובה מאולתר מסוג 'קרל גוסטב' טעון במחסנית ובה כדורים, שקית עם מחסנית טעונה בכדורים בקוטר 9 מ""מ וכדורים בקוטר 5.56 מ""מ בתפזורת",לא,לא,אחר,לא צוין,נשק עם מחסנית בהכנס,לא,"מחסנית, מחסנית ובה כדורים, כדורים","מוסלק-מוסתר, סמוך לבית",לא,לא ברור,לא,לא נגרם נזק,לא,"10 חודשי מאסר בפועל בניכוי ימי מעצר, 8 חודשי מאסר על תנאי לתקופה של 3 שנים, וקנס של 3,000 ₪ או 30 ימי מאסר תמורתו",,['החזקת נשק'],מאחר,,40,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],10 חודשים
GT,SH-15-12-65958-120,כן,144 א,החזקה נשק,,2,,1,,,,,,,,,,,,,לא,כן,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 8 כדורים + מחסנית ובה 15 כדורים + מחסנית ריקה ובה 0 כדורים + מחסנית ובה 6 כדורים,"בבית, מוסלק - מוסתר",כן,הגנה עצמית,לא,לא נגרם נזק,לא,20 חודשים,['144א'],['החזקת נשק'],,,29,"['בבית', 'מוסלק-מוסתר']",הגנה עצמית,לא,['לא נגרם נזק'],20 חודשים
GENERATED,SH-15-12-65958-120,כן,144 (א),החזקה נשק,"שלוש עבירות של החזקת נשק ותחמושת לפי סעיף 144 (א) רישא וסיפא לחוק העונשין התשל""ז-1977",2,0,1,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,מצא,לא צוין,נשק עם מחסנית בהכנס,לא,"מחסנית ובה 8 כדורים, מחסנית ובה 15 כדורים, מחסנית ריקה, מחסנית ובה 6 כדורים","בבית, מוסלק-מוסתר, סמוך לבית",כן,הגנה עצמית,לא,לא נגרם נזק,לא,"20 חודשי מאסר בפועל, בניכוי ימי מעצר; מאסר על תנאי בן 7 חודשים; קנס בסך 5000 ₪ או 30 ימי מאסר",['144א'],['החזקת נשק'],מצא,,29,"['בבית', 'מוסלק-מוסתר', 'סמוך לבית']",הגנה עצמית,לא,['לא נגרם נזק'],20 חודשים
GT,SH-16-02-10948-419,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,לא,כן,,,תקין,לא,,"בבית, מוסלק - מוסתר",לא,,לא,לא נגרם נזק,לא,9 חודשים,['144א'],['החזקת נשק'],,,,"['בבית', 'מוסלק-מוסתר']",,לא,['לא נגרם נזק'],9 חודשים
GENERATED,SH-16-02-10948-419,כן,144(א),החזקה נשק,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,מצא,לא צוין,תקין,לא,לא צוין,בבית,לא,לא ברור,לא,לא נגרם נזק,לא,"9 חודשי מאסר בפועל (בניכוי ימי מעצר), 8 חודשי מאסר על תנאי למשך 3 שנים, עיכוב ביצוע תחילת המאסר בכפוף לתנאים",['144א'],['החזקת נשק'],מצא,,,['בבית'],,לא,['לא נגרם נזק'],9 חודשים
GT,SH-16-04-30406-325,כן,144 א,החזקה נשק,,,,2,,,,,,,,,,,,,לא,כן,רכש,,נשק מופרד מתחמושת,לא,"מחסנית ובה 0 כדורים, 2 מחסניות",ברכב,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,2 שנים,['144א'],['החזקת נשק'],רכש,,40,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",24 חודשים
GENERATED,SH-16-04-30406-325,כן,144(א),החזקת נשק שלא כדין,"144(ב), 186",0,0,2,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,רכש,לא צוין,תקין,לא,"מחסנית ריקה, שתי מחסניות",ברכב,כן,חגיגה,לא,לא נגרם נזק,לא,"שנתיים מאסר בפועל (בניכוי ימי מעצר), 12 חודשי מאסר על תנאי למשך 3 שנים, 7 חודשי מאסר על תנאי למשך 3 שנים, וקנס בסך 15,000 ₪ או 120 ימי מאסר תמורתו",['144א'],['החזקת נשק'],רכש,,,['ברכב'],חגיגה,לא,['לא נגרם נזק'],
GT,SH-16-05-42991-439,כן,144 א,החזקה נשק,"שיבוש הליכי משפט, לפי סעיף 244 לחוק",1,,,,,,,,,,,,,,,לא,כן,,,נשק עם מחסנית בהכנס,לא,מחסנית ובה 13 כדורים,"בבית, על גופו",כן,סכסוך,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,10 חודשים,['144א'],['החזקת נשק'],,,13,"['בבית', 'על גופו']",סכסוך,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",10 חודשים
GENERATED,SH-16-05-42991-439,כן,"144(א), 244",החזקת נשק ותחמושת,שיבוש הליכי משפט,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,אחר,לא צוין,נשק עם מחסנית בהכנס,לא,מחסנית ובה 13 כדורים,"בבית, מוסלק-מוסתר, סמוך לבית",כן,סכסוך,לא,פוטנציאל נזק גדול,לא,10 חודשי מאסר בפועל (בניכוי ימי מעצר) + 10 חודשי מאסר על תנאי + 5 חודשי מאסר על תנאי + קנס,['144א'],['החזקת נשק'],מאחר,,13,"['בבית', 'מוסלק-מוסתר', 'סמוך לבית']",סכסוך,לא,['פוטנציאל נזק רב'],10 חודשים
GT,SH-16-08-44380-642,כן,144 א,החזקה נשק,החזקת אביזר נשק,,,1,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,מחסנית,"בבית, מוסלק - מוסתר",כן,,לא,פוטנציאל נזק גדול,לא,14 חודשים,['144א'],['החזקת נשק'],,,20,"['בבית', 'מוסלק-מוסתר']",,לא,['פוטנציאל נזק רב'],14 חודשים
GENERATED,SH-16-08-44380-642,כן,144(א),החזקת נשק,החזקת אביזר נשק,0,0,1,0,0,0,0,0,0,0,0,0,0,0,מחסנית נשק מתאימה לתת מקלע מאולתר,לא,כן,מצא,לא צוין,תקין,לא,מחסנית לא טעונה,"מוסלק-מוסתר, סמוך לבית",כן,לא ברור,לא,פוטנציאל נזק גדול,לא,"14 חודשי מאסר בפועל בניכוי ימי מעצרו, 12 חודשי מאסר על תנאי ל-3 שנים על עבירות נשק מסוג פשע, 6 חודשי מאסר על תנאי ל-2 שנים על עבירות נשק מסוג עוון",['144א'],['החזקת נשק'],מצא,,,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['פוטנציאל נזק רב'],14 חודשים
GT,SH-16-09-33552-535,כן,144 א,החזקה נשק,,1,,,,,,,,,,,,,1,,לא,כן,,,נשק מופרד מתחמושת,לא,"מחסנית, מחסנית ובה 0 כדורים, 4 כדורים, 60 כדורים",מוסלק - מוסתר,כן,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,19 חודשים,['144א'],['החזקת נשק'],,,84,['מוסלק-מוסתר'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",19 חודשים
GENERATED,SH-16-09-33552-535,כן,144(א),החזקת נשק ותחמושת,"40 ט', 40 יא', 40 יג'",1,0,0,0,0,0,0,0,0,0,0,0,1,1,,לא,כן,אחר,לא צוין,תקין,לא,"4 כדורים, 60 כדורים, מחסנית, מחסנית ריקה","מוסלק-מוסתר, סמוך לבית",כן,לא ברור,לא,לא נגרם נזק,לא,"19 חודשי מאסר בפועל, 12 חודשי מאסר על תנאי לעבירת נשק מסוג פשע, 6 חודשי מאסר על תנאי לעבירת נשק מסוג עוון",['144א'],['החזקת נשק'],מאחר,,84,"['מוסלק-מוסתר', 'סמוך לבית']",,לא,['לא נגרם נזק'],19 חודשים
GT,SH-16-11-19417-55,לא,144 א,החזקה נשק,,1,,,,,,,,,,,,,,,לא,כן,,,נשק מופרד מתחמושת,לא,מחסנית ובה כדורים,ברכב,לא,,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,15 חודשים,['144א'],['החזקת נשק'],,,20,['ברכב'],,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",15 חודשים
GENERATED,SH-16-11-19417-55,לא,"144(א) רישא וסיפא לחוק העונשין, תשל""ז-1977",החזקת נשק ותחמושת שלא כדין,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,לא,כן,אחר,לא צוין,נשק עם מחסנית בהכנס,לא,מחסנית ובה כדורים,ברכב,לא,לא ברור,לא,לא נגרם נזק,לא,"15 חודשי מאסר בפועל, 12 חודשי מאסר על תנאי למשך 3 שנים, 6 חודשי מאסר על תנאי למשך 3 שנים, וקנס בסך 10,000 ₪",['144א'],['החזקת נשק'],מאחר,,20,['ברכב'],,לא,['לא נגרם נזק'],15 חודשים
GT,SH-16-11-49772-358,כן,144 א,החזקה נשק,גניבה,,,,,,,,,,,,,,,,כן,לא,גנב,,תקין,לא,,מוסלק - מוסתר,לא,בצע כסף,לא,"לא נגרם נזק, פוטנציאל נזק גדול",לא,7 חודשים,['144א'],['החזקת נשק'],גנב,,,['מוסלק-מוסתר'],בצע כסף,לא,"['לא נגרם נזק', 'פוטנציאל נזק רב']",7 חודשים
