cluster,label,n_member_names,n_reps,reps,cov_Hybrid-Manual,cov_Hybrid-Full,cov_GPT-Law,cov_GPT-Free,members
74,התאמת_התחמושת_לנשק,2,1,GPT-Free,0,0,0,2,התאמת_התחמושת_לנשק ; התחמושת_מתאימה_לנשק
482,התנהלות הנאשם לאחר הירי,1,1,Hybrid-Full,0,2,0,0,התנהלות_הנאשם_לאחר_הירי
88,זהות הקורבן,2,1,GPT-Free,0,0,0,2,זהות_הקורבן ; זהות_הקורבנות
134,זהות נוסע נוסף,2,1,Hybrid-Full,0,2,0,0,זהות_נוסע_נוסף ; זהות_תוקף_נוסף
337,זמן החזקת הנשק,2,1,Hybrid-Full,0,2,0,0,זמן_החזקת_הנשק ; זמן_החזקת_הנשק_לאחר_הגניבה
200,זמן הירי,2,1,Hybrid-Full,0,2,0,0,זמן_הירי ; זמן_הירי_במגרש
153,יעד_הנסיעה,2,1,GPT-Free,0,0,0,2,יעד_הנסיעה ; יעד_הנסיעה_לאחר_האירוע
677,מיקום הגניבה,1,1,Hybrid-Full,0,2,0,0,מיקום_הגניבה
1338,מיקום הנשק בבית,1,1,Hybrid-Full,0,2,0,0,מיקום_הנשק_בבית
1291,מיקום_הנשק_בעת_העבירה,2,1,GPT-Law,0,0,2,0,מיקום_הנשק_בעת_העבירה ; מקום_הנשק_בעת_העבירה
705,מיקום עיקרי,1,1,GPT-Free,0,0,0,2,מיקום_עיקרי
522,מספר_יורים,1,1,GPT-Law,0,0,2,0,מספר_יורים
122,מעורבות_משטרה,2,1,GPT-Free,0,0,0,2,מעורבות_משטרה ; מעורבות_משטרתית
230,מקום המפגש למכירת הנשק,2,1,Hybrid-Manual,2,0,0,0,מקום_המפגש_למכירת_הנשק ; מקום_המפגש_לעסקת_נשק
888,האם_נגרם_נזק_פועל,1,1,GPT-Law,0,0,2,0,נגרם_נזק_פועל
269,האם_נגרם_נזק_רכוש,2,1,GPT-Law,0,0,2,0,נגרם_נזק_רכוש ; נגרם_נזק_רכושי
1149,נסיבות גילוי,1,1,GPT-Free,0,0,0,2,נסיבות_גילוי
415,נפגע_העבירה,2,1,GPT-Law,0,0,2,0,נפגע_העבירה ; נפגעי_העבירה
838,סוג הכדורים,1,1,Hybrid-Manual,2,0,0,0,סוג_הכדורים
504,סוג המחלוקת,1,1,Hybrid-Full,0,2,0,0,סוג_המחלוקת
13,סוג הרכב בתמורה לנשק,2,1,Hybrid-Manual,2,0,0,0,סוג_הרכב_בתמורה_לנשק ; סוג_הרכב_להובלת_הנשק
1375,סיבת הגעת השוטרים,1,1,Hybrid-Manual,2,0,0,0,סיבת_הגעת_השוטרים
690,סעיפי חיקוק,1,1,GPT-Free,0,0,0,2,סעיפי_חיקוק
469,פעולת המעצר,2,1,Hybrid-Full,0,2,0,0,פעולת_המעצר ; פעולת_הנאשם_במעצר
90,פעולת הנאשם בעת עצירה,2,1,Hybrid-Manual,2,0,0,0,פעולת_הנאשם_בעת_עצירה ; פעולת_עצירה
601,קוטר האקדח,1,1,Hybrid-Manual,2,0,0,0,קוטר_האקדח
271,קשר_לאחרים,2,1,GPT-Free,0,0,0,2,קשר_לאחרים ; קשר_עם_אחרים
573,רקע_העבירה,2,1,GPT-Law,0,0,2,0,רקע_העבירה ; רקע_לעבירה
256,שיטת_ביצוע,1,1,GPT-Law,0,0,2,0,שיטת_ביצוע
819,שליטה_במעשה,1,1,GPT-Law,0,0,2,0,שליטה_במעשה
557,תאריכים רלוונטיים,1,1,Hybrid-Full,0,2,0,0,תאריכים_רלוונטיים
443,תוצאה,1,1,GPT-Free,0,0,0,2,תוצאה
1102,אביזרי_נשק_נוספים,1,1,GPT-Free,0,0,0,1,אביזרי_נשק_נוספים
788,אביזרים_נוספים,1,1,GPT-Law,0,0,1,0,אביזרים_נוספים
1093,אופי_החזקה,1,1,GPT-Law,0,0,1,0,אופי_החזקה
758,אופי_הסיוע,1,1,GPT-Free,0,0,0,1,אופי_הסיוע
1199,אופי העבירות,1,1,GPT-Free,0,0,0,1,אופי_העבירות
1355,אופי_הקשר_לסוכן,1,1,GPT-Law,0,0,1,0,אופי_הקשר_לסוכן
1017,אופי מעורבות הנאשם,1,1,GPT-Free,0,0,0,1,אופי_מעורבות_הנאשם
1290,אופן גילוי הסם,1,1,GPT-Free,0,0,0,1,אופן_גילוי_הסם
959,אופן גילוי התחמושת,1,1,GPT-Free,0,0,0,1,אופן_גילוי_התחמושת
1300,אופן ההחבאה,1,1,Hybrid-Full,0,1,0,0,אופן_ההחבאה
978,אופן ההעברה,1,1,GPT-Free,0,0,0,1,אופן_ההעברה
1193,אופן ההעלמה,1,1,Hybrid-Manual,1,0,0,0,אופן_ההעלמה
1351,אופן החזקת תחמושת,1,1,Hybrid-Manual,1,0,0,0,אופן_החזקת_תחמושת
1387,אופן_היתפסות,1,1,GPT-Law,0,0,1,0,אופן_היתפסות
745,אופן_היתקלות_במשטרה,1,1,GPT-Law,0,0,1,0,אופן_היתקלות_במשטרה
1137,אופן_הנשיאה_בעת_המעצר,1,1,GPT-Law,0,0,1,0,אופן_הנשיאה_בעת_המעצר
852,אופן העצירה,1,1,Hybrid-Full,0,1,0,0,אופן_העצירה
716,אופן הפזורה,1,1,Hybrid-Full,0,1,0,0,אופן_הפזורה
1393,אופן_הפעלה,1,1,GPT-Law,0,0,1,0,אופן_הפעלה
958,אופן_הרכישה,1,1,GPT-Free,0,0,0,1,אופן_הרכישה
986,אופן השימוש במטען,1,1,GPT-Free,0,0,0,1,אופן_השימוש_במטען
1150,אופן התגובה למשטרה,1,1,Hybrid-Full,0,1,0,0,אופן_התגובה_למשטרה
777,אופן התשלום,1,1,Hybrid-Full,0,1,0,0,אופן_התשלום
1284,אופן ייצור הנשק,1,1,GPT-Free,0,0,0,1,אופן_ייצור_הנשק
1251,אופן ירי,1,1,Hybrid-Full,0,1,0,0,אופן_ירי
1041,אופן מסירת הידיעה הכוזבת,1,1,GPT-Free,0,0,0,1,אופן_מסירת_הידיעה_הכוזבת
1322,אופן שינוי זהות רכב,1,1,GPT-Free,0,0,0,1,אופן_שינוי_זהות_רכב
905,אופן תגובת השוטר,1,1,Hybrid-Full,0,1,0,0,אופן_תגובת_השוטר
1175,אופן תפיסת האמצעי,1,1,GPT-Free,0,0,0,1,אופן_תפיסת_האמצעי
1151,אורך הפגיעה,1,1,Hybrid-Full,0,1,0,0,אורך_הפגיעה
1301,אזהרה_לפני_הירי,1,1,GPT-Law,0,0,1,0,אזהרה_לפני_הירי
960,אזור_הובלה,1,1,GPT-Free,0,0,0,1,אזור_הובלה
1059,אזור_הסתרה_סופי,1,1,GPT-Free,0,0,0,1,אזור_הסתרה_סופי
703,אזור_מעצר,1,1,GPT-Free,0,0,0,1,אזור_מעצר
939,אזרחיות_הנאשם,1,1,GPT-Law,0,0,1,0,אזרחיות_הנאשם
831,איומים,1,1,GPT-Free,0,0,0,1,איומים
967,אינטראקציה_עם_שוטרים,1,1,GPT-Free,0,0,0,1,אינטראקציה_עם_שוטרים
770,אירוע בצומת בנימינה,1,1,Hybrid-Full,0,1,0,0,אירוע_בצומת_בנימינה
1213,אירוע_מעצר,1,1,GPT-Law,0,0,1,0,אירוע_מעצר
945,אמצעי_ביצוע,1,1,GPT-Law,0,0,1,0,אמצעי_ביצוע
921,אמצעי_בריחה,1,1,GPT-Free,0,0,0,1,אמצעי_בריחה
649,אמצעי_גנוב,1,1,GPT-Law,0,0,1,0,אמצעי_גנוב
962,אמצעי_הובלה,1,1,GPT-Law,0,0,1,0,אמצעי_הובלה
1039,אמצעי_הסוואה,1,1,GPT-Free,0,0,0,1,אמצעי_הסוואה
1177,אמצעי_זיוף,1,1,GPT-Law,0,0,1,0,אמצעי_זיוף
1015,אמצעי לחימה,1,1,GPT-Free,0,0,0,1,אמצעי_לחימה
1180,אמצעי שנגנב,1,1,GPT-Free,0,0,0,1,אמצעי_שנגנב
977,אמצעי_תקשורת,1,1,GPT-Free,0,0,0,1,אמצעי_תקשורת
1363,אספקה קודמת של סם,1,1,GPT-Free,0,0,0,1,אספקה_קודמת_של_סם
914,האם בוצע איום,1,1,GPT-Free,0,0,0,1,בוצע_איום
492,האם_בוצע_במסגרת_שירות_צבאי,1,1,GPT-Law,0,0,1,0,בוצע_במסגרת_שירות_צבאי
878,האם בוצע הסוואת זהות,1,1,GPT-Free,0,0,0,1,בוצע_הסוואת_זהות
1271,האם_בוצע_חיפוש_משטרתי,1,1,GPT-Law,0,0,1,0,בוצע_חיפוש_משטרתי
984,האם בוצע ירי באוויר,1,1,GPT-Free,0,0,0,1,בוצע_ירי_באוויר
1241,האם בוצע ירי לעבר בית מגורים,1,1,GPT-Free,0,0,0,1,בוצע_ירי_לעבר_בית_מגורים
773,האם בוצע מעקב או מרדף,1,1,GPT-Free,0,0,0,1,בוצע_מעקב_או_מרדף
1311,האם_בוצע_מעשה_באכזריות_מיוחדת,1,1,GPT-Law,0,0,1,0,בוצע_מעשה_באכזריות_מיוחדת
791,האם בוצע ניסיון חבלה חמורה,1,1,GPT-Free,0,0,0,1,בוצע_ניסיון_חבלה_חמורה
706,האם_בוצע_ניסיון_רצח,1,1,GPT-Law,0,0,1,0,בוצע_ניסיון_רצח
1024,האם_בוצע_ניצול_מעמד_או_כוח,1,1,GPT-Law,0,0,1,0,בוצע_ניצול_מעמד_או_כוח
975,האם בוצע ריבוי אירועים,1,1,GPT-Free,0,0,0,1,בוצע_ריבוי_אירועים
698,האם בוצע ריבוי עבירות נשק,1,1,GPT-Free,0,0,0,1,בוצע_ריבוי_עבירות_נשק
1129,האם_בוצע_שיבוש_מהלכי_משפט,1,1,GPT-Law,0,0,1,0,בוצע_שיבוש_מהלכי_משפט
994,האם_בוצע_שימוש_בפועל,1,1,GPT-Law,0,0,1,0,בוצע_שימוש_בפועל
1384,האם בוצע שימוש ברכב,1,1,GPT-Free,0,0,0,1,בוצע_שימוש_ברכב
906,האם בוצע שימוש בתחמושת רבה,1,1,GPT-Free,0,0,0,1,בוצע_שימוש_בתחמושת_רבה
1062,האם_בוצע_שינוי_זהות_לרכב,1,1,GPT-Law,0,0,1,0,בוצע_שינוי_זהות_לרכב
1118,האם_בוצעה_גניבה,1,1,GPT-Law,0,0,1,0,בוצעה_גניבה
319,האם בוצעה הובלת נשק שלא כדין,2,1,GPT-Free,0,0,0,1,בוצעה_הובלת_נשק_שלא_כדין ; בוצעה_החזקת_נשק_שלא_כדין
722,האם_בוצעה_הסוואה_או_הסתרה,1,1,GPT-Law,0,0,1,0,בוצעה_הסוואה_או_הסתרה
998,האם_בוצעה_העבירה_במהלך_סכסוך,1,1,GPT-Law,0,0,1,0,בוצעה_העבירה_במהלך_סכסוך
717,האם_בוצעה_העברה_לאחר,1,1,GPT-Law,0,0,1,0,בוצעה_העברה_לאחר
952,האם_בוצעה_מכירה_בפועל,1,1,GPT-Law,0,0,1,0,בוצעה_מכירה_בפועל
1100,האם_בוצעה_נקירה,1,1,GPT-Law,0,0,1,0,בוצעה_נקירה
891,האם בוצעה נשיאת נשק שלא כדין,1,1,GPT-Free,0,0,0,1,בוצעה_נשיאת_נשק_שלא_כדין
185,האם בוצעה עבירה במקום מגורים,2,1,GPT-Free,0,0,0,1,בוצעה_עבירה_במקום_מגורים ; בוצעה_עבירה_במקום_עבודה
821,האם בוצעה עבירה תוך הפרת תנאי שחרור,1,1,GPT-Free,0,0,0,1,בוצעה_עבירה_תוך_הפרת_תנאי_שחרור
799,האם_בוצעה_עסקת_ברטר,1,1,GPT-Law,0,0,1,0,בוצעה_עסקת_ברטר
742,האם_בוצעה_פגיעה,1,1,GPT-Law,0,0,1,0,בוצעה_פגיעה
811,האם_בוצעה_פריקה,1,1,GPT-Law,0,0,1,0,בוצעה_פריקה
731,בחירת מקום להשלכת הרימון,1,1,GPT-Free,0,0,0,1,בחירת_מקום_להשלכת_הרימון
911,ביצוע_בצוותא,1,1,GPT-Law,0,0,1,0,ביצוע_בצוותא
1157,בריחה רגלית,1,1,GPT-Free,0,0,0,1,בריחה_רגלית
931,גובה_תמורה,1,1,GPT-Law,0,0,1,0,גובה_תמורה
869,גיל_המעורבים_הנוספים,1,1,GPT-Free,0,0,0,1,גיל_המעורבים_הנוספים
1037,גיל_הנאשם_במועד_העבירה,1,1,GPT-Law,0,0,1,0,גיל_הנאשם_במועד_העבירה
772,גיל הקורבן,1,1,Hybrid-Full,0,1,0,0,גיל_הקורבן
951,גיל הקטין,1,1,Hybrid-Manual,1,0,0,0,גיל_הקטין
976,גילוי_הנשק,1,1,GPT-Free,0,0,0,1,גילוי_הנשק
1201,גניבה,1,1,GPT-Free,0,0,0,1,גניבה
1079,דיווח_לאחר_מעשה,1,1,GPT-Law,0,0,1,0,דיווח_לאחר_מעשה
999,דרך_הוצאה_מהבסיס,1,1,GPT-Law,0,0,1,0,דרך_הוצאה_מהבסיס
1009,הדרכה בשימוש בנשק,1,1,Hybrid-Full,0,1,0,0,הדרכה_בשימוש_בנשק
1005,הובלת האמצעי,1,1,GPT-Free,0,0,0,1,הובלת_האמצעי
1168,הובלת הנשק,1,1,GPT-Free,0,0,0,1,הובלת_הנשק
946,הודאה בחקירה,1,1,Hybrid-Manual,1,0,0,0,הודאה_בחקירה
1155,הודאה בעבירה,1,1,Hybrid-Manual,1,0,0,0,הודאה_בעבירה
1273,הודאה בעובדות,1,1,Hybrid-Manual,1,0,0,0,הודאה_בעובדות
1011,הודאת הנאשם,1,1,Hybrid-Manual,1,0,0,0,הודאת_הנאשם
1071,האם_הודה,1,1,GPT-Free,0,0,0,1,הודה
1040,האם_הוסגר_מרצון,1,1,GPT-Law,0,0,1,0,הוסגר_מרצון
1119,האם_הוסתר_או_הושלך_הנשק,1,1,GPT-Law,0,0,1,0,הוסתר_או_הושלך_הנשק
1319,האם_הופעל_כוח_על_ידי_השוטרים,1,1,GPT-Free,0,0,0,1,הופעל_כוח_על_ידי_השוטרים
736,האם_הושג_נזק_פיזי,1,1,GPT-Law,0,0,1,0,הושג_נזק_פיזי
1164,האם_הושג_נזק_רכושי,1,1,GPT-Law,0,0,1,0,הושג_נזק_רכושי
1191,האם_הושלך_הנשק_במהלך_הבריחה,1,1,GPT-Law,0,0,1,0,הושלך_הנשק_במהלך_הבריחה
917,האם_הושלכה_ראיה_במהלך_הבריחה,1,1,GPT-Free,0,0,0,1,הושלכה_ראיה_במהלך_הבריחה
1268,האם_הושפע_מאחרים,1,1,GPT-Law,0,0,1,0,הושפע_מאחרים
940,הזדהות שוטר,1,1,Hybrid-Manual,1,0,0,0,הזדהות_שוטר
1391,האם_החזיק_בעבור_אחר,1,1,GPT-Law,0,0,1,0,החזיק_בעבור_אחר
1030,האם_החזיק_תחמושת,1,1,GPT-Law,0,0,1,0,החזיק_תחמושת
1032,האם_החזקה_ביחד_עם_אחרים,1,1,GPT-Law,0,0,1,0,החזקה_ביחד_עם_אחרים
1114,האם_החזקה_במחסן,1,1,GPT-Law,0,0,1,0,החזקה_במחסן
1067,האם_החזקה_במקום_גלוי,1,1,GPT-Law,0,0,1,0,החזקה_במקום_גלוי
995,האם_החזקה_במקום_מסתור,1,1,GPT-Law,0,0,1,0,החזקה_במקום_מסתור
1187,האם_החזקה_בצירוף_תחמושת,1,1,GPT-Law,0,0,1,0,החזקה_בצירוף_תחמושת
1045,האם_החזקה_בצמוד_לנשק_תחמושת,1,1,GPT-Law,0,0,1,0,החזקה_בצמוד_לנשק_תחמושת
1161,האם_החזקה_ברשות_הנאשם,1,1,GPT-Law,0,0,1,0,החזקה_ברשות_הנאשם
949,האם_החזקה_היתה_ברכב,1,1,GPT-Free,0,0,0,1,החזקה_היתה_ברכב
901,האם_החזקה_למטרת_סחר,1,1,GPT-Law,0,0,1,0,החזקה_למטרת_סחר
973,האם_החזקה_למשך_מספר_ימים,1,1,GPT-Law,0,0,1,0,החזקה_למשך_מספר_ימים
1248,האם_החזקה_לשימוש_עצמי,1,1,GPT-Law,0,0,1,0,החזקה_לשימוש_עצמי
1001,החזקה_משותפת,1,1,GPT-Law,0,0,1,0,החזקה_משותפת
907,החזקה_פיזית_על_ידי_הנאשם,1,1,GPT-Free,0,0,0,1,החזקה_פיזית_על_ידי_הנאשם
1086,האם_החזקה_של_חלק_מהותי_בנשק,1,1,GPT-Law,0,0,1,0,החזקה_של_חלק_מהותי_בנשק
859,האם_החזקה_של_נשק_במסגרת_ארגון_פשע,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_במסגרת_ארגון_פשע
1025,האם_החזקה_של_נשק_במסגרת_עבודה,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_במסגרת_עבודה
1136,האם_החזקה_של_נשק_בנסיבות_מחמירות,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_בנסיבות_מחמירות
1173,האם_החזקה_של_נשק_בצוותא,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_בצוותא
897,האם_החזקה_של_נשק_בקרבת_אחרים,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_בקרבת_אחרים
1267,האם_החזקה_של_נשק_בשל_אי_חידוש_רישיון,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_בשל_אי_חידוש_רישיון
1215,האם_החזקה_של_נשק_בשל_השפעת_אחר,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_בשל_השפעת_אחר
1263,האם_החזקה_של_נשק_בשל_התגרות_נפגע,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_בשל_התגרות_נפגע
1389,האם_החזקה_של_נשק_בשל_התעללות,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_בשל_התעללות
1038,האם_החזקה_של_נשק_בשל_מצוקה_נפשית,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_בשל_מצוקה_נפשית
1022,האם_החזקה_של_נשק_גנוב,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_גנוב
1252,האם_החזקה_של_נשק_טעון,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_טעון
930,האם_החזקה_של_נשק_לצורך_ביצוע_עבירה_נוספת,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_לצורך_ביצוע_עבירה_נוספת
1327,האם_החזקה_של_נשק_לצורך_סחר,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_לצורך_סחר
1073,האם_החזקה_של_נשק_לצורך_שימוש_אישי,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_לצורך_שימוש_אישי
1307,האם_החזקה_של_נשק_מאולתר,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_מאולתר
1044,האם_החזקה_של_נשק_מסחרי,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_מסחרי
712,האם_החזקה_של_נשק_מתוכננת,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_מתוכננת
1370,האם_החזקה_של_נשק_תקין,1,1,GPT-Law,0,0,1,0,החזקה_של_נשק_תקין
822,האם_החזקה_של_תחמושת_בלבד,1,1,GPT-Law,0,0,1,0,החזקה_של_תחמושת_בלבד
1181,החזקת אמצעי לחימה נוספים,1,1,GPT-Free,0,0,0,1,החזקת_אמצעי_לחימה_נוספים
881,החזקת_תחמושת_או_אבזר,1,1,GPT-Free,0,0,0,1,החזקת_תחמושת_או_אבזר
1302,החלפת_נשק,1,1,GPT-Free,0,0,0,1,החלפת_נשק
1190,האם_היה_אדם_נוסף,1,1,GPT-Law,0,0,1,0,היה_אדם_נוסף
1200,האם_היה_ביטוח_רכב,1,1,GPT-Law,0,0,1,0,היה_ביטוח_רכב
1162,האם היה מגע פיזי ישיר,1,1,GPT-Free,0,0,0,1,היה_מגע_פיזי_ישיר
1006,האם היה מגע פיזי עם הקורבן,1,1,GPT-Free,0,0,0,1,היה_מגע_פיזי_עם_הקורבן
751,האם היה מניע אישי,1,1,GPT-Free,0,0,0,1,היה_מניע_אישי
1142,האם_היה_נזק_ממשי,1,1,GPT-Law,0,0,1,0,היה_נזק_ממשי
727,האם_היה_ניסיון_להקשות_על_זיהוי,1,1,GPT-Law,0,0,1,0,היה_ניסיון_להקשות_על_זיהוי
715,האם_היה_ניסיון_לפגיעה_פיזית,1,1,GPT-Law,0,0,1,0,היה_ניסיון_לפגיעה_פיזית
825,האם_היה_ניצול_של_שירות_צבאי,1,1,GPT-Law,0,0,1,0,היה_ניצול_של_שירות_צבאי
1130,האם_היה_נשק_חם,1,1,GPT-Law,0,0,1,0,היה_נשק_חם
857,האם_היה_סכום_כסף_ברשות_הנאשם_בעת_המעצר,1,1,GPT-Law,0,0,1,0,היה_סכום_כסף_ברשות_הנאשם_בעת_המעצר
1178,האם_היה_סכסוך_בין_הצדדים,1,1,GPT-Law,0,0,1,0,היה_סכסוך_בין_הצדדים
1331,האם_היה_סכסוך_רקע,1,1,GPT-Law,0,0,1,0,היה_סכסוך_רקע
1141,האם היה פסול מלנהוג,1,1,GPT-Free,0,0,0,1,היה_פסול_מלנהוג
1095,האם_היה_צפי_לנזק,1,1,GPT-Law,0,0,1,0,היה_צפי_לנזק
410,האם_היה_רישיון_רכב,1,1,GPT-Law,0,0,1,0,היה_רישיון_רכב
964,האם_היה_שותף_נוסף,1,1,GPT-Law,0,0,1,0,היה_שותף_נוסף
713,האם_היה_שימוש_באלימות_או_איומים,1,1,GPT-Law,0,0,1,0,היה_שימוש_באלימות_או_איומים
865,האם_היה_שימוש_במעמד_או_כוח,1,1,GPT-Law,0,0,1,0,היה_שימוש_במעמד_או_כוח
765,האם_היה_שימוש_ברכב,1,1,GPT-Law,0,0,1,0,היה_שימוש_ברכב
1328,האם היו אנשים באזור הירי,1,1,GPT-Free,0,0,0,1,היו_אנשים_באזור_הירי
1101,האם_היו_אנשים_נוספים_במקום,1,1,GPT-Law,0,0,1,0,היו_אנשים_נוספים_במקום
829,האם_היו_כדורים_במחסניות,1,1,GPT-Law,0,0,1,0,היו_כדורים_במחסניות
1003,האם_היו_נפגעים,1,1,GPT-Law,0,0,1,0,היו_נפגעים
1019,האם_היו_קונים_שהם_שוטרים,1,1,GPT-Law,0,0,1,0,היו_קונים_שהם_שוטרים
1272,האם_היו_שותפים_לנסיעה,1,1,GPT-Law,0,0,1,0,היו_שותפים_לנסיעה
932,האם_הייתה_אכזריות_או_ניצול_קורבן,1,1,GPT-Law,0,0,1,0,הייתה_אכזריות_או_ניצול_קורבן
1058,האם_הייתה_אלימות_כלפי_שוטרים,1,1,GPT-Law,0,0,1,0,הייתה_אלימות_כלפי_שוטרים
1254,האם_הייתה_אלימות_פיזית_ישירה,1,1,GPT-Law,0,0,1,0,הייתה_אלימות_פיזית_ישירה
708,האם הייתה אמירה מאיימת,1,1,GPT-Free,0,0,0,1,הייתה_אמירה_מאיימת
883,האם_הייתה_אספקה_נוספת_של_סם_בעבר,1,1,GPT-Law,0,0,1,0,הייתה_אספקה_נוספת_של_סם_בעבר
884,האם_הייתה_הובלה_של_נשק_וחומרים_מסוכנים,1,1,GPT-Law,0,0,1,0,הייתה_הובלה_של_נשק_וחומרים_מסוכנים
1242,האם_הייתה_החזקה_ממושכת,1,1,GPT-Law,0,0,1,0,הייתה_החזקה_ממושכת
1048,האם_הייתה_החזקה_של_סם,1,1,GPT-Law,0,0,1,0,הייתה_החזקה_של_סם
1305,האם_הייתה_החזקת_תחמושת_ללא_רישיון,1,1,GPT-Law,0,0,1,0,הייתה_החזקת_תחמושת_ללא_רישיון
1046,האם_הייתה_החלטה_מוקדמת_למכור,1,1,GPT-Law,0,0,1,0,הייתה_החלטה_מוקדמת_למכור
963,האם_הייתה_החמרה_בנסיבות,1,1,GPT-Law,0,0,1,0,הייתה_החמרה_בנסיבות
1289,האם_הייתה_הימלטות_לאחר_המעשה,1,1,GPT-Law,0,0,1,0,הייתה_הימלטות_לאחר_המעשה
1245,האם_הייתה_הסכמה_לעונש,1,1,GPT-Free,0,0,0,1,הייתה_הסכמה_לעונש
823,האם_הייתה_הסלמה_בין_הצדדים,1,1,GPT-Law,0,0,1,0,הייתה_הסלמה_בין_הצדדים
1383,האם_הייתה_הסתרה_או_העלמה_של_נשק,1,1,GPT-Law,0,0,1,0,הייתה_הסתרה_או_העלמה_של_נשק
841,האם_הייתה_העברה_במחסום,1,1,GPT-Law,0,0,1,0,הייתה_העברה_במחסום
1358,האם_הייתה_העברת_נשק_לאדם_שאינו_מורשה,1,1,GPT-Law,0,0,1,0,הייתה_העברת_נשק_לאדם_שאינו_מורשה
1374,האם_הייתה_הפרת_הוראה_חוקית,1,1,GPT-Law,0,0,1,0,הייתה_הפרת_הוראה_חוקית
1210,האם_הייתה_הפרת_מעצר_בית,1,1,GPT-Law,0,0,1,0,הייתה_הפרת_מעצר_בית
1392,האם הייתה התגודדות אנשים,1,1,GPT-Free,0,0,0,1,הייתה_התגודדות_אנשים
1068,האם_הייתה_התנגדות_למעצר,1,1,GPT-Law,0,0,1,0,הייתה_התנגדות_למעצר
1298,האם_הייתה_התעללות_קודמת,1,1,GPT-Law,0,0,1,0,הייתה_התעללות_קודמת
933,האם_הייתה_חדירה_לרכוש_אחר,1,1,GPT-Free,0,0,0,1,הייתה_חדירה_לרכוש_אחר
990,האם_הייתה_ייצור_או_יבוא_או_יצוא,1,1,GPT-Law,0,0,1,0,הייתה_ייצור_או_יבוא_או_יצוא
1227,האם_הייתה_כוונה_להסוות_פעילות_עבריינית,1,1,GPT-Law,0,0,1,0,הייתה_כוונה_להסוות_פעילות_עבריינית
1214,האם_הייתה_כוונה_להעביר_את_הנשק_לאחר,1,1,GPT-Law,0,0,1,0,הייתה_כוונה_להעביר_את_הנשק_לאחר
1249,האם_הייתה_כוונה_להתחמק_מעונש,1,1,GPT-Law,0,0,1,0,הייתה_כוונה_להתחמק_מעונש
1195,האם_הייתה_כוונה_לשימוש_בפועל,1,1,GPT-Law,0,0,1,0,הייתה_כוונה_לשימוש_בפועל
1104,האם_הייתה_כניסה_לישראל_מהשטחים,1,1,GPT-Law,0,0,1,0,הייתה_כניסה_לישראל_מהשטחים
849,האם_הייתה_מוטיבציה_מיוחדת,1,1,GPT-Law,0,0,1,0,הייתה_מוטיבציה_מיוחדת
429,האם_הייתה_מסירת_נשק_לזולת,1,1,GPT-Law,0,0,1,0,הייתה_מסירת_נשק_לזולת
974,האם_הייתה_נהיגה_ללא_רישיון,1,1,GPT-Law,0,0,1,0,הייתה_נהיגה_ללא_רישיון
1097,האם_הייתה_נשיאת_נשק,1,1,GPT-Law,0,0,1,0,הייתה_נשיאת_נשק
564,האם_הייתה_פגיעה_או_נזק,1,1,GPT-Law,0,0,1,0,הייתה_פגיעה_או_נזק
1279,האם_הייתה_פגיעה_בגוף,1,1,GPT-Law,0,0,1,0,הייתה_פגיעה_בגוף
1231,האם_הייתה_פגיעה_בכלי_רכב_אחרים,1,1,GPT-Free,0,0,0,1,הייתה_פגיעה_בכלי_רכב_אחרים
771,האם_הייתה_פוליסת_ביטוח,1,1,GPT-Law,0,0,1,0,הייתה_פוליסת_ביטוח
840,האם_הייתה_פעילות_משטרתית_יזומה,1,1,GPT-Law,0,0,1,0,הייתה_פעילות_משטרתית_יזומה
797,האם_הייתה_פריצה,1,1,GPT-Law,0,0,1,0,הייתה_פריצה
1329,האם_הייתה_קנוניה_עם_אחר,1,1,GPT-Law,0,0,1,0,הייתה_קנוניה_עם_אחר
1140,האם_הייתה_רשות_חוקית,1,1,GPT-Free,0,0,0,1,הייתה_רשות_חוקית
802,האם_הייתה_תגובה_של_הנפגעים,1,1,GPT-Law,0,0,1,0,הייתה_תגובה_של_הנפגעים
1148,האם_הייתה_תחבולה_או_הסתרה,1,1,GPT-Law,0,0,1,0,הייתה_תחבולה_או_הסתרה
